"","Generation","strategy","prob","freq_media","freq_sd"
"1",0,"B",0.5,0.333302,0.00402055275359551
"2",0,"O",0.5,0.333422,0.00437960332136659
"3",0,"Y",0.5,0.333276,0.00472925816891855
"4",1,"B",0.5,0.354576,0.00551243076412692
"5",1,"O",0.5,0.341057,0.00571309421019341
"6",1,"Y",0.5,0.304367,0.00566602589960102
"7",2,"B",0.5,0.362059,0.0066723172265501
"8",2,"O",0.5,0.363751,0.00790416710196322
"9",2,"Y",0.5,0.27419,0.00735383497835578
"10",3,"B",0.5,0.356673,0.00720989576690933
"11",3,"O",0.5,0.393465,0.00860490082347369
"12",3,"Y",0.5,0.249862,0.00751005763337178
"13",4,"B",0.5,0.34165,0.00851123440583745
"14",4,"O",0.5,0.424149,0.00915167915265452
"15",4,"Y",0.5,0.234201,0.00833902223999864
"16",5,"B",0.5,0.323383,0.00880270912155956
"17",5,"O",0.5,0.449076,0.0101896870026572
"18",5,"Y",0.5,0.227541,0.00947119071370403
"19",6,"B",0.5,0.304467,0.00937463863276604
"20",6,"O",0.5,0.465971,0.0101626598661746
"21",6,"Y",0.5,0.229562,0.00965167887211883
"22",7,"B",0.5,0.286273,0.00950729496627498
"23",7,"O",0.5,0.476807,0.0103986717780433
"24",7,"Y",0.5,0.23692,0.0104566831367419
"25",8,"B",0.5,0.27093,0.00884936224375588
"26",8,"O",0.5,0.480815,0.0107793421493019
"27",8,"Y",0.5,0.248255,0.0109640217405509
"28",9,"B",0.5,0.258764,0.00891130844387165
"29",9,"O",0.5,0.48025,0.0110447802928429
"30",9,"Y",0.5,0.260986,0.0109863553574606
"31",10,"B",0.5,0.249491,0.00931127366001651
"32",10,"O",0.5,0.476524,0.0119554401631621
"33",10,"Y",0.5,0.273985,0.0112676920368984
"34",11,"B",0.5,0.242814,0.0096656636888242
"35",11,"O",0.5,0.471458,0.0122816129299704
"36",11,"Y",0.5,0.285728,0.0110067755074185
"37",12,"B",0.5,0.239512,0.00962504393273458
"38",12,"O",0.5,0.464915,0.0119516397167582
"39",12,"Y",0.5,0.295573,0.0110674959072306
"40",13,"B",0.5,0.237917,0.0102619041984311
"41",13,"O",0.5,0.458052,0.0116854695232925
"42",13,"Y",0.5,0.304031,0.0106810858506752
"43",14,"B",0.5,0.23777,0.0108882709575233
"44",14,"O",0.5,0.451583,0.0111918174926094
"45",14,"Y",0.5,0.310647,0.0108417212748724
"46",15,"B",0.5,0.239037,0.0114480173838181
"47",15,"O",0.5,0.445942,0.0116018997051206
"48",15,"Y",0.5,0.315021,0.0111614985326769
"49",16,"B",0.5,0.240926,0.0111738296338752
"50",16,"O",0.5,0.441285,0.0111985061684155
"51",16,"Y",0.5,0.317789,0.0115602846335236
"52",17,"B",0.5,0.243314,0.0114781216567728
"53",17,"O",0.5,0.437944,0.0117636258410956
"54",17,"Y",0.5,0.318742,0.011620655417111
"55",18,"B",0.5,0.245857,0.0123621469728271
"56",18,"O",0.5,0.435666,0.0114184346784071
"57",18,"Y",0.5,0.318477,0.0112235129720753
"58",19,"B",0.5,0.247031,0.0121546989292457
"59",19,"O",0.5,0.435255,0.0113611990315434
"60",19,"Y",0.5,0.317714,0.0119389864720502
"61",20,"B",0.5,0.248943,0.0117455622825531
"62",20,"O",0.5,0.434726,0.0118444601550107
"63",20,"Y",0.5,0.316331,0.0125649801536901
"64",21,"B",0.5,0.251209,0.011552839477808
"65",21,"O",0.5,0.434438,0.012328793431425
"66",21,"Y",0.5,0.314353,0.0125167238024762
"67",22,"B",0.5,0.252145,0.0119999021460657
"68",22,"O",0.5,0.436098,0.0131386697357169
"69",22,"Y",0.5,0.311757,0.0123214705848668
"70",23,"B",0.5,0.252053,0.0112506561424818
"71",23,"O",0.5,0.437355,0.012682337793924
"72",23,"Y",0.5,0.310592,0.0116532449202665
"73",24,"B",0.5,0.251718,0.0114468325644073
"74",24,"O",0.5,0.439043,0.0129887072552127
"75",24,"Y",0.5,0.309239,0.0111881150414991
"76",25,"B",0.5,0.251431,0.0119087582997735
