"","Generation","O","Y","B"
"1",0,0.3338,0.3332,0.333
"2",1,0.3192,0.3417,0.3391
"3",2,0.2987,0.3558,0.3455
"4",3,0.2771,0.3728,0.3501
"5",4,0.2604,0.3672,0.3724
"6",5,0.2413,0.3857,0.373
"7",6,0.221,0.3992,0.3798
"8",7,0.1958,0.4111,0.3931
"9",8,0.1786,0.4348,0.3866
"10",9,0.1618,0.4541,0.3841
"11",10,0.1454,0.4802,0.3744
"12",11,0.1273,0.5007,0.372
"13",12,0.1137,0.5348,0.3515
"14",13,0.1041,0.5661,0.3298
"15",14,0.093,0.5843,0.3227
"16",15,0.0835,0.6068,0.3097
"17",16,0.0756,0.6312,0.2932
"18",17,0.0671,0.6562,0.2767
"19",18,0.0664,0.6835,0.2501
"20",19,0.0594,0.7072,0.2334
"21",20,0.057,0.7354,0.2076
"22",21,0.0523,0.7642,0.1835
"23",22,0.0526,0.7842,0.1632
"24",23,0.0508,0.8005,0.1487
"25",24,0.051,0.8213,0.1277
"26",25,0.0508,0.839,0.1102
"27",26,0.0475,0.8628,0.0897
"28",27,0.0486,0.875,0.0764
"29",28,0.053,0.886,0.061
"30",29,0.0555,0.8954,0.0491
"31",30,0.0564,0.9004,0.0432
"32",31,0.0647,0.9004,0.0349
"33",32,0.069,0.9011,0.0299
"34",33,0.0744,0.9007,0.0249
"35",34,0.0783,0.899,0.0227
"36",35,0.0867,0.8932,0.0201
"37",36,0.0916,0.8886,0.0198
"38",37,0.101,0.8814,0.0176
"39",38,0.1152,0.8689,0.0159
"40",39,0.1215,0.8631,0.0154
"41",40,0.1334,0.8523,0.0143
"42",41,0.1431,0.8435,0.0134
"43",42,0.1498,0.8381,0.0121
"44",43,0.1572,0.8323,0.0105
"45",44,0.1704,0.8195,0.0101
"46",45,0.1846,0.8062,0.0092
"47",46,0.1962,0.7953,0.0085
"48",47,0.2031,0.7878,0.0091
"49",48,0.2169,0.7738,0.0093
"50",49,0.2334,0.7592,0.0074
"51",50,0.258,0.735,0.007
"52",51,0.2735,0.7196,0.0069
"53",52,0.2966,0.6961,0.0073
"54",53,0.3135,0.6808,0.0057
"55",54,0.3373,0.6562,0.0065
"56",55,0.3562,0.6368,0.007
"57",56,0.37,0.6231,0.0069
"58",57,0.391,0.6008,0.0082
"59",58,0.4068,0.5838,0.0094
"60",59,0.4272,0.5647,0.0081
"61",60,0.4483,0.5439,0.0078
"62",61,0.4615,0.5314,0.0071
"63",62,0.4866,0.5049,0.0085
"64",63,0.5025,0.4897,0.0078
"65",64,0.5186,0.4737,0.0077
"66",65,0.5326,0.4601,0.0073
"67",66,0.554,0.439,0.007
"68",67,0.5648,0.4276,0.0076
"69",68,0.5882,0.4039,0.0079
"70",69,0.6068,0.3843,0.0089
"71",70,0.6223,0.3687,0.009
"72",71,0.641,0.3498,0.0092
"73",72,0.6425,0.3471,0.0104
"74",73,0.6664,0.3227,0.0109
"75",74,0.6804,0.3095,0.0101
"76",75,0.6928,0.2966,0.0106
"77",76,0.7107,0.2788,0.0105
"78",77,0.7245,0.2649,0.0106
"79",78,0.7363,0.2528,0.0109
"80",79,0.7479,0.239,0.0131
"81",80,0.7583,0.2275,0.0142
"82",81,0.7654,0.2189,0.0157
"83",82,0.7716,0.2125,0.0159
"84",83,0.7832,0.2,0.0168
"85",84,0.7842,0.1986,0.0172
"86",85,0.792,0.1893,0.0187
"87",86,0.7964,0.1834,0.0202
"88",87,0.8062,0.1715,0.0223
"89",88,0.8131,0.1655,0.0214
"90",89,0.8259,0.1492,0.0249
"91",90,0.8338,0.1425,0.0237
"92",91,0.8404,0.1368,0.0228
"93",92,0.8512,0.1234,0.0254
"94",93,0.8518,0.1209,0.0273
"95",94,0.8583,0.1133,0.0284
"96",95,0.8626,0.1098,0.0276
"97",96,0.8758,0.0941,0.0301
"98",97,0.8801,0.0872,0.0327
"99",98,0.8882,0.0803,0.0315
"100",99,0.8949,0.0727,0.0324
"101",100,0.8979,0.0649,0.0372
"102",101,0.8992,0.062,0.0388
"103",102,0.9075,0.0524,0.0401
"104",103,0.9122,0.0471,0.0407
"105",104,0.9139,0.0438,0.0423
"106",105,0.9177,0.0399,0.0424
"107",106,0.9172,0.0373,0.0455
"108",107,0.9189,0.0351,0.046
"109",108,0.9215,0.0336,0.0449
"110",109,0.9248,0.0303,0.0449
"111",110,0.9242,0.0292,0.0466
"112",111,0.9241,0.0282,0.0477
"113",112,0.9249,0.0259,0.0492
"114",113,0.9269,0.0248,0.0483
"115",114,0.9264,0.024,0.0496
"116",115,0.9234,0.0242,0.0524
"117",116,0.9211,0.0246,0.0543
"118",117,0.9172,0.0232,0.0596
"119",118,0.918,0.0221,0.0599
"120",119,0.9138,0.0232,0.063
"121",120,0.9125,0.0226,0.0649
"122",121,0.9121,0.022,0.0659
"123",122,0.9118,0.024,0.0642
"124",123,0.908,0.0239,0.0681
"125",124,0.9035,0.0245,0.072
"126",125,0.9019,0.0238,0.0743
"127",126,0.8963,0.0246,0.0791
"128",127,0.8957,0.0244,0.0799
"129",128,0.8958,0.0234,0.0808
"130",129,0.8973,0.0242,0.0785
"131",130,0.8965,0.0248,0.0787
"132",131,0.8931,0.0254,0.0815
"133",132,0.8883,0.025,0.0867
"134",133,0.8888,0.0236,0.0876
"135",134,0.8856,0.0242,0.0902
"136",135,0.8841,0.0249,0.091
"137",136,0.8826,0.0249,0.0925
"138",137,0.8818,0.0273,0.0909
"139",138,0.8801,0.0257,0.0942
"140",139,0.878,0.0249,0.0971
"141",140,0.8742,0.0245,0.1013
"142",141,0.8731,0.0242,0.1027
"143",142,0.8705,0.0263,0.1032
"144",143,0.8696,0.0244,0.106
"145",144,0.8696,0.0243,0.1061
"146",145,0.8681,0.0234,0.1085
"147",146,0.8643,0.0242,0.1115
"148",147,0.8619,0.0253,0.1128
"149",148,0.8568,0.0272,0.116
"150",149,0.8567,0.028,0.1153
"151",150,0.8502,0.0288,0.121
"152",151,0.8424,0.0303,0.1273
"153",152,0.8379,0.0301,0.132
"154",153,0.8331,0.0309,0.136
"155",154,0.8327,0.033,0.1343
"156",155,0.8261,0.0359,0.138
"157",156,0.8221,0.0386,0.1393
"158",157,0.8148,0.0412,0.144
"159",158,0.8095,0.0444,0.1461
"160",159,0.804,0.0482,0.1478
"161",160,0.7995,0.0484,0.1521
"162",161,0.7963,0.0499,0.1538
"163",162,0.7976,0.051,0.1514
"164",163,0.794,0.0528,0.1532
"165",164,0.7898,0.0542,0.156
"166",165,0.7862,0.055,0.1588
"167",166,0.7804,0.0574,0.1622
"168",167,0.7776,0.0592,0.1632
"169",168,0.7752,0.0584,0.1664
"170",169,0.7712,0.0612,0.1676
"171",170,0.7687,0.0629,0.1684
"172",171,0.7665,0.0642,0.1693
"173",172,0.7595,0.0666,0.1739
"174",173,0.7581,0.0696,0.1723
"175",174,0.7541,0.0733,0.1726
"176",175,0.7528,0.0753,0.1719
"177",176,0.7481,0.0783,0.1736
"178",177,0.7432,0.0793,0.1775
"179",178,0.7372,0.0807,0.1821
"180",179,0.7312,0.0807,0.1881
"181",180,0.7296,0.0817,0.1887
"182",181,0.7279,0.083,0.1891
"183",182,0.7247,0.0836,0.1917
"184",183,0.7177,0.0848,0.1975
"185",184,0.7162,0.0843,0.1995
"186",185,0.7136,0.0866,0.1998
"187",186,0.7133,0.087,0.1997
"188",187,0.7122,0.0895,0.1983
"189",188,0.7097,0.0899,0.2004
"190",189,0.7076,0.0901,0.2023
"191",190,0.7034,0.0915,0.2051
"192",191,0.6997,0.0946,0.2057
"193",192,0.6946,0.0984,0.207
"194",193,0.6949,0.0974,0.2077
"195",194,0.6916,0.0983,0.2101
"196",195,0.6892,0.0967,0.2141
"197",196,0.6848,0.0981,0.2171
"198",197,0.6824,0.0992,0.2184
"199",198,0.6811,0.0978,0.2211
"200",199,0.6814,0.1002,0.2184
"201",200,0.6806,0.1007,0.2187
