"","Generation","O","Y","B"
"1",0,0.3385,0.3237,0.3378
"2",1,0.332,0.3281,0.3399
"3",2,0.3148,0.3374,0.3478
"4",3,0.2906,0.3501,0.3593
"5",4,0.2736,0.3613,0.3651
"6",5,0.2525,0.3781,0.3694
"7",6,0.2349,0.3849,0.3802
"8",7,0.2135,0.396,0.3905
"9",8,0.1956,0.4171,0.3873
"10",9,0.1762,0.4339,0.3899
"11",10,0.1637,0.4468,0.3895
"12",11,0.1513,0.4604,0.3883
"13",12,0.1356,0.4875,0.3769
"14",13,0.1265,0.5189,0.3546
"15",14,0.1165,0.5407,0.3428
"16",15,0.1063,0.5628,0.3309
"17",16,0.1021,0.5869,0.311
"18",17,0.09,0.6162,0.2938
"19",18,0.0823,0.6415,0.2762
"20",19,0.0766,0.6722,0.2512
"21",20,0.0693,0.6915,0.2392
"22",21,0.0626,0.7169,0.2205
"23",22,0.0545,0.7388,0.2067
"24",23,0.0516,0.7583,0.1901
"25",24,0.0485,0.7872,0.1643
"26",25,0.0452,0.8098,0.145
"27",26,0.0416,0.8334,0.125
"28",27,0.0406,0.8497,0.1097
"29",28,0.0427,0.865,0.0923
"30",29,0.0443,0.8768,0.0789
"31",30,0.0455,0.8872,0.0673
"32",31,0.0451,0.9024,0.0525
"33",32,0.0474,0.9078,0.0448
"34",33,0.0489,0.9134,0.0377
"35",34,0.0539,0.9153,0.0308
"36",35,0.0592,0.9146,0.0262
"37",36,0.0616,0.9156,0.0228
"38",37,0.0697,0.9097,0.0206
"39",38,0.0754,0.9081,0.0165
"40",39,0.089,0.8953,0.0157
"41",40,0.0979,0.8887,0.0134
"42",41,0.1117,0.8767,0.0116
"43",42,0.1264,0.8637,0.0099
"44",43,0.1417,0.8502,0.0081
"45",44,0.1557,0.8357,0.0086
"46",45,0.1722,0.8201,0.0077
"47",46,0.1875,0.8061,0.0064
"48",47,0.2003,0.7928,0.0069
"49",48,0.2174,0.7755,0.0071
"50",49,0.2326,0.7608,0.0066
"51",50,0.2486,0.7449,0.0065
"52",51,0.2655,0.7279,0.0066
"53",52,0.2881,0.7049,0.007
"54",53,0.3157,0.6772,0.0071
"55",54,0.344,0.6496,0.0064
"56",55,0.3731,0.6201,0.0068
"57",56,0.4091,0.5837,0.0072
"58",57,0.4291,0.5633,0.0076
"59",58,0.445,0.5484,0.0066
"60",59,0.4663,0.5257,0.008
"61",60,0.4843,0.5077,0.008
"62",61,0.5033,0.4897,0.007
"63",62,0.5231,0.4696,0.0073
"64",63,0.5434,0.4499,0.0067
"65",64,0.5571,0.435,0.0079
"66",65,0.5741,0.4181,0.0078
"67",66,0.5882,0.4043,0.0075
"68",67,0.6059,0.387,0.0071
"69",68,0.6246,0.3672,0.0082
"70",69,0.6369,0.3525,0.0106
"71",70,0.6644,0.3254,0.0102
"72",71,0.6827,0.3071,0.0102
"73",72,0.7038,0.2849,0.0113
"74",73,0.7189,0.2703,0.0108
"75",74,0.7308,0.2572,0.012
"76",75,0.7373,0.2487,0.014
"77",76,0.746,0.2388,0.0152
"78",77,0.7614,0.2225,0.0161
"79",78,0.7651,0.2166,0.0183
"80",79,0.7744,0.2073,0.0183
"81",80,0.7819,0.1963,0.0218
"82",81,0.7853,0.1927,0.022
"83",82,0.793,0.1844,0.0226
"84",83,0.8019,0.1748,0.0233
"85",84,0.8089,0.1681,0.023
"86",85,0.814,0.1623,0.0237
"87",86,0.8139,0.1614,0.0247
"88",87,0.8243,0.1495,0.0262
"89",88,0.8293,0.1426,0.0281
"90",89,0.8344,0.1339,0.0317
"91",90,0.8421,0.1243,0.0336
"92",91,0.844,0.1227,0.0333
"93",92,0.8474,0.1161,0.0365
"94",93,0.8585,0.1048,0.0367
"95",94,0.8658,0.0975,0.0367
"96",95,0.8677,0.0921,0.0402
"97",96,0.8729,0.0863,0.0408
"98",97,0.8682,0.0855,0.0463
"99",98,0.8685,0.0828,0.0487
"100",99,0.8698,0.0826,0.0476
"101",100,0.8711,0.0807,0.0482
"102",101,0.8738,0.0781,0.0481
"103",102,0.8737,0.0766,0.0497
"104",103,0.8739,0.0723,0.0538
"105",104,0.8748,0.0678,0.0574
"106",105,0.8707,0.0689,0.0604
"107",106,0.8681,0.0681,0.0638
"108",107,0.8726,0.0645,0.0629
"109",108,0.8732,0.0626,0.0642
"110",109,0.8742,0.0609,0.0649
"111",110,0.8748,0.0589,0.0663
"112",111,0.8716,0.0598,0.0686
"113",112,0.867,0.0601,0.0729
"114",113,0.8639,0.0597,0.0764
"115",114,0.8559,0.0609,0.0832
"116",115,0.8558,0.0593,0.0849
"117",116,0.8527,0.0591,0.0882
"118",117,0.8507,0.0596,0.0897
"119",118,0.8448,0.0598,0.0954
"120",119,0.8436,0.0602,0.0962
"121",120,0.8389,0.0599,0.1012
"122",121,0.8321,0.061,0.1069
"123",122,0.8302,0.0621,0.1077
"124",123,0.8268,0.0606,0.1126
"125",124,0.8223,0.0575,0.1202
"126",125,0.8204,0.0579,0.1217
"127",126,0.8162,0.0579,0.1259
"128",127,0.8158,0.0579,0.1263
"129",128,0.8128,0.0558,0.1314
"130",129,0.8094,0.056,0.1346
"131",130,0.8004,0.0575,0.1421
"132",131,0.792,0.0602,0.1478
"133",132,0.7915,0.0614,0.1471
"134",133,0.7915,0.0576,0.1509
"135",134,0.7913,0.0549,0.1538
"136",135,0.7834,0.056,0.1606
"137",136,0.7781,0.056,0.1659
"138",137,0.7767,0.0584,0.1649
"139",138,0.772,0.0612,0.1668
"140",139,0.7661,0.0647,0.1692
"141",140,0.7584,0.0703,0.1713
"142",141,0.7473,0.0714,0.1813
"143",142,0.7443,0.0711,0.1846
"144",143,0.7351,0.0756,0.1893
"145",144,0.7288,0.0762,0.195
"146",145,0.7209,0.0808,0.1983
"147",146,0.7133,0.0849,0.2018
"148",147,0.711,0.0863,0.2027
"149",148,0.7074,0.0891,0.2035
"150",149,0.6993,0.0904,0.2103
"151",150,0.6936,0.0904,0.216
"152",151,0.6878,0.0905,0.2217
"153",152,0.6842,0.0921,0.2237
"154",153,0.6771,0.0977,0.2252
"155",154,0.6748,0.0997,0.2255
"156",155,0.6682,0.103,0.2288
"157",156,0.6622,0.1079,0.2299
"158",157,0.6566,0.1129,0.2305
"159",158,0.651,0.1142,0.2348
"160",159,0.6452,0.1122,0.2426
"161",160,0.6418,0.1116,0.2466
"162",161,0.6368,0.1122,0.251
"163",162,0.6352,0.113,0.2518
"164",163,0.6297,0.1126,0.2577
"165",164,0.6233,0.1159,0.2608
"166",165,0.6195,0.1159,0.2646
"167",166,0.6059,0.1174,0.2767
"168",167,0.5976,0.1226,0.2798
"169",168,0.5931,0.1282,0.2787
