"","Generation","O","Y","B"
"1",0,0.3318,0.3318,0.3364
"2",1,0.3186,0.3348,0.3466
"3",2,0.3063,0.3395,0.3542
"4",3,0.2948,0.3404,0.3648
"5",4,0.2834,0.3512,0.3654
"6",5,0.2677,0.3598,0.3725
"7",6,0.2498,0.3764,0.3738
"8",7,0.2327,0.3938,0.3735
"9",8,0.2207,0.412,0.3673
"10",9,0.2079,0.4225,0.3696
"11",10,0.1887,0.4378,0.3735
"12",11,0.1769,0.4648,0.3583
"13",12,0.166,0.4842,0.3498
"14",13,0.1575,0.4983,0.3442
"15",14,0.1429,0.519,0.3381
"16",15,0.1326,0.5423,0.3251
"17",16,0.1262,0.5631,0.3107
"18",17,0.113,0.5942,0.2928
"19",18,0.1015,0.6133,0.2852
"20",19,0.0937,0.6398,0.2665
"21",20,0.0876,0.6634,0.249
"22",21,0.0858,0.6867,0.2275
"23",22,0.0828,0.7086,0.2086
"24",23,0.0768,0.7271,0.1961
"25",24,0.0759,0.7441,0.18
"26",25,0.074,0.7545,0.1715
"27",26,0.0737,0.7713,0.155
"28",27,0.0759,0.7876,0.1365
"29",28,0.0782,0.7955,0.1263
"30",29,0.083,0.8065,0.1105
"31",30,0.0841,0.8148,0.1011
"32",31,0.0838,0.8275,0.0887
"33",32,0.0865,0.8326,0.0809
"34",33,0.0913,0.8335,0.0752
"35",34,0.0942,0.8384,0.0674
"36",35,0.098,0.8401,0.0619
"37",36,0.1023,0.8429,0.0548
"38",37,0.1083,0.8446,0.0471
"39",38,0.1189,0.8393,0.0418
"40",39,0.126,0.8372,0.0368
"41",40,0.1364,0.8313,0.0323
"42",41,0.1461,0.8249,0.029
"43",42,0.163,0.8111,0.0259
"44",43,0.1808,0.7943,0.0249
"45",44,0.1927,0.7847,0.0226
"46",45,0.2076,0.7686,0.0238
"47",46,0.2214,0.7559,0.0227
"48",47,0.2364,0.7421,0.0215
"49",48,0.2542,0.7257,0.0201
"50",49,0.2757,0.704,0.0203
"51",50,0.2906,0.689,0.0204
"52",51,0.3169,0.6645,0.0186
"53",52,0.3332,0.6486,0.0182
"54",53,0.3523,0.6308,0.0169
"55",54,0.3622,0.6205,0.0173
"56",55,0.3822,0.601,0.0168
"57",56,0.3966,0.5863,0.0171
"58",57,0.4199,0.5626,0.0175
"59",58,0.4368,0.5472,0.016
"60",59,0.4585,0.5262,0.0153
"61",60,0.48,0.5043,0.0157
"62",61,0.498,0.485,0.017
"63",62,0.5105,0.4731,0.0164
"64",63,0.5299,0.4526,0.0175
"65",64,0.5462,0.4352,0.0186
"66",65,0.5648,0.4152,0.02
"67",66,0.5822,0.3966,0.0212
"68",67,0.6019,0.3753,0.0228
"69",68,0.6131,0.3635,0.0234
"70",69,0.6248,0.3526,0.0226
"71",70,0.6286,0.347,0.0244
"72",71,0.6398,0.3336,0.0266
"73",72,0.6476,0.323,0.0294
"74",73,0.6588,0.31,0.0312
"75",74,0.6658,0.3013,0.0329
"76",75,0.6748,0.2924,0.0328
"77",76,0.687,0.2806,0.0324
"78",77,0.6998,0.2653,0.0349
"79",78,0.7101,0.253,0.0369
"80",79,0.7171,0.2425,0.0404
"81",80,0.7215,0.235,0.0435
"82",81,0.7283,0.2288,0.0429
"83",82,0.7313,0.2238,0.0449
"84",83,0.7289,0.2252,0.0459
"85",84,0.7313,0.2189,0.0498
"86",85,0.7357,0.2139,0.0504
"87",86,0.7439,0.2054,0.0507
"88",87,0.749,0.1977,0.0533
"89",88,0.7492,0.1943,0.0565
"90",89,0.7459,0.1917,0.0624
"91",90,0.7478,0.1862,0.066
"92",91,0.7499,0.1798,0.0703
"93",92,0.7527,0.1769,0.0704
"94",93,0.7528,0.1752,0.072
"95",94,0.7555,0.1663,0.0782
"96",95,0.7528,0.1651,0.0821
"97",96,0.756,0.1579,0.0861
"98",97,0.7518,0.1625,0.0857
"99",98,0.7525,0.1572,0.0903
"100",99,0.7522,0.1562,0.0916
"101",100,0.7524,0.1552,0.0924
"102",101,0.756,0.1469,0.0971
"103",102,0.7525,0.1484,0.0991
"104",103,0.7477,0.1503,0.102
"105",104,0.7399,0.1541,0.106
"106",105,0.7378,0.1556,0.1066
"107",106,0.7307,0.1567,0.1126
"108",107,0.7268,0.159,0.1142
"109",108,0.7248,0.1602,0.115
"110",109,0.7201,0.1635,0.1164
"111",110,0.7155,0.1613,0.1232
"112",111,0.7141,0.1609,0.125
"113",112,0.7122,0.1588,0.129
"114",113,0.7064,0.1602,0.1334
"115",114,0.6994,0.1633,0.1373
"116",115,0.693,0.1644,0.1426
"117",116,0.6887,0.164,0.1473
"118",117,0.6837,0.1663,0.15
"119",118,0.6821,0.1648,0.1531
"120",119,0.6768,0.1615,0.1617
"121",120,0.6682,0.1658,0.166
"122",121,0.6622,0.1671,0.1707
"123",122,0.6515,0.1733,0.1752
"124",123,0.6414,0.1824,0.1762
"125",124,0.6374,0.1842,0.1784
"126",125,0.6314,0.1868,0.1818
"127",126,0.6279,0.1919,0.1802
"128",127,0.6246,0.1919,0.1835
"129",128,0.6214,0.1894,0.1892
"130",129,0.6157,0.189,0.1953
"131",130,0.6153,0.1901,0.1946
"132",131,0.6104,0.1913,0.1983
"133",132,0.6058,0.1906,0.2036
"134",133,0.6008,0.1913,0.2079
"135",134,0.6016,0.19,0.2084
