"","Generation","O","Y","B"
"1",0,0.3409,0.333,0.3261
"2",1,0.3272,0.3411,0.3317
"3",2,0.3123,0.3468,0.3409
"4",3,0.2987,0.3548,0.3465
"5",4,0.2732,0.3658,0.361
"6",5,0.2501,0.3707,0.3792
"7",6,0.2334,0.3733,0.3933
"8",7,0.2156,0.3839,0.4005
"9",8,0.1938,0.4075,0.3987
"10",9,0.1759,0.4316,0.3925
"11",10,0.1541,0.4559,0.39
"12",11,0.1354,0.483,0.3816
"13",12,0.1194,0.5082,0.3724
"14",13,0.1039,0.5369,0.3592
"15",14,0.0934,0.5621,0.3445
"16",15,0.0793,0.5839,0.3368
"17",16,0.0657,0.6184,0.3159
"18",17,0.0585,0.6509,0.2906
"19",18,0.0531,0.6831,0.2638
"20",19,0.0467,0.7065,0.2468
"21",20,0.0411,0.7327,0.2262
"22",21,0.0364,0.7597,0.2039
"23",22,0.0332,0.7861,0.1807
"24",23,0.0329,0.814,0.1531
"25",24,0.0295,0.8337,0.1368
"26",25,0.028,0.8523,0.1197
"27",26,0.0276,0.8701,0.1023
"28",27,0.0294,0.8841,0.0865
"29",28,0.0331,0.8979,0.069
"30",29,0.0372,0.9069,0.0559
"31",30,0.0396,0.916,0.0444
"32",31,0.0398,0.9195,0.0407
"33",32,0.0432,0.9204,0.0364
"34",33,0.0458,0.9245,0.0297
"35",34,0.0506,0.9243,0.0251
"36",35,0.0536,0.9264,0.02
"37",36,0.0629,0.9197,0.0174
"38",37,0.069,0.9158,0.0152
"39",38,0.0734,0.9135,0.0131
"40",39,0.0828,0.9048,0.0124
"41",40,0.0895,0.8991,0.0114
"42",41,0.0944,0.8964,0.0092
"43",42,0.1037,0.8881,0.0082
"44",43,0.1198,0.8733,0.0069
"45",44,0.1306,0.8631,0.0063
"46",45,0.1448,0.849,0.0062
"47",46,0.1598,0.8344,0.0058
"48",47,0.17,0.8247,0.0053
"49",48,0.1884,0.8061,0.0055
"50",49,0.2033,0.7927,0.004
"51",50,0.2243,0.7713,0.0044
"52",51,0.2395,0.7562,0.0043
"53",52,0.263,0.7328,0.0042
"54",53,0.2828,0.7125,0.0047
"55",54,0.2989,0.6957,0.0054
"56",55,0.323,0.6724,0.0046
"57",56,0.3376,0.657,0.0054
"58",57,0.3592,0.6362,0.0046
"59",58,0.3811,0.6148,0.0041
"60",59,0.4048,0.5916,0.0036
"61",60,0.4288,0.5675,0.0037
"62",61,0.4525,0.5434,0.0041
"63",62,0.4743,0.5211,0.0046
"64",63,0.4905,0.5056,0.0039
"65",64,0.5146,0.4813,0.0041
"66",65,0.5299,0.4654,0.0047
"67",66,0.551,0.4441,0.0049
"68",67,0.5769,0.4175,0.0056
"69",68,0.6002,0.3943,0.0055
"70",69,0.6143,0.3807,0.005
"71",70,0.6343,0.3603,0.0054
