"geracao","O","B","Y"
0,0.1541,0.6976,0.1483
1,0.742,0.2528,0.0052
2,0.9646,0.0222,0.0132
3,0.9682,0.0019,0.0299
4,0.9448,0.0025,0.0527
5,0.913,0.0052,0.0818
6,0.874,0.0094,0.1166
7,0.8297,0.0141,0.1562
8,0.7826,0.0197,0.1977
9,0.7311,0.0277,0.2412
10,0.6773,0.0367,0.286
11,0.6212,0.0466,0.3322
12,0.5674,0.0566,0.376
13,0.5137,0.068,0.4183
14,0.458,0.0804,0.4616
15,0.4027,0.094,0.5033
16,0.3528,0.1073,0.5399
17,0.3052,0.1245,0.5703
18,0.2631,0.1424,0.5945
19,0.2275,0.1614,0.6111
20,0.195,0.1809,0.6241
21,0.1667,0.1999,0.6334
22,0.1485,0.2187,0.6328
23,0.1338,0.2375,0.6287
24,0.1247,0.2565,0.6188
25,0.1174,0.277,0.6056
26,0.1125,0.2983,0.5892
27,0.11,0.3193,0.5707
28,0.1094,0.3413,0.5493
29,0.1104,0.3629,0.5267
30,0.1131,0.3844,0.5025
31,0.1182,0.4056,0.4762
32,0.123,0.424,0.453
33,0.1256,0.4491,0.4253
34,0.1345,0.4714,0.3941
35,0.1432,0.4931,0.3637
36,0.1501,0.5153,0.3346
37,0.1607,0.5316,0.3077
38,0.1715,0.5371,0.2914
39,0.1808,0.5421,0.2771
40,0.1914,0.5435,0.2651
41,0.2027,0.5441,0.2532
42,0.2146,0.5403,0.2451
43,0.229,0.53,0.241
44,0.2404,0.5191,0.2405
45,0.2488,0.5098,0.2414
46,0.2568,0.4996,0.2436
47,0.268,0.485,0.247
48,0.2797,0.4724,0.2479
49,0.2941,0.4569,0.249
50,0.3072,0.4352,0.2576
51,0.3205,0.4158,0.2637
52,0.3336,0.3924,0.274
53,0.3465,0.3682,0.2853
54,0.3614,0.3488,0.2898
55,0.3811,0.3191,0.2998
56,0.3714,0.3147,0.3139
57,0.3507,0.3219,0.3274
58,0.3174,0.3369,0.3457
59,0.3194,0.354,0.3266
60,0.33,0.3585,0.3115
61,0.3457,0.3547,0.2996
62,0.3607,0.3288,0.3105
63,0.3633,0.3153,0.3214
64,0.3575,0.3014,0.3411
65,0.33,0.314,0.356
66,0.3215,0.3286,0.3499
67,0.3155,0.3393,0.3452
68,0.3258,0.3441,0.3301
69,0.3364,0.3425,0.3211
70,0.3471,0.342,0.3109
71,0.3539,0.327,0.3191
72,0.3481,0.3213,0.3306
73,0.3448,0.3144,0.3408
74,0.3256,0.3327,0.3417
75,0.3284,0.3421,0.3295
76,0.3207,0.3443,0.335
77,0.3303,0.3396,0.3301
78,0.3406,0.3339,0.3255
79,0.3437,0.3278,0.3285
80,0.3377,0.3221,0.3402
81,0.3352,0.317,0.3478
82,0.3295,0.3219,0.3486
83,0.3257,0.3305,0.3438
84,0.3196,0.3395,0.3409
85,0.3254,0.3399,0.3347
86,0.3339,0.3336,0.3325
87,0.3409,0.3312,0.3279
88,0.3385,0.3331,0.3284
89,0.3357,0.3319,0.3324
90,0.3381,0.329,0.3329
91,0.3398,0.3275,0.3327
92,0.3384,0.3319,0.3297
93,0.3339,0.3325,0.3336
94,0.3315,0.3315,0.337
95,0.3375,0.3281,0.3344
96,0.3354,0.3325,0.3321
97,0.3318,0.3346,0.3336
98,0.3294,0.333,0.3376
99,0.3297,0.3323,0.338
100,0.3261,0.337,0.3369
