"geracao","O","B","Y"
0,0.1521,0.6983,0.1496
1,0.7369,0.259,0.0041
2,0.9634,0.024,0.0126
3,0.9681,0.0015,0.0304
4,0.9429,5e-04,0.0566
5,0.9087,8e-04,0.0905
6,0.8691,0.0016,0.1293
7,0.8261,0.0026,0.1713
8,0.7796,0.004,0.2164
9,0.7297,0.0056,0.2647
10,0.6831,0.007,0.3099
11,0.6341,0.0087,0.3572
12,0.5849,0.0109,0.4042
13,0.5364,0.0131,0.4505
14,0.4867,0.0158,0.4975
15,0.4355,0.0186,0.5459
16,0.3829,0.022,0.5951
17,0.331,0.0254,0.6436
18,0.2802,0.0294,0.6904
19,0.2321,0.0335,0.7344
20,0.1924,0.0375,0.7701
21,0.16,0.0421,0.7979
22,0.1304,0.0472,0.8224
23,0.1072,0.0524,0.8404
24,0.0914,0.0585,0.8501
25,0.0836,0.0651,0.8513
26,0.0792,0.0723,0.8485
27,0.0789,0.0792,0.8419
28,0.0803,0.0857,0.834
29,0.0847,0.0927,0.8226
30,0.0893,0.0999,0.8108
31,0.0945,0.1082,0.7973
32,0.1019,0.1172,0.7809
33,0.11,0.1261,0.7639
34,0.1188,0.1344,0.7468
35,0.128,0.1427,0.7293
36,0.1366,0.1517,0.7117
37,0.1452,0.1613,0.6935
38,0.1544,0.1712,0.6744
39,0.1643,0.1815,0.6542
40,0.1752,0.1909,0.6339
41,0.1858,0.2004,0.6138
42,0.1962,0.211,0.5928
43,0.2068,0.2216,0.5716
44,0.2178,0.2328,0.5494
45,0.2296,0.2446,0.5258
46,0.2417,0.2551,0.5032
47,0.253,0.2664,0.4806
48,0.264,0.2781,0.4579
49,0.2757,0.2909,0.4334
50,0.288,0.3039,0.4081
51,0.3007,0.3174,0.3819
52,0.3143,0.3299,0.3558
53,0.3283,0.3354,0.3363
54,0.3415,0.335,0.3235
55,0.3478,0.3218,0.3304
56,0.3492,0.3107,0.3401
57,0.33,0.3158,0.3542
58,0.3125,0.3248,0.3627
59,0.2975,0.3382,0.3643
60,0.302,0.3519,0.3461
61,0.3111,0.3598,0.3291
62,0.3244,0.3613,0.3143
63,0.3384,0.3409,0.3207
64,0.3454,0.3231,0.3315
65,0.3459,0.3088,0.3453
66,0.3253,0.3147,0.36
67,0.3071,0.3246,0.3683
68,0.313,0.3377,0.3493
69,0.3227,0.3515,0.3258
70,0.3364,0.3587,0.3049
71,0.3508,0.3375,0.3117
72,0.365,0.3122,0.3228
73,0.3716,0.2912,0.3372
74,0.3499,0.2979,0.3522
75,0.3256,0.308,0.3664
76,0.3056,0.3213,0.3731
77,0.3138,0.3342,0.352
78,0.3259,0.3471,0.327
79,0.3414,0.3323,0.3263
80,0.3575,0.3065,0.336
81,0.3746,0.2774,0.348
82,0.3646,0.2754,0.36
83,0.3444,0.2836,0.372
84,0.3219,0.2941,0.384
85,0.3275,0.3044,0.3681
86,0.3441,0.3149,0.341
87,0.3636,0.3252,0.3112
88,0.3837,0.3159,0.3004
89,0.4048,0.2956,0.2996
90,0.4071,0.2841,0.3088
91,0.4001,0.2819,0.318
92,0.3825,0.2903,0.3272
93,0.384,0.299,0.317
94,0.3958,0.3079,0.2963
95,0.419,0.3166,0.2644
96,0.4431,0.3061,0.2508
97,0.4682,0.2849,0.2469
98,0.4939,0.2527,0.2534
99,0.5012,0.2386,0.2602
100,0.4985,0.2345,0.267
