"geracao","O","B","Y"
0,0.1492,0.6988,0.152
1,0.7216,0.2754,0.003
2,0.9547,0.0324,0.0129
3,0.9676,0.001,0.0314
4,0.942,1e-04,0.0579
5,0.9101,1e-04,0.0898
6,0.8719,1e-04,0.128
7,0.8282,1e-04,0.1717
8,0.7823,1e-04,0.2176
9,0.7327,1e-04,0.2672
10,0.68,1e-04,0.3199
11,0.6252,1e-04,0.3747
12,0.5718,9e-04,0.4273
13,0.5177,0.0025,0.4798
14,0.464,0.0049,0.5311
15,0.4123,0.0081,0.5796
16,0.3635,0.0121,0.6244
17,0.3151,0.0169,0.668
18,0.2686,0.0225,0.7089
19,0.2244,0.0289,0.7467
20,0.1823,0.0361,0.7816
21,0.1495,0.0441,0.8064
22,0.1227,0.0529,0.8244
23,0.0996,0.0625,0.8379
24,0.079,0.0729,0.8481
25,0.0608,0.0841,0.8551
26,0.047,0.0961,0.8569
27,0.0348,0.1089,0.8563
28,0.0234,0.1225,0.8541
29,0.0128,0.1369,0.8503
30,0.006,0.1521,0.8419
31,0.0014,0.1681,0.8305
32,0,0.1849,0.8151
33,0,0.2025,0.7975
34,0,0.2209,0.7791
35,0,0.2401,0.7599
36,0,0.2601,0.7399
37,0,0.2809,0.7191
38,0,0.3025,0.6975
39,0,0.3249,0.6751
40,0,0.3481,0.6519
41,0,0.3721,0.6279
42,0,0.3969,0.6031
43,0,0.4225,0.5775
44,0,0.4489,0.5511
45,0,0.4761,0.5239
46,0,0.5041,0.4959
47,0,0.5329,0.4671
48,0,0.5625,0.4375
49,0,0.5929,0.4071
50,0,0.6241,0.3759
51,0,0.6561,0.3439
52,0,0.6889,0.3111
53,0,0.7225,0.2775
54,0,0.7569,0.2431
55,0,0.7921,0.2079
56,0,0.8281,0.1719
57,0,0.8649,0.1351
58,0,0.9025,0.0975
59,0,0.9409,0.0591
60,0,0.9801,0.0199
61,0,1,0
62,0,1,0
63,0,1,0
64,0,1,0
65,0,1,0
66,0,1,0
67,0,1,0
68,0,1,0
69,0,1,0
70,0,1,0
71,0,1,0
72,0,1,0
73,0,1,0
74,0,1,0
75,0,1,0
76,0,1,0
77,0,1,0
78,0,1,0
79,0,1,0
80,0,1,0
81,0,1,0
82,0,1,0
83,0,1,0
84,0,1,0
85,0,1,0
86,0,1,0
87,0,1,0
88,0,1,0
89,0,1,0
90,0,1,0
91,0,1,0
92,0,1,0
93,0,1,0
94,0,1,0
95,0,1,0
96,0,1,0
97,0,1,0
98,0,1,0
99,0,1,0
100,0,1,0
