"geracao","O","B","Y"
0,0.1469,0.707,0.1461
1,0.7218,0.276,0.0022
2,0.964,0.029,0.007
3,0.9816,0.0018,0.0166
4,0.9684,0.0016,0.03
5,0.9504,0.0027,0.0469
6,0.9279,0.0045,0.0676
7,0.902,0.007,0.091
8,0.8728,0.0094,0.1178
9,0.8394,0.0126,0.148
10,0.8025,0.0157,0.1818
11,0.7632,0.0188,0.218
12,0.722,0.0217,0.2563
13,0.6771,0.0253,0.2976
14,0.63,0.0296,0.3404
15,0.5818,0.0338,0.3844
16,0.532,0.0392,0.4288
17,0.4833,0.0451,0.4716
18,0.4344,0.0505,0.5151
19,0.3885,0.056,0.5555
20,0.3435,0.0613,0.5952
21,0.3011,0.0673,0.6316
22,0.2608,0.0739,0.6653
23,0.2217,0.0812,0.6971
24,0.1894,0.0884,0.7222
25,0.1617,0.0964,0.7419
26,0.1398,0.1043,0.7559
27,0.1267,0.1122,0.7611
28,0.1187,0.1199,0.7614
29,0.1118,0.1283,0.7599
30,0.1084,0.1374,0.7542
31,0.1079,0.1464,0.7457
32,0.1081,0.1566,0.7353
33,0.11,0.1673,0.7227
34,0.1135,0.1775,0.709
35,0.1192,0.1878,0.693
36,0.1272,0.1979,0.6749
37,0.1346,0.2087,0.6567
38,0.1421,0.2201,0.6378
39,0.15,0.2322,0.6178
40,0.1586,0.2442,0.5972
41,0.167,0.257,0.576
42,0.1759,0.2697,0.5544
43,0.1854,0.2824,0.5322
44,0.1954,0.2949,0.5097
45,0.2049,0.3081,0.487
46,0.2144,0.322,0.4636
47,0.2239,0.3358,0.4403
48,0.2333,0.3508,0.4159
49,0.2436,0.3663,0.3901
50,0.2545,0.3813,0.3642
51,0.2654,0.3964,0.3382
52,0.277,0.4016,0.3214
53,0.288,0.3875,0.3245
54,0.2991,0.3628,0.3381
55,0.3009,0.3474,0.3517
56,0.2833,0.3512,0.3655
57,0.2638,0.3662,0.37
58,0.2635,0.3813,0.3552
59,0.274,0.3964,0.3296
60,0.2858,0.4016,0.3126
61,0.2973,0.3876,0.3151
62,0.3088,0.3631,0.3281
63,0.3106,0.347,0.3424
64,0.2924,0.3512,0.3564
65,0.2736,0.3663,0.3601
66,0.2645,0.3813,0.3542
67,0.2654,0.3964,0.3382
68,0.277,0.4016,0.3214
69,0.288,0.3875,0.3245
70,0.2991,0.3628,0.3381
71,0.3009,0.3474,0.3517
72,0.2833,0.3512,0.3655
73,0.2638,0.3662,0.37
74,0.2635,0.3813,0.3552
75,0.274,0.3964,0.3296
76,0.2858,0.4016,0.3126
77,0.2973,0.3876,0.3151
78,0.3088,0.3631,0.3281
79,0.3106,0.347,0.3424
80,0.2924,0.3512,0.3564
81,0.2736,0.3663,0.3601
82,0.2645,0.3813,0.3542
83,0.2654,0.3964,0.3382
84,0.277,0.4016,0.3214
85,0.288,0.3875,0.3245
86,0.2991,0.3628,0.3381
87,0.3009,0.3474,0.3517
88,0.2833,0.3512,0.3655
89,0.2638,0.3662,0.37
90,0.2635,0.3813,0.3552
91,0.274,0.3964,0.3296
92,0.2858,0.4016,0.3126
93,0.2973,0.3876,0.3151
94,0.3088,0.3631,0.3281
95,0.3106,0.347,0.3424
96,0.2924,0.3512,0.3564
97,0.2736,0.3663,0.3601
98,0.2645,0.3813,0.3542
99,0.2654,0.3964,0.3382
100,0.277,0.4016,0.3214
