"geracao","O","B","Y"
0,0.1577,0.6935,0.1488
1,0.7411,0.2547,0.0042
2,0.9593,0.022,0.0187
3,0.9527,0.0018,0.0455
4,0.9138,0.0022,0.084
5,0.8625,0.0033,0.1342
6,0.802,0.0048,0.1932
7,0.7322,0.0068,0.261
8,0.6569,0.0095,0.3336
9,0.5789,0.0127,0.4084
10,0.5028,0.0164,0.4808
11,0.4337,0.0192,0.5471
12,0.37,0.022,0.608
13,0.3103,0.0247,0.665
14,0.2576,0.0275,0.7149
15,0.2154,0.0312,0.7534
16,0.1755,0.0354,0.7891
17,0.1381,0.0402,0.8217
18,0.111,0.0455,0.8435
19,0.0871,0.0512,0.8617
20,0.0741,0.0566,0.8693
21,0.0676,0.0614,0.871
22,0.0639,0.0665,0.8696
23,0.064,0.072,0.864
24,0.0666,0.078,0.8554
25,0.0713,0.0846,0.8441
26,0.0766,0.0923,0.8311
27,0.083,0.1001,0.8169
28,0.0894,0.1088,0.8018
29,0.0969,0.1166,0.7865
30,0.1045,0.1244,0.7711
31,0.113,0.1319,0.7551
32,0.1206,0.14,0.7394
33,0.1282,0.149,0.7228
34,0.1356,0.1581,0.7063
35,0.1432,0.1685,0.6883
36,0.152,0.1793,0.6687
37,0.1613,0.1904,0.6483
38,0.1713,0.2008,0.6279
39,0.1819,0.2108,0.6073
40,0.1928,0.2208,0.5864
41,0.2034,0.2312,0.5654
42,0.2134,0.2424,0.5442
43,0.2234,0.2541,0.5225
44,0.234,0.2663,0.4997
45,0.2453,0.2791,0.4756
46,0.2573,0.2924,0.4503
47,0.2703,0.3046,0.4251
48,0.2833,0.3165,0.4002
49,0.2968,0.3286,0.3746
50,0.3096,0.341,0.3494
51,0.3221,0.345,0.3329
52,0.3344,0.339,0.3266
53,0.3472,0.3334,0.3194
54,0.3516,0.3167,0.3317
55,0.3458,0.3098,0.3444
56,0.3308,0.3117,0.3575
57,0.3143,0.3233,0.3624
58,0.3068,0.3356,0.3576
59,0.3083,0.3487,0.343
60,0.3201,0.353,0.3269
61,0.332,0.3478,0.3202
62,0.3354,0.3421,0.3225
63,0.3296,0.3357,0.3347
64,0.3236,0.3292,0.3472
65,0.3169,0.3319,0.3512
66,0.3095,0.3447,0.3458
67,0.3119,0.3575,0.3306
68,0.3235,0.362,0.3145
69,0.3359,0.3576,0.3065
70,0.3487,0.3428,0.3085
71,0.3526,0.3271,0.3203
72,0.3478,0.3199,0.3323
73,0.3417,0.3227,0.3356
74,0.3355,0.3349,0.3296
75,0.3285,0.3475,0.324
76,0.3317,0.3514,0.3169
77,0.3447,0.3458,0.3095
78,0.3578,0.331,0.3112
79,0.3622,0.3145,0.3233
80,0.3576,0.3065,0.3359
81,0.3432,0.3078,0.349
82,0.3271,0.3201,0.3528
83,0.3199,0.3323,0.3478
84,0.322,0.3361,0.3419
85,0.3347,0.3302,0.3351
86,0.3475,0.3244,0.3281
87,0.3519,0.3175,0.3306
88,0.3464,0.3095,0.3441
89,0.3314,0.3108,0.3578
90,0.3151,0.3222,0.3627
91,0.3065,0.3353,0.3582
92,0.3074,0.349,0.3436
93,0.319,0.3533,0.3277
94,0.3317,0.3484,0.3199
95,0.3363,0.3421,0.3216
96,0.3311,0.3353,0.3336
97,0.3254,0.3277,0.3469
98,0.3181,0.3298,0.3521
99,0.3101,0.3426,0.3473
100,0.3104,0.3572,0.3324
