"","Generation","O","Y","B"
"1",0,0.3349,0.3337,0.3314
"2",1,0.3256,0.3351,0.3393
"3",2,0.3008,0.343,0.3562
"4",3,0.2781,0.3487,0.3732
"5",4,0.2542,0.3626,0.3832
"6",5,0.2322,0.3731,0.3947
"7",6,0.2119,0.3827,0.4054
"8",7,0.1951,0.3959,0.409
"9",8,0.1801,0.4115,0.4084
"10",9,0.1638,0.4346,0.4016
"11",10,0.1482,0.4621,0.3897
"12",11,0.1348,0.4819,0.3833
"13",12,0.12,0.5107,0.3693
"14",13,0.1034,0.5375,0.3591
"15",14,0.0881,0.563,0.3489
"16",15,0.0754,0.5929,0.3317
"17",16,0.0693,0.6165,0.3142
"18",17,0.0593,0.6395,0.3012
"19",18,0.0551,0.6732,0.2717
"20",19,0.0502,0.7025,0.2473
"21",20,0.0511,0.7282,0.2207
"22",21,0.0502,0.7595,0.1903
"23",22,0.0512,0.788,0.1608
"24",23,0.0488,0.8083,0.1429
"25",24,0.0541,0.8227,0.1232
"26",25,0.0542,0.8332,0.1126
"27",26,0.0521,0.8451,0.1028
"28",27,0.0536,0.8537,0.0927
"29",28,0.0539,0.8625,0.0836
"30",29,0.0586,0.8657,0.0757
"31",30,0.0648,0.8716,0.0636
"32",31,0.0627,0.8813,0.056
"33",32,0.0618,0.89,0.0482
"34",33,0.0625,0.896,0.0415
"35",34,0.0666,0.8969,0.0365
"36",35,0.0699,0.9012,0.0289
"37",36,0.072,0.903,0.025
"38",37,0.076,0.9017,0.0223
"39",38,0.0849,0.8951,0.02
"40",39,0.0929,0.8899,0.0172
"41",40,0.1009,0.8845,0.0146
"42",41,0.1117,0.8754,0.0129
"43",42,0.1197,0.8681,0.0122
"44",43,0.1326,0.8553,0.0121
"45",44,0.1436,0.8453,0.0111
"46",45,0.1588,0.8313,0.0099
"47",46,0.1728,0.819,0.0082
"48",47,0.1874,0.8066,0.006
"49",48,0.2025,0.7926,0.0049
"50",49,0.2269,0.7695,0.0036
"51",50,0.2421,0.7551,0.0028
"52",51,0.2602,0.7378,0.002
"53",52,0.282,0.7159,0.0021
"54",53,0.3034,0.6944,0.0022
"55",54,0.3212,0.6775,0.0013
"56",55,0.3509,0.6479,0.0012
"57",56,0.3795,0.6192,0.0013
"58",57,0.4093,0.5894,0.0013
"59",58,0.4292,0.5693,0.0015
"60",59,0.4455,0.5525,0.002
"61",60,0.4639,0.5335,0.0026
"62",61,0.4847,0.5114,0.0039
"63",62,0.5067,0.4889,0.0044
"64",63,0.5299,0.4657,0.0044
"65",64,0.5451,0.4493,0.0056
"66",65,0.566,0.4284,0.0056
"67",66,0.5902,0.405,0.0048
"68",67,0.6095,0.3847,0.0058
"69",68,0.6286,0.3647,0.0067
"70",69,0.6396,0.3523,0.0081
"71",70,0.6576,0.3343,0.0081
"72",71,0.6799,0.3112,0.0089
"73",72,0.6969,0.2928,0.0103
"74",73,0.7155,0.2742,0.0103
"75",74,0.7191,0.2693,0.0116
"76",75,0.732,0.2548,0.0132
"77",76,0.7457,0.2419,0.0124
"78",77,0.7548,0.232,0.0132
"79",78,0.766,0.221,0.013
"80",79,0.775,0.2107,0.0143
"81",80,0.7848,0.1991,0.0161
"82",81,0.797,0.1863,0.0167
"83",82,0.8051,0.1775,0.0174
"84",83,0.8157,0.167,0.0173
"85",84,0.8267,0.1516,0.0217
"86",85,0.8345,0.1411,0.0244
"87",86,0.8356,0.1363,0.0281
"88",87,0.841,0.1305,0.0285
"89",88,0.847,0.1246,0.0284
"90",89,0.8522,0.1167,0.0311
"91",90,0.8562,0.1086,0.0352
"92",91,0.8617,0.1012,0.0371
"93",92,0.8673,0.0932,0.0395
"94",93,0.8746,0.0878,0.0376
"95",94,0.8755,0.0872,0.0373
"96",95,0.8764,0.0845,0.0391
"97",96,0.8824,0.0741,0.0435
"98",97,0.885,0.0715,0.0435
"99",98,0.8899,0.0664,0.0437
"100",99,0.8914,0.0627,0.0459
"101",100,0.8892,0.0632,0.0476
"102",101,0.8901,0.0621,0.0478
"103",102,0.8876,0.0615,0.0509
"104",103,0.8887,0.0584,0.0529
"105",104,0.887,0.0564,0.0566
"106",105,0.8851,0.0572,0.0577
"107",106,0.8814,0.0582,0.0604
"108",107,0.8822,0.0541,0.0637
"109",108,0.881,0.0515,0.0675
"110",109,0.881,0.0497,0.0693
"111",110,0.8729,0.0517,0.0754
"112",111,0.8696,0.0521,0.0783
"113",112,0.865,0.053,0.082
"114",113,0.8628,0.0514,0.0858
"115",114,0.8566,0.0529,0.0905
"116",115,0.8568,0.0518,0.0914
"117",116,0.8525,0.0554,0.0921
"118",117,0.847,0.0567,0.0963
"119",118,0.8449,0.0558,0.0993
"120",119,0.8363,0.0573,0.1064
"121",120,0.8309,0.0576,0.1115
"122",121,0.8285,0.0597,0.1118
"123",122,0.8272,0.0585,0.1143
"124",123,0.8226,0.0613,0.1161
"125",124,0.8198,0.0604,0.1198
"126",125,0.8188,0.0608,0.1204
"127",126,0.8169,0.0619,0.1212
"128",127,0.8166,0.0607,0.1227
"129",128,0.811,0.0582,0.1308
"130",129,0.8029,0.0619,0.1352
"131",130,0.8023,0.0617,0.136
"132",131,0.796,0.0614,0.1426
"133",132,0.7903,0.0631,0.1466
"134",133,0.7876,0.0647,0.1477
"135",134,0.7813,0.0661,0.1526
"136",135,0.7786,0.0663,0.1551
