"","Generation","O","Y","B"
"1",0,0.331,0.3345,0.3345
"2",1,0.3205,0.3361,0.3434
"3",2,0.3046,0.3456,0.3498
"4",3,0.2897,0.3502,0.3601
"5",4,0.2709,0.3651,0.364
"6",5,0.2567,0.376,0.3673
"7",6,0.2424,0.3845,0.3731
"8",7,0.2234,0.4054,0.3712
"9",8,0.2097,0.4212,0.3691
"10",9,0.1928,0.4357,0.3715
"11",10,0.178,0.4533,0.3687
"12",11,0.1646,0.4743,0.3611
"13",12,0.1477,0.4984,0.3539
"14",13,0.1359,0.5241,0.34
"15",14,0.127,0.545,0.328
"16",15,0.1163,0.5708,0.3129
"17",16,0.1066,0.5957,0.2977
"18",17,0.1007,0.6194,0.2799
"19",18,0.0902,0.6424,0.2674
"20",19,0.0859,0.6596,0.2545
"21",20,0.0756,0.6822,0.2422
"22",21,0.0705,0.6987,0.2308
"23",22,0.0689,0.7158,0.2153
"24",23,0.0653,0.732,0.2027
"25",24,0.0649,0.753,0.1821
"26",25,0.0679,0.7637,0.1684
"27",26,0.0677,0.7784,0.1539
"28",27,0.069,0.7947,0.1363
"29",28,0.0718,0.8035,0.1247
"30",29,0.0724,0.8113,0.1163
"31",30,0.0744,0.8218,0.1038
"32",31,0.0755,0.8296,0.0949
"33",32,0.0795,0.8366,0.0839
"34",33,0.0825,0.8394,0.0781
"35",34,0.0835,0.8453,0.0712
"36",35,0.0875,0.8498,0.0627
"37",36,0.094,0.8521,0.0539
"38",37,0.1036,0.8489,0.0475
"39",38,0.1139,0.8468,0.0393
"40",39,0.1222,0.8431,0.0347
"41",40,0.1356,0.8359,0.0285
"42",41,0.1468,0.8292,0.024
"43",42,0.1603,0.8177,0.022
"44",43,0.1708,0.8086,0.0206
"45",44,0.1857,0.7949,0.0194
"46",45,0.2033,0.7765,0.0202
"47",46,0.2152,0.7647,0.0201
"48",47,0.2297,0.7518,0.0185
"49",48,0.2436,0.7374,0.019
"50",49,0.2643,0.7167,0.019
"51",50,0.2749,0.705,0.0201
"52",51,0.283,0.6945,0.0225
"53",52,0.3035,0.6749,0.0216
"54",53,0.3203,0.656,0.0237
"55",54,0.3326,0.644,0.0234
"56",55,0.3434,0.6353,0.0213
"57",56,0.3557,0.6248,0.0195
"58",57,0.3749,0.6062,0.0189
"59",58,0.3915,0.5904,0.0181
"60",59,0.4118,0.5696,0.0186
"61",60,0.4406,0.5425,0.0169
"62",61,0.4534,0.5306,0.016
"63",62,0.4642,0.5199,0.0159
"64",63,0.4759,0.5087,0.0154
"65",64,0.4936,0.4919,0.0145
"66",65,0.5169,0.469,0.0141
"67",66,0.5374,0.4483,0.0143
"68",67,0.5526,0.4341,0.0133
"69",68,0.5784,0.4093,0.0123
"70",69,0.5953,0.3939,0.0108
"71",70,0.6078,0.3806,0.0116
"72",71,0.6203,0.3661,0.0136
"73",72,0.6391,0.3469,0.014
"74",73,0.6497,0.3348,0.0155
"75",74,0.6687,0.3142,0.0171
"76",75,0.6911,0.2906,0.0183
"77",76,0.7082,0.2743,0.0175
"78",77,0.7166,0.2643,0.0191
"79",78,0.7225,0.2571,0.0204
"80",79,0.7419,0.2393,0.0188
"81",80,0.7506,0.2289,0.0205
"82",81,0.7623,0.2158,0.0219
"83",82,0.771,0.2065,0.0225
"84",83,0.7793,0.198,0.0227
"85",84,0.791,0.185,0.024
"86",85,0.8027,0.1739,0.0234
"87",86,0.8093,0.1667,0.024
"88",87,0.8217,0.1551,0.0232
"89",88,0.8215,0.1529,0.0256
"90",89,0.8273,0.1456,0.0271
"91",90,0.8339,0.139,0.0271
"92",91,0.8425,0.1285,0.029
"93",92,0.8433,0.1257,0.031
"94",93,0.8493,0.1201,0.0306
"95",94,0.8599,0.11,0.0301
"96",95,0.8647,0.1046,0.0307
"97",96,0.8646,0.1067,0.0287
"98",97,0.8677,0.1012,0.0311
"99",98,0.8682,0.0984,0.0334
"100",99,0.8699,0.0978,0.0323
"101",100,0.8709,0.0958,0.0333
"102",101,0.874,0.0927,0.0333
"103",102,0.8747,0.0899,0.0354
"104",103,0.8732,0.084,0.0428
"105",104,0.8747,0.0821,0.0432
"106",105,0.8719,0.0808,0.0473
"107",106,0.8734,0.0778,0.0488
"108",107,0.8736,0.0748,0.0516
"109",108,0.8763,0.0709,0.0528
"110",109,0.8765,0.0708,0.0527
"111",110,0.8741,0.0716,0.0543
"112",111,0.8701,0.0733,0.0566
"113",112,0.8673,0.0718,0.0609
"114",113,0.8689,0.069,0.0621
"115",114,0.8619,0.0684,0.0697
"116",115,0.8561,0.0709,0.073
"117",116,0.8565,0.0713,0.0722
"118",117,0.853,0.0706,0.0764
"119",118,0.8547,0.0706,0.0747
"120",119,0.8491,0.0702,0.0807
"121",120,0.8453,0.0665,0.0882
"122",121,0.8457,0.0654,0.0889
"123",122,0.8368,0.0702,0.093
"124",123,0.8314,0.0688,0.0998
"125",124,0.828,0.0728,0.0992
"126",125,0.8233,0.0729,0.1038
"127",126,0.8198,0.0724,0.1078
"128",127,0.8161,0.0688,0.1151
"129",128,0.8112,0.0706,0.1182
"130",129,0.809,0.0685,0.1225
