"","Generation","O","Y","B"
"1",0,0.3334,0.3403,0.3263
"2",1,0.3228,0.3521,0.3251
"3",2,0.3014,0.3619,0.3367
"4",3,0.2867,0.3686,0.3447
"5",4,0.2655,0.378,0.3565
"6",5,0.248,0.3893,0.3627
"7",6,0.2299,0.4059,0.3642
"8",7,0.2181,0.4173,0.3646
"9",8,0.2066,0.431,0.3624
"10",9,0.1839,0.452,0.3641
"11",10,0.1696,0.4777,0.3527
"12",11,0.1584,0.4998,0.3418
"13",12,0.1379,0.5319,0.3302
"14",13,0.1271,0.5523,0.3206
"15",14,0.1141,0.5751,0.3108
"16",15,0.1071,0.5975,0.2954
"17",16,0.101,0.6223,0.2767
"18",17,0.0955,0.6418,0.2627
"19",18,0.0869,0.6652,0.2479
"20",19,0.0851,0.6851,0.2298
"21",20,0.0801,0.7036,0.2163
"22",21,0.0733,0.7265,0.2002
"23",22,0.0684,0.7485,0.1831
"24",23,0.0665,0.7724,0.1611
"25",24,0.0616,0.788,0.1504
"26",25,0.0619,0.8017,0.1364
"27",26,0.0648,0.815,0.1202
"28",27,0.0649,0.8261,0.109
"29",28,0.0647,0.8407,0.0946
"30",29,0.0674,0.8539,0.0787
"31",30,0.0715,0.8602,0.0683
"32",31,0.0775,0.8644,0.0581
"33",32,0.0837,0.8698,0.0465
"34",33,0.0875,0.8758,0.0367
"35",34,0.0938,0.8729,0.0333
"36",35,0.102,0.8646,0.0334
"37",36,0.1109,0.8605,0.0286
"38",37,0.1215,0.8525,0.026
"39",38,0.1332,0.845,0.0218
"40",39,0.1408,0.8388,0.0204
"41",40,0.1478,0.8314,0.0208
"42",41,0.149,0.829,0.022
"43",42,0.1608,0.8179,0.0213
"44",43,0.1676,0.8135,0.0189
"45",44,0.1758,0.8049,0.0193
"46",45,0.1919,0.7916,0.0165
"47",46,0.2058,0.7791,0.0151
"48",47,0.2181,0.7667,0.0152
"49",48,0.2356,0.7504,0.014
"50",49,0.2497,0.7377,0.0126
"51",50,0.2627,0.7253,0.012
"52",51,0.2774,0.7123,0.0103
"53",52,0.2991,0.6907,0.0102
"54",53,0.3152,0.6726,0.0122
"55",54,0.337,0.6498,0.0132
"56",55,0.3487,0.6368,0.0145
"57",56,0.3711,0.6136,0.0153
"58",57,0.3899,0.5925,0.0176
"59",58,0.4103,0.5711,0.0186
"60",59,0.4307,0.549,0.0203
"61",60,0.45,0.5284,0.0216
"62",61,0.4669,0.5111,0.022
"63",62,0.4826,0.4949,0.0225
"64",63,0.4971,0.4807,0.0222
"65",64,0.512,0.4651,0.0229
"66",65,0.5277,0.4509,0.0214
"67",66,0.5453,0.4344,0.0203
"68",67,0.5663,0.4142,0.0195
"69",68,0.5904,0.3901,0.0195
"70",69,0.6148,0.3645,0.0207
"71",70,0.6379,0.3408,0.0213
"72",71,0.6495,0.3262,0.0243
"73",72,0.6649,0.3094,0.0257
"74",73,0.6851,0.2905,0.0244
"75",74,0.7038,0.2706,0.0256
"76",75,0.715,0.2571,0.0279
"77",76,0.7183,0.2512,0.0305
"78",77,0.7317,0.2338,0.0345
"79",78,0.7407,0.2211,0.0382
"80",79,0.7428,0.2147,0.0425
"81",80,0.7504,0.2046,0.045
"82",81,0.7564,0.1943,0.0493
"83",82,0.7682,0.1826,0.0492
"84",83,0.7716,0.1771,0.0513
"85",84,0.7781,0.1693,0.0526
"86",85,0.7827,0.1654,0.0519
"87",86,0.7804,0.1633,0.0563
"88",87,0.7811,0.1637,0.0552
"89",88,0.7887,0.1534,0.0579
"90",89,0.795,0.148,0.057
"91",90,0.7913,0.1469,0.0618
"92",91,0.792,0.1467,0.0613
"93",92,0.7958,0.1412,0.063
"94",93,0.7985,0.1398,0.0617
"95",94,0.7999,0.1376,0.0625
"96",95,0.7979,0.136,0.0661
"97",96,0.8028,0.131,0.0662
"98",97,0.8007,0.1303,0.069
"99",98,0.7991,0.1303,0.0706
"100",99,0.799,0.1299,0.0711
"101",100,0.7978,0.1312,0.071
"102",101,0.7963,0.1281,0.0756
"103",102,0.7904,0.1325,0.0771
"104",103,0.7928,0.1302,0.077
"105",104,0.794,0.1273,0.0787
"106",105,0.7954,0.1246,0.08
"107",106,0.794,0.1224,0.0836
"108",107,0.7941,0.1238,0.0821
"109",108,0.7922,0.1241,0.0837
"110",109,0.7959,0.1209,0.0832
"111",110,0.7982,0.12,0.0818
"112",111,0.7998,0.1193,0.0809
"113",112,0.7988,0.1201,0.0811
"114",113,0.7932,0.1243,0.0825
"115",114,0.7893,0.1245,0.0862
"116",115,0.7889,0.1214,0.0897
"117",116,0.7893,0.115,0.0957
"118",117,0.7846,0.1147,0.1007
"119",118,0.7806,0.1144,0.105
"120",119,0.7805,0.1139,0.1056
"121",120,0.7772,0.1134,0.1094
"122",121,0.7722,0.115,0.1128
"123",122,0.7702,0.1173,0.1125
"124",123,0.7636,0.1213,0.1151
"125",124,0.7545,0.1231,0.1224
"126",125,0.7447,0.1256,0.1297
"127",126,0.7421,0.1285,0.1294
"128",127,0.7387,0.1305,0.1308
"129",128,0.7325,0.1345,0.133
"130",129,0.7303,0.135,0.1347
"131",130,0.7278,0.1366,0.1356
"132",131,0.7202,0.1369,0.1429
"133",132,0.7135,0.141,0.1455
"134",133,0.7077,0.1442,0.1481
"135",134,0.7027,0.146,0.1513
"136",135,0.6973,0.1442,0.1585
"137",136,0.6952,0.1433,0.1615
"138",137,0.6906,0.1431,0.1663
"139",138,0.6886,0.1465,0.1649
"140",139,0.6821,0.1493,0.1686
"141",140,0.6756,0.1496,0.1748
"142",141,0.6736,0.1502,0.1762
"143",142,0.6712,0.1475,0.1813
"144",143,0.6721,0.149,0.1789
"145",144,0.6684,0.152,0.1796
"146",145,0.662,0.1525,0.1855
"147",146,0.6553,0.1551,0.1896
"148",147,0.6469,0.1569,0.1962
"149",148,0.644,0.1601,0.1959
"150",149,0.6406,0.1638,0.1956
"151",150,0.6374,0.1651,0.1975
"152",151,0.6325,0.1643,0.2032
"153",152,0.6252,0.1656,0.2092
"154",153,0.6201,0.1681,0.2118
"155",154,0.6144,0.1682,0.2174
"156",155,0.6078,0.1694,0.2228
"157",156,0.6052,0.1718,0.223
"158",157,0.6043,0.1731,0.2226
"159",158,0.6011,0.173,0.2259
"160",159,0.5968,0.177,0.2262
"161",160,0.5954,0.1779,0.2267
"162",161,0.5842,0.1797,0.2361
"163",162,0.5832,0.1785,0.2383
"164",163,0.5795,0.1798,0.2407
"165",164,0.5763,0.1825,0.2412
"166",165,0.5696,0.1864,0.244
"167",166,0.5673,0.187,0.2457
"168",167,0.5577,0.1947,0.2476
"169",168,0.5541,0.1948,0.2511
"170",169,0.5439,0.1986,0.2575
"171",170,0.5403,0.2001,0.2596
"172",171,0.5336,0.201,0.2654
"173",172,0.5272,0.2033,0.2695
"174",173,0.5243,0.2047,0.271
"175",174,0.52,0.2089,0.2711
"176",175,0.5179,0.2126,0.2695
"177",176,0.513,0.2153,0.2717
"178",177,0.5098,0.2199,0.2703
"179",178,0.5061,0.2245,0.2694
"180",179,0.5036,0.2256,0.2708
"181",180,0.4914,0.2294,0.2792
"182",181,0.481,0.2347,0.2843
"183",182,0.4684,0.2431,0.2885
"184",183,0.4635,0.2455,0.291
"185",184,0.4622,0.247,0.2908
"186",185,0.4571,0.2475,0.2954
"187",186,0.4478,0.2518,0.3004
"188",187,0.4412,0.2586,0.3002
"189",188,0.4312,0.2686,0.3002
"190",189,0.425,0.2757,0.2993
"191",190,0.4213,0.2808,0.2979
"192",191,0.4116,0.2847,0.3037
"193",192,0.4025,0.2937,0.3038
"194",193,0.3963,0.3027,0.301
"195",194,0.3871,0.31,0.3029
"196",195,0.3796,0.3194,0.301
"197",196,0.3775,0.3248,0.2977
"198",197,0.3718,0.3305,0.2977
"199",198,0.3707,0.333,0.2963
"200",199,0.3679,0.3381,0.294
"201",200,0.3599,0.3473,0.2928
