"","Generation","O","Y","B"
"1",0,0.3339,0.3248,0.3413
"2",1,0.3183,0.3347,0.347
"3",2,0.2997,0.3448,0.3555
"4",3,0.284,0.3522,0.3638
"5",4,0.267,0.3579,0.3751
"6",5,0.2424,0.3773,0.3803
"7",6,0.2239,0.3921,0.384
"8",7,0.2093,0.4115,0.3792
"9",8,0.1931,0.426,0.3809
"10",9,0.1681,0.4542,0.3777
"11",10,0.1467,0.4852,0.3681
"12",11,0.1346,0.5119,0.3535
"13",12,0.1238,0.5321,0.3441
"14",13,0.1164,0.5554,0.3282
"15",14,0.1032,0.5773,0.3195
"16",15,0.097,0.5894,0.3136
"17",16,0.0855,0.613,0.3015
"18",17,0.0754,0.6385,0.2861
"19",18,0.0677,0.6663,0.266
"20",19,0.0658,0.6962,0.238
"21",20,0.0629,0.7215,0.2156
"22",21,0.061,0.7386,0.2004
"23",22,0.0597,0.7546,0.1857
"24",23,0.0583,0.7746,0.1671
"25",24,0.0586,0.7935,0.1479
"26",25,0.0555,0.808,0.1365
"27",26,0.0534,0.8297,0.1169
"28",27,0.0542,0.8396,0.1062
"29",28,0.0582,0.8486,0.0932
"30",29,0.0634,0.8533,0.0833
"31",30,0.0593,0.8676,0.0731
"32",31,0.057,0.8753,0.0677
"33",32,0.0585,0.8827,0.0588
"34",33,0.0593,0.8892,0.0515
"35",34,0.0641,0.8888,0.0471
"36",35,0.0684,0.889,0.0426
"37",36,0.0732,0.8881,0.0387
"38",37,0.0775,0.8871,0.0354
"39",38,0.0808,0.8906,0.0286
"40",39,0.0888,0.8853,0.0259
"41",40,0.1019,0.8764,0.0217
"42",41,0.1075,0.8704,0.0221
"43",42,0.1132,0.8678,0.019
"44",43,0.1183,0.8641,0.0176
"45",44,0.1322,0.8514,0.0164
"46",45,0.1412,0.8456,0.0132
"47",46,0.149,0.8389,0.0121
"48",47,0.1613,0.8291,0.0096
"49",48,0.1721,0.8191,0.0088
"50",49,0.1859,0.8064,0.0077
"51",50,0.1986,0.7942,0.0072
"52",51,0.2167,0.7769,0.0064
"53",52,0.2386,0.7545,0.0069
"54",53,0.2599,0.7342,0.0059
"55",54,0.2841,0.7109,0.005
"56",55,0.3086,0.686,0.0054
"57",56,0.3307,0.665,0.0043
"58",57,0.3564,0.6396,0.004
"59",58,0.3747,0.6219,0.0034
"60",59,0.3854,0.6112,0.0034
"61",60,0.4034,0.5934,0.0032
"62",61,0.4283,0.5693,0.0024
"63",62,0.4405,0.5571,0.0024
"64",63,0.4589,0.5387,0.0024
"65",64,0.4855,0.5129,0.0016
"66",65,0.501,0.4972,0.0018
"67",66,0.523,0.4747,0.0023
"68",67,0.5358,0.4621,0.0021
"69",68,0.5528,0.4454,0.0018
"70",69,0.5828,0.4154,0.0018
"71",70,0.6043,0.3934,0.0023
"72",71,0.6241,0.3738,0.0021
"73",72,0.6352,0.3631,0.0017
"74",73,0.6473,0.3513,0.0014
"75",74,0.6671,0.3317,0.0012
"76",75,0.6811,0.317,0.0019
"77",76,0.6965,0.3017,0.0018
"78",77,0.7193,0.2783,0.0024
"79",78,0.7307,0.2669,0.0024
"80",79,0.7504,0.2469,0.0027
"81",80,0.7702,0.2274,0.0024
"82",81,0.7898,0.2074,0.0028
"83",82,0.8041,0.1927,0.0032
"84",83,0.8125,0.1833,0.0042
"85",84,0.8174,0.1783,0.0043
"86",85,0.823,0.1718,0.0052
"87",86,0.8356,0.159,0.0054
"88",87,0.8448,0.1502,0.005
"89",88,0.8535,0.1424,0.0041
"90",89,0.8623,0.133,0.0047
"91",90,0.8696,0.1262,0.0042
"92",91,0.8768,0.1188,0.0044
"93",92,0.8857,0.11,0.0043
"94",93,0.8956,0.1003,0.0041
"95",94,0.9025,0.0926,0.0049
"96",95,0.9055,0.0876,0.0069
"97",96,0.9095,0.0838,0.0067
"98",97,0.9175,0.0769,0.0056
"99",98,0.9224,0.0714,0.0062
"100",99,0.9271,0.066,0.0069
"101",100,0.931,0.0613,0.0077
"102",101,0.9352,0.058,0.0068
"103",102,0.9415,0.0512,0.0073
"104",103,0.9467,0.0463,0.007
"105",104,0.9478,0.0446,0.0076
"106",105,0.95,0.0417,0.0083
"107",106,0.9488,0.0421,0.0091
"108",107,0.9511,0.0378,0.0111
"109",108,0.9505,0.0366,0.0129
"110",109,0.9481,0.0364,0.0155
"111",110,0.9499,0.0339,0.0162
"112",111,0.9507,0.0326,0.0167
"113",112,0.9537,0.0276,0.0187
"114",113,0.9534,0.0254,0.0212
"115",114,0.9523,0.024,0.0237
"116",115,0.9535,0.0208,0.0257
"117",116,0.9571,0.0167,0.0262
"118",117,0.9563,0.0163,0.0274
"119",118,0.9556,0.0148,0.0296
"120",119,0.9537,0.0145,0.0318
"121",120,0.9524,0.0136,0.034
"122",121,0.9526,0.0135,0.0339
"123",122,0.9536,0.0105,0.0359
"124",123,0.9543,0.0099,0.0358
"125",124,0.9554,0.0089,0.0357
"126",125,0.952,0.0084,0.0396
"127",126,0.9535,0.007,0.0395
"128",127,0.9523,0.0066,0.0411
"129",128,0.9523,0.0063,0.0414
"130",129,0.9505,0.0056,0.0439
"131",130,0.9507,0.0059,0.0434
"132",131,0.952,0.0046,0.0434
"133",132,0.9488,0.0043,0.0469
"134",133,0.9469,0.0036,0.0495
"135",134,0.9443,0.0038,0.0519
"136",135,0.9414,0.0041,0.0545
"137",136,0.937,0.0043,0.0587
"138",137,0.9347,0.0055,0.0598
"139",138,0.9308,0.006,0.0632
"140",139,0.9278,0.006,0.0662
"141",140,0.9279,0.0069,0.0652
"142",141,0.9286,0.007,0.0644
"143",142,0.9262,0.0076,0.0662
"144",143,0.9252,0.0069,0.0679
"145",144,0.9201,0.0076,0.0723
"146",145,0.9199,0.0076,0.0725
"147",146,0.9171,0.0082,0.0747
"148",147,0.9105,0.0087,0.0808
"149",148,0.9065,0.0082,0.0853
"150",149,0.8984,0.0086,0.093
"151",150,0.8928,0.0088,0.0984
"152",151,0.8885,0.0083,0.1032
"153",152,0.884,0.0106,0.1054
"154",153,0.8824,0.0118,0.1058
"155",154,0.8781,0.0135,0.1084
"156",155,0.8727,0.0143,0.113
"157",156,0.8664,0.0144,0.1192
"158",157,0.8612,0.0151,0.1237
"159",158,0.8547,0.0155,0.1298
"160",159,0.8506,0.0177,0.1317
"161",160,0.8459,0.0185,0.1356
"162",161,0.8427,0.0198,0.1375
"163",162,0.8396,0.0197,0.1407
"164",163,0.8358,0.0194,0.1448
"165",164,0.8274,0.0217,0.1509
"166",165,0.8216,0.0234,0.155
"167",166,0.8125,0.0262,0.1613
"168",167,0.8088,0.0281,0.1631
"169",168,0.7998,0.0321,0.1681
"170",169,0.7916,0.034,0.1744
"171",170,0.7794,0.0384,0.1822
"172",171,0.7724,0.0418,0.1858
"173",172,0.7676,0.0423,0.1901
"174",173,0.7587,0.0448,0.1965
"175",174,0.7533,0.0454,0.2013
"176",175,0.7455,0.049,0.2055
"177",176,0.7398,0.0523,0.2079
"178",177,0.7329,0.0557,0.2114
"179",178,0.7257,0.0593,0.215
"180",179,0.718,0.0605,0.2215
"181",180,0.7111,0.0625,0.2264
"182",181,0.703,0.0658,0.2312
"183",182,0.698,0.0677,0.2343
"184",183,0.6936,0.0671,0.2393
"185",184,0.6892,0.0691,0.2417
"186",185,0.6827,0.0747,0.2426
"187",186,0.674,0.0806,0.2454
"188",187,0.664,0.0854,0.2506
"189",188,0.6621,0.0867,0.2512
"190",189,0.6552,0.0912,0.2536
"191",190,0.6474,0.099,0.2536
"192",191,0.6448,0.1015,0.2537
"193",192,0.6355,0.1053,0.2592
"194",193,0.6331,0.1114,0.2555
"195",194,0.6277,0.1125,0.2598
"196",195,0.6199,0.1157,0.2644
"197",196,0.6141,0.1187,0.2672
"198",197,0.6051,0.124,0.2709
"199",198,0.6032,0.1316,0.2652
"200",199,0.5972,0.1338,0.269
"201",200,0.5938,0.1395,0.2667
