"geracao","O","B","Y"
0,0.2405,0.5085,0.251
1,0.6457,0.281,0.0733
2,0.7802,0.0628,0.157
3,0.6642,0.0318,0.304
4,0.4885,0.0565,0.455
5,0.3284,0.1036,0.568
6,0.2033,0.1646,0.6321
7,0.1225,0.2355,0.642
8,0.0859,0.3082,0.6059
9,0.0914,0.3717,0.5369
10,0.1165,0.4281,0.4554
11,0.1473,0.4669,0.3858
12,0.1803,0.4919,0.3278
13,0.2098,0.501,0.2892
14,0.238,0.496,0.266
15,0.2674,0.4807,0.2519
16,0.296,0.4596,0.2444
17,0.3216,0.4328,0.2456
18,0.3432,0.4051,0.2517
19,0.3629,0.3758,0.2613
20,0.3747,0.3514,0.2739
21,0.3837,0.331,0.2853
22,0.3881,0.3181,0.2938
23,0.3934,0.3095,0.2971
24,0.3948,0.3033,0.3019
25,0.3938,0.3013,0.3049
26,0.3874,0.3031,0.3095
27,0.3808,0.3068,0.3124
28,0.3746,0.3092,0.3162
29,0.3647,0.3136,0.3217
30,0.3517,0.3215,0.3268
31,0.3435,0.3308,0.3257
32,0.3383,0.3384,0.3233
33,0.3327,0.3567,0.3106
34,0.3288,0.3718,0.2994
35,0.3294,0.3763,0.2943
36,0.3285,0.3815,0.29
37,0.3216,0.3915,0.2869
38,0.3124,0.4003,0.2873
39,0.3048,0.412,0.2832
40,0.2993,0.4229,0.2778
41,0.3043,0.434,0.2617
42,0.3141,0.4294,0.2565
43,0.3218,0.4149,0.2633
44,0.3224,0.4032,0.2744
45,0.3207,0.3921,0.2872
46,0.316,0.3868,0.2972
47,0.3064,0.3875,0.3061
48,0.3008,0.3902,0.309
49,0.3054,0.3863,0.3083
50,0.3144,0.3765,0.3091
51,0.3237,0.3648,0.3115
52,0.334,0.3473,0.3187
53,0.3392,0.3321,0.3287
54,0.3399,0.3233,0.3368
55,0.3328,0.3195,0.3477
56,0.3262,0.3193,0.3545
57,0.3207,0.3251,0.3542
58,0.3188,0.3352,0.346
59,0.3206,0.3373,0.3421
60,0.327,0.3349,0.3381
61,0.3337,0.3313,0.335
62,0.335,0.3289,0.3361
63,0.3338,0.3247,0.3415
64,0.3335,0.322,0.3445
65,0.3323,0.3195,0.3482
66,0.3292,0.3243,0.3465
67,0.3276,0.3278,0.3446
68,0.3245,0.3293,0.3462
69,0.3289,0.3303,0.3408
70,0.3326,0.335,0.3324
71,0.3332,0.3398,0.327
72,0.3364,0.3384,0.3252
73,0.341,0.3375,0.3215
74,0.3456,0.3353,0.3191
75,0.3459,0.3337,0.3204
76,0.3438,0.3309,0.3253
77,0.3416,0.3294,0.329
78,0.345,0.3286,0.3264
79,0.3455,0.3326,0.3219
80,0.3468,0.333,0.3202
81,0.3488,0.3296,0.3216
82,0.3505,0.3238,0.3257
83,0.3485,0.3237,0.3278
84,0.3432,0.3253,0.3315
85,0.3355,0.3281,0.3364
86,0.3326,0.3341,0.3333
87,0.3318,0.341,0.3272
88,0.3354,0.3417,0.3229
89,0.3376,0.3388,0.3236
90,0.3418,0.3344,0.3238
91,0.3421,0.3286,0.3293
92,0.3383,0.3304,0.3313
93,0.336,0.3348,0.3292
94,0.3329,0.3399,0.3272
95,0.3353,0.3418,0.3229
96,0.3388,0.3413,0.3199
97,0.3464,0.3411,0.3125
98,0.3455,0.3407,0.3138
99,0.3429,0.3375,0.3196
100,0.3433,0.3345,0.3222
