"geracao","O","B","Y"
0,0.2466,0.5054,0.248
1,0.6727,0.2613,0.066
2,0.7813,0.06,0.1587
3,0.6563,0.0274,0.3163
4,0.4744,0.0388,0.4868
5,0.3172,0.066,0.6168
6,0.2071,0.1039,0.689
7,0.1388,0.1512,0.71
8,0.1069,0.2048,0.6883
9,0.1072,0.2611,0.6317
10,0.123,0.3109,0.5661
11,0.1517,0.348,0.5003
12,0.1859,0.3717,0.4424
13,0.2163,0.3934,0.3903
14,0.2422,0.4119,0.3459
15,0.2589,0.4252,0.3159
16,0.2741,0.4377,0.2882
17,0.291,0.443,0.266
18,0.3035,0.445,0.2515
19,0.3149,0.4382,0.2469
20,0.3236,0.4209,0.2555
21,0.3335,0.3983,0.2682
22,0.3372,0.3774,0.2854
23,0.3375,0.3607,0.3018
24,0.3329,0.3531,0.314
25,0.3244,0.3551,0.3205
26,0.3166,0.3605,0.3229
27,0.3085,0.372,0.3195
28,0.3028,0.3805,0.3167
29,0.2951,0.3815,0.3234
30,0.2897,0.3851,0.3252
31,0.2845,0.3916,0.3239
32,0.2787,0.4028,0.3185
33,0.272,0.4091,0.3189
34,0.2723,0.4129,0.3148
35,0.2761,0.4162,0.3077
36,0.2805,0.4196,0.2999
37,0.2847,0.4164,0.2989
38,0.2921,0.4015,0.3064
39,0.3047,0.3836,0.3117
40,0.3128,0.3705,0.3167
41,0.3173,0.3589,0.3238
42,0.3164,0.3461,0.3375
43,0.3197,0.3357,0.3446
44,0.3251,0.3276,0.3473
45,0.3265,0.3265,0.347
46,0.3266,0.3159,0.3575
47,0.3258,0.3011,0.3731
48,0.3337,0.2827,0.3836
49,0.3297,0.2761,0.3942
50,0.319,0.2763,0.4047
51,0.3083,0.2695,0.4222
52,0.3027,0.2616,0.4357
53,0.3003,0.2537,0.446
54,0.2929,0.2539,0.4532
55,0.2838,0.2538,0.4624
56,0.2754,0.2508,0.4738
57,0.275,0.2454,0.4796
58,0.2747,0.2418,0.4835
59,0.2707,0.2431,0.4862
60,0.2656,0.2427,0.4917
61,0.2632,0.2398,0.497
62,0.2662,0.2365,0.4973
63,0.2656,0.2401,0.4943
64,0.262,0.2479,0.4901
65,0.2593,0.2567,0.484
66,0.2637,0.2662,0.4701
67,0.2723,0.2757,0.452
68,0.2806,0.2871,0.4323
69,0.2904,0.2913,0.4183
70,0.3012,0.2907,0.4081
71,0.3128,0.2897,0.3975
72,0.3167,0.2947,0.3886
73,0.3161,0.3035,0.3804
74,0.3158,0.3118,0.3724
75,0.3217,0.3224,0.3559
76,0.3309,0.3343,0.3348
77,0.3393,0.3377,0.323
78,0.3508,0.3307,0.3185
79,0.3635,0.3188,0.3177
80,0.3679,0.3101,0.322
81,0.3624,0.3065,0.3311
82,0.3506,0.307,0.3424
83,0.3425,0.3145,0.343
84,0.3389,0.3243,0.3368
85,0.3376,0.3356,0.3268
86,0.3414,0.3362,0.3224
87,0.3448,0.3315,0.3237
88,0.3499,0.3215,0.3286
89,0.348,0.316,0.336
90,0.3408,0.3159,0.3433
91,0.3293,0.3201,0.3506
92,0.3227,0.3283,0.349
93,0.3249,0.3362,0.3389
94,0.3319,0.3437,0.3244
95,0.3416,0.3418,0.3166
96,0.3501,0.3313,0.3186
97,0.3604,0.3157,0.3239
98,0.3583,0.307,0.3347
99,0.3443,0.3094,0.3463
100,0.3255,0.3129,0.3616
