"geracao","O","B","Y"
0,0.2559,0.4943,0.2498
1,0.6698,0.2548,0.0754
2,0.7616,0.0575,0.1809
3,0.6108,0.0345,0.3547
4,0.4146,0.0596,0.5258
5,0.2528,0.1071,0.6401
6,0.164,0.1717,0.6643
7,0.1238,0.2428,0.6334
8,0.1176,0.3102,0.5722
9,0.1293,0.3733,0.4974
10,0.1508,0.4226,0.4266
11,0.1736,0.4605,0.3659
12,0.1962,0.482,0.3218
13,0.2163,0.499,0.2847
14,0.2317,0.5042,0.2641
15,0.2434,0.4984,0.2582
16,0.2508,0.4913,0.2579
17,0.2556,0.4834,0.261
18,0.2592,0.476,0.2648
19,0.2619,0.466,0.2721
20,0.2622,0.4577,0.2801
21,0.2525,0.4579,0.2896
22,0.2422,0.4624,0.2954
23,0.2322,0.461,0.3068
24,0.2278,0.4659,0.3063
25,0.233,0.4703,0.2967
26,0.2416,0.4672,0.2912
27,0.256,0.4545,0.2895
28,0.2675,0.4417,0.2908
29,0.2776,0.4281,0.2943
30,0.2781,0.4162,0.3057
31,0.2754,0.408,0.3166
32,0.2673,0.4089,0.3238
33,0.2632,0.409,0.3278
34,0.2626,0.4117,0.3257
35,0.2725,0.4112,0.3163
36,0.2831,0.405,0.3119
37,0.2977,0.3925,0.3098
38,0.3098,0.3754,0.3148
39,0.3188,0.3648,0.3164
40,0.3181,0.3631,0.3188
41,0.3195,0.3604,0.3201
42,0.336,0.3519,0.3121
43,0.36,0.3411,0.2989
44,0.3671,0.3427,0.2902
45,0.3729,0.3337,0.2934
46,0.386,0.3175,0.2965
47,0.4006,0.3072,0.2922
48,0.4016,0.3093,0.2891
49,0.4009,0.3066,0.2925
50,0.4029,0.3002,0.2969
51,0.4112,0.2984,0.2904
52,0.4128,0.3065,0.2807
53,0.4147,0.3088,0.2765
54,0.4168,0.3035,0.2797
55,0.4316,0.2977,0.2707
56,0.4368,0.2962,0.267
57,0.4373,0.2877,0.275
58,0.438,0.2789,0.2831
59,0.4385,0.2744,0.2871
60,0.4305,0.2818,0.2877
61,0.4241,0.2871,0.2888
62,0.4201,0.287,0.2929
63,0.4143,0.2855,0.3002
64,0.4038,0.2886,0.3076
65,0.3902,0.2938,0.316
66,0.3769,0.2991,0.324
67,0.3641,0.3068,0.3291
68,0.3563,0.3163,0.3274
69,0.3534,0.3256,0.321
70,0.3538,0.3253,0.3209
71,0.3544,0.3213,0.3243
72,0.3519,0.3216,0.3265
73,0.3407,0.3272,0.3321
74,0.3334,0.3307,0.3359
75,0.3325,0.3323,0.3352
76,0.3403,0.3337,0.326
77,0.3426,0.3373,0.3201
78,0.3458,0.3303,0.3239
79,0.3465,0.3241,0.3294
80,0.3461,0.3245,0.3294
81,0.3348,0.3337,0.3315
82,0.3335,0.3372,0.3293
83,0.3425,0.3356,0.3219
84,0.352,0.3371,0.3109
85,0.3547,0.3328,0.3125
86,0.3498,0.3289,0.3213
87,0.3453,0.3232,0.3315
88,0.3398,0.3283,0.3319
89,0.3393,0.3356,0.3251
90,0.3404,0.3435,0.3161
91,0.3491,0.3406,0.3103
92,0.3562,0.33,0.3138
93,0.3642,0.315,0.3208
94,0.361,0.3087,0.3303
95,0.3481,0.3129,0.339
96,0.3356,0.3195,0.3449
97,0.3331,0.3285,0.3384
98,0.3393,0.339,0.3217
99,0.347,0.3406,0.3124
100,0.3537,0.3263,0.32
