"geracao","O","B","Y"
0,0.2493,0.5047,0.246
1,0.6611,0.2753,0.0636
2,0.7847,0.0526,0.1627
3,0.6646,0.0213,0.3141
4,0.4954,0.03,0.4746
5,0.3376,0.0495,0.6129
6,0.214,0.0769,0.7091
7,0.1254,0.1109,0.7637
8,0.0825,0.1459,0.7716
9,0.0705,0.1823,0.7472
10,0.0769,0.2201,0.703
11,0.0923,0.2522,0.6555
12,0.1129,0.2792,0.6079
13,0.1334,0.3066,0.56
14,0.1558,0.3347,0.5095
15,0.1774,0.3648,0.4578
16,0.2034,0.3844,0.4122
17,0.229,0.3994,0.3716
18,0.2563,0.4085,0.3352
19,0.2808,0.4146,0.3046
20,0.3041,0.4125,0.2834
21,0.325,0.4091,0.2659
22,0.3438,0.4,0.2562
23,0.3615,0.387,0.2515
24,0.3793,0.3739,0.2468
25,0.3934,0.3601,0.2465
26,0.4005,0.3476,0.2519
27,0.4019,0.341,0.2571
28,0.4004,0.3349,0.2647
29,0.3874,0.3366,0.276
30,0.3807,0.3375,0.2818
31,0.3782,0.3376,0.2842
32,0.3866,0.3366,0.2768
33,0.389,0.3313,0.2797
34,0.3882,0.3256,0.2862
35,0.3852,0.3157,0.2991
36,0.3688,0.323,0.3082
37,0.3522,0.3309,0.3169
38,0.337,0.3446,0.3184
39,0.3325,0.3561,0.3114
40,0.3331,0.3651,0.3018
41,0.3387,0.3641,0.2972
42,0.3446,0.3571,0.2983
43,0.347,0.35,0.303
44,0.3446,0.3449,0.3105
45,0.3394,0.3414,0.3192
46,0.333,0.345,0.322
47,0.3315,0.3483,0.3202
48,0.3343,0.3498,0.3159
49,0.3421,0.3483,0.3096
50,0.3432,0.3484,0.3084
51,0.34,0.3471,0.3129
52,0.3316,0.3475,0.3209
53,0.3238,0.3525,0.3237
54,0.3151,0.3632,0.3217
55,0.3065,0.3783,0.3152
56,0.3011,0.3897,0.3092
57,0.3004,0.3983,0.3013
58,0.3046,0.4023,0.2931
59,0.3015,0.4088,0.2897
60,0.2942,0.4162,0.2896
61,0.2832,0.4238,0.293
62,0.2766,0.4341,0.2893
63,0.2687,0.4481,0.2832
64,0.262,0.4643,0.2737
65,0.2583,0.4721,0.2696
66,0.2573,0.4778,0.2649
67,0.2598,0.4808,0.2594
68,0.2554,0.4881,0.2565
69,0.2506,0.4914,0.258
70,0.2475,0.4919,0.2606
71,0.2506,0.4932,0.2562
72,0.2503,0.4954,0.2543
73,0.2496,0.4971,0.2533
74,0.2517,0.4917,0.2566
75,0.2577,0.4854,0.2569
76,0.2671,0.4761,0.2568
77,0.2693,0.4722,0.2585
78,0.2723,0.4634,0.2643
79,0.2751,0.4506,0.2743
80,0.2823,0.4409,0.2768
81,0.2869,0.4328,0.2803
82,0.2897,0.4262,0.2841
83,0.2966,0.4119,0.2915
84,0.3071,0.3968,0.2961
85,0.3195,0.3812,0.2993
86,0.3249,0.3684,0.3067
87,0.3305,0.3526,0.3169
88,0.3369,0.3336,0.3295
89,0.3343,0.3302,0.3355
90,0.3251,0.334,0.3409
91,0.3275,0.3411,0.3314
92,0.3333,0.3438,0.3229
93,0.3397,0.348,0.3123
94,0.3479,0.3382,0.3139
95,0.3506,0.3297,0.3197
96,0.3548,0.3195,0.3257
97,0.3446,0.3216,0.3338
98,0.3363,0.3271,0.3366
99,0.3253,0.3333,0.3414
100,0.327,0.3424,0.3306
