"geracao","O","B","Y"
0,0.2485,0.5102,0.2413
1,0.6893,0.2463,0.0644
2,0.7911,0.0499,0.159
3,0.6491,0.0227,0.3282
4,0.457,0.0385,0.5045
5,0.2887,0.0698,0.6415
6,0.1669,0.1119,0.7212
7,0.1091,0.1618,0.7291
8,0.0847,0.2187,0.6966
9,0.0826,0.274,0.6434
10,0.1026,0.3233,0.5741
11,0.1368,0.3638,0.4994
12,0.1697,0.4014,0.4289
13,0.202,0.4235,0.3745
14,0.2322,0.4307,0.3371
15,0.2656,0.4228,0.3116
16,0.2981,0.4081,0.2938
17,0.3256,0.3869,0.2875
18,0.3462,0.3607,0.2931
19,0.3706,0.3284,0.301
20,0.3905,0.2958,0.3137
21,0.4042,0.2692,0.3266
22,0.4009,0.2522,0.3469
23,0.386,0.2447,0.3693
24,0.3698,0.2451,0.3851
25,0.3623,0.2513,0.3864
26,0.355,0.2575,0.3875
27,0.3494,0.2639,0.3867
28,0.3508,0.26,0.3892
29,0.3562,0.2539,0.3899
30,0.3594,0.2499,0.3907
31,0.3483,0.2578,0.3939
32,0.3322,0.2689,0.3989
33,0.3172,0.2845,0.3983
34,0.3142,0.3032,0.3826
35,0.3122,0.325,0.3628
36,0.3153,0.3382,0.3465
37,0.3234,0.3356,0.341
38,0.3357,0.3271,0.3372
39,0.341,0.3212,0.3378
40,0.3321,0.3266,0.3413
41,0.3259,0.3329,0.3412
42,0.3234,0.3415,0.3351
43,0.331,0.35,0.319
44,0.3379,0.3524,0.3097
45,0.3453,0.3427,0.312
46,0.354,0.3262,0.3198
47,0.3564,0.3165,0.3271
48,0.3467,0.3181,0.3352
49,0.3304,0.3248,0.3448
50,0.3191,0.3323,0.3486
51,0.3197,0.3408,0.3395
52,0.3266,0.3498,0.3236
53,0.3341,0.3488,0.3171
54,0.3426,0.3385,0.3189
55,0.3516,0.3218,0.3266
56,0.3506,0.3143,0.3351
57,0.3403,0.3151,0.3446
58,0.3236,0.322,0.3544
59,0.3158,0.33,0.3542
60,0.3159,0.3396,0.3445
61,0.3234,0.35,0.3266
62,0.3324,0.3502,0.3174
63,0.342,0.3409,0.3171
64,0.3482,0.3276,0.3242
65,0.3476,0.3196,0.3328
66,0.3379,0.3201,0.342
67,0.324,0.3282,0.3478
68,0.3154,0.3378,0.3468
69,0.3155,0.3478,0.3367
70,0.3235,0.3544,0.3221
71,0.3332,0.3544,0.3124
72,0.3438,0.3435,0.3127
73,0.3504,0.3281,0.3215
74,0.3508,0.3178,0.3314
75,0.3441,0.3177,0.3382
76,0.3299,0.3261,0.344
77,0.3204,0.3356,0.344
78,0.3213,0.342,0.3367
79,0.3307,0.3474,0.3219
80,0.341,0.347,0.312
81,0.3482,0.339,0.3128
82,0.3546,0.3231,0.3223
83,0.3534,0.3134,0.3332
84,0.3446,0.315,0.3404
85,0.3285,0.3247,0.3468
86,0.3184,0.3322,0.3494
87,0.3196,0.3386,0.3418
88,0.3289,0.3425,0.3286
89,0.336,0.3424,0.3216
90,0.342,0.3342,0.3238
91,0.3455,0.3206,0.3339
92,0.3447,0.3135,0.3418
93,0.3354,0.3158,0.3488
94,0.322,0.3265,0.3515
95,0.3157,0.3344,0.3499
96,0.3182,0.3414,0.3404
97,0.3259,0.3471,0.327
98,0.333,0.3467,0.3203
99,0.3375,0.3401,0.3224
100,0.3405,0.3298,0.3297
