"geracao","O","B","Y"
0,0.2494,0.5076,0.243
1,0.6889,0.2525,0.0586
2,0.8149,0.043,0.1421
3,0.6992,0.0145,0.2863
4,0.5264,0.0238,0.4498
5,0.3593,0.0423,0.5984
6,0.2259,0.0731,0.701
7,0.1446,0.1111,0.7443
8,0.102,0.153,0.745
9,0.0859,0.1926,0.7215
10,0.0891,0.2302,0.6807
11,0.1085,0.2633,0.6282
12,0.1344,0.2936,0.572
13,0.1632,0.3208,0.516
14,0.1911,0.3485,0.4604
15,0.2256,0.3665,0.4079
16,0.2589,0.3816,0.3595
17,0.2959,0.3876,0.3165
18,0.3313,0.3811,0.2876
19,0.3668,0.3702,0.263
20,0.4,0.3582,0.2418
21,0.4311,0.3462,0.2227
22,0.4594,0.3316,0.209
23,0.4853,0.3152,0.1995
24,0.5086,0.3011,0.1903
25,0.5246,0.2898,0.1856
26,0.5339,0.2819,0.1842
27,0.5423,0.2713,0.1864
28,0.5451,0.2606,0.1943
29,0.5469,0.2497,0.2034
30,0.5432,0.2413,0.2155
31,0.5374,0.2343,0.2283
32,0.5246,0.2317,0.2437
33,0.5098,0.2329,0.2573
34,0.4931,0.2388,0.2681
35,0.4761,0.2469,0.277
36,0.4575,0.2563,0.2862
37,0.4398,0.2641,0.2961
38,0.4215,0.2696,0.3089
39,0.4002,0.278,0.3218
40,0.3815,0.289,0.3295
41,0.3644,0.2992,0.3364
42,0.3538,0.3114,0.3348
43,0.3458,0.3204,0.3338
44,0.3405,0.3241,0.3354
45,0.3383,0.3219,0.3398
46,0.3313,0.3245,0.3442
47,0.3264,0.3249,0.3487
48,0.3158,0.3307,0.3535
49,0.3102,0.3375,0.3523
50,0.3036,0.346,0.3504
51,0.3034,0.353,0.3436
52,0.3063,0.3534,0.3403
53,0.3119,0.3518,0.3363
54,0.321,0.3422,0.3368
55,0.3197,0.3406,0.3397
56,0.3134,0.3417,0.3449
57,0.311,0.3451,0.3439
58,0.3082,0.3502,0.3416
59,0.3075,0.3576,0.3349
60,0.3089,0.3596,0.3315
61,0.3128,0.358,0.3292
62,0.3192,0.3524,0.3284
63,0.32,0.3507,0.3293
64,0.3166,0.3505,0.3329
65,0.309,0.3515,0.3395
66,0.3082,0.3528,0.339
67,0.3127,0.3562,0.3311
68,0.3153,0.3568,0.3279
69,0.3182,0.3551,0.3267
70,0.3232,0.3469,0.3299
71,0.322,0.3473,0.3307
72,0.3209,0.3455,0.3336
73,0.3131,0.3481,0.3388
74,0.315,0.3482,0.3368
75,0.3141,0.3508,0.3351
76,0.3185,0.3564,0.3251
77,0.3202,0.3557,0.3241
78,0.324,0.3501,0.3259
79,0.3268,0.3451,0.3281
80,0.3265,0.3437,0.3298
81,0.3225,0.3417,0.3358
82,0.3207,0.3433,0.336
83,0.3221,0.3444,0.3335
84,0.3211,0.35,0.3289
85,0.3236,0.3516,0.3248
86,0.3258,0.3481,0.3261
87,0.3332,0.3415,0.3253
88,0.3359,0.3355,0.3286
89,0.3339,0.3349,0.3312
90,0.3347,0.3321,0.3332
91,0.3293,0.3352,0.3355
92,0.3283,0.3376,0.3341
93,0.3285,0.337,0.3345
94,0.3322,0.3393,0.3285
95,0.3354,0.3357,0.3289
96,0.3376,0.3346,0.3278
97,0.3383,0.3305,0.3312
98,0.3321,0.3333,0.3346
99,0.3309,0.3328,0.3363
100,0.3299,0.3366,0.3335
