"geracao","O","B","Y"
0,0.2527,0.5,0.2473
1,0.6581,0.2677,0.0742
2,0.7537,0.0645,0.1818
3,0.618,0.0301,0.3519
4,0.4402,0.0444,0.5154
5,0.2853,0.0825,0.6322
6,0.1786,0.1343,0.6871
7,0.1192,0.2,0.6808
8,0.0985,0.264,0.6375
9,0.1052,0.3213,0.5735
10,0.1299,0.3678,0.5023
11,0.1633,0.4007,0.436
12,0.1965,0.4237,0.3798
13,0.221,0.4408,0.3382
14,0.2433,0.4561,0.3006
15,0.2613,0.4648,0.2739
16,0.2791,0.4585,0.2624
17,0.3004,0.4418,0.2578
18,0.3262,0.4194,0.2544
19,0.3401,0.3998,0.2601
20,0.346,0.3839,0.2701
21,0.3452,0.3685,0.2863
22,0.3431,0.3518,0.3051
23,0.3315,0.3439,0.3246
24,0.3205,0.3402,0.3393
25,0.314,0.3407,0.3453
26,0.3097,0.3434,0.3469
27,0.3061,0.3505,0.3434
28,0.3015,0.358,0.3405
29,0.2943,0.3619,0.3438
30,0.2975,0.3589,0.3436
31,0.3066,0.3571,0.3363
32,0.3142,0.3556,0.3302
33,0.3217,0.3507,0.3276
34,0.3285,0.3425,0.329
35,0.3397,0.3325,0.3278
36,0.3481,0.3254,0.3265
37,0.344,0.3291,0.3269
38,0.3342,0.3298,0.336
39,0.3313,0.327,0.3417
40,0.3369,0.323,0.3401
41,0.3378,0.3217,0.3405
42,0.336,0.3177,0.3463
43,0.3328,0.3069,0.3603
44,0.3269,0.3033,0.3698
45,0.3222,0.3002,0.3776
46,0.3184,0.3022,0.3794
47,0.3166,0.2996,0.3838
48,0.3184,0.2947,0.3869
49,0.3218,0.2826,0.3956
50,0.3119,0.2836,0.4045
51,0.3004,0.283,0.4166
52,0.2874,0.2843,0.4283
53,0.2856,0.2856,0.4288
54,0.284,0.2893,0.4267
55,0.2864,0.2944,0.4192
56,0.2872,0.3036,0.4092
57,0.2912,0.3117,0.3971
58,0.2987,0.3145,0.3868
59,0.3042,0.3198,0.376
60,0.3078,0.3291,0.3631
61,0.3126,0.3329,0.3545
62,0.319,0.3362,0.3448
63,0.3248,0.3333,0.3419
64,0.3276,0.3332,0.3392
65,0.3316,0.3333,0.3351
66,0.3343,0.3353,0.3304
67,0.3338,0.3339,0.3323
68,0.3303,0.3355,0.3342
69,0.3346,0.3328,0.3326
70,0.3351,0.3346,0.3303
71,0.3415,0.3362,0.3223
72,0.3443,0.3288,0.3269
73,0.3439,0.3248,0.3313
74,0.3451,0.3205,0.3344
75,0.3393,0.3247,0.336
76,0.3296,0.3294,0.341
77,0.322,0.3327,0.3453
78,0.3246,0.3349,0.3405
79,0.3299,0.3392,0.3309
80,0.3328,0.3366,0.3306
81,0.3386,0.3243,0.3371
82,0.3429,0.3148,0.3423
83,0.3333,0.3215,0.3452
84,0.323,0.3284,0.3486
85,0.32,0.3347,0.3453
86,0.3239,0.3415,0.3346
87,0.3303,0.3459,0.3238
88,0.3345,0.3441,0.3214
89,0.3356,0.3389,0.3255
90,0.3346,0.3349,0.3305
91,0.3323,0.3315,0.3362
92,0.3286,0.3341,0.3373
93,0.3248,0.3378,0.3374
94,0.3262,0.3429,0.3309
95,0.3273,0.3468,0.3259
96,0.3345,0.346,0.3195
97,0.3409,0.3389,0.3202
98,0.3489,0.3334,0.3177
99,0.3511,0.3255,0.3234
100,0.3449,0.3247,0.3304
