"geracao","O","B","Y"
0,0.2566,0.4939,0.2495
1,0.6467,0.2651,0.0882
2,0.7343,0.0688,0.1969
3,0.5958,0.0409,0.3633
4,0.4061,0.0661,0.5278
5,0.2465,0.1133,0.6402
6,0.1386,0.1764,0.685
7,0.0892,0.2511,0.6597
8,0.0815,0.3286,0.5899
9,0.1016,0.4002,0.4982
10,0.137,0.458,0.405
11,0.1775,0.491,0.3315
12,0.2165,0.5008,0.2827
13,0.2428,0.4893,0.2679
14,0.2631,0.4682,0.2687
15,0.2801,0.4354,0.2845
16,0.2904,0.4121,0.2975
17,0.2889,0.3988,0.3123
18,0.2861,0.3893,0.3246
19,0.279,0.3854,0.3356
20,0.2758,0.3805,0.3437
21,0.2767,0.3778,0.3455
22,0.2724,0.3783,0.3493
23,0.2721,0.38,0.3479
24,0.2719,0.3883,0.3398
25,0.2747,0.3946,0.3307
26,0.2818,0.3962,0.322
27,0.2979,0.3918,0.3103
28,0.3139,0.3789,0.3072
29,0.3248,0.3648,0.3104
30,0.3269,0.3547,0.3184
31,0.3248,0.3489,0.3263
32,0.3174,0.3489,0.3337
33,0.3081,0.3588,0.3331
34,0.3048,0.3633,0.3319
35,0.3072,0.3697,0.3231
36,0.308,0.3761,0.3159
37,0.3025,0.3829,0.3146
38,0.298,0.3786,0.3234
39,0.3042,0.3764,0.3194
40,0.3067,0.3774,0.3159
41,0.3034,0.382,0.3146
42,0.304,0.3687,0.3273
43,0.307,0.3574,0.3356
44,0.3125,0.348,0.3395
45,0.3033,0.3538,0.3429
46,0.2989,0.3533,0.3478
47,0.2932,0.3518,0.355
48,0.3006,0.3509,0.3485
49,0.301,0.3521,0.3469
50,0.3013,0.348,0.3507
51,0.2996,0.3416,0.3588
52,0.3004,0.3397,0.3599
53,0.2952,0.343,0.3618
54,0.2886,0.348,0.3634
55,0.2952,0.3514,0.3534
56,0.3073,0.3509,0.3418
57,0.3169,0.3461,0.337
58,0.3254,0.3297,0.3449
59,0.3283,0.3212,0.3505
60,0.3261,0.3232,0.3507
61,0.3128,0.3303,0.3569
62,0.3056,0.3403,0.3541
63,0.3076,0.3524,0.34
64,0.3203,0.3605,0.3192
65,0.3314,0.3572,0.3114
66,0.3443,0.3415,0.3142
67,0.3505,0.3257,0.3238
68,0.3411,0.3246,0.3343
69,0.3276,0.3313,0.3411
70,0.3168,0.3421,0.3411
71,0.3162,0.3541,0.3297
72,0.3226,0.3623,0.3151
73,0.3359,0.3579,0.3062
74,0.3459,0.3467,0.3074
75,0.3492,0.3362,0.3146
76,0.3407,0.3304,0.3289
77,0.3348,0.3322,0.333
78,0.3279,0.3404,0.3317
79,0.3239,0.3505,0.3256
80,0.3268,0.3501,0.3231
81,0.3316,0.35,0.3184
82,0.3365,0.3471,0.3164
83,0.335,0.3418,0.3232
84,0.3362,0.3354,0.3284
85,0.3334,0.3302,0.3364
86,0.3301,0.3335,0.3364
87,0.3266,0.3328,0.3406
88,0.3227,0.3334,0.3439
89,0.3292,0.3251,0.3457
90,0.3327,0.32,0.3473
91,0.3319,0.3214,0.3467
92,0.3238,0.3251,0.3511
93,0.323,0.3283,0.3487
94,0.3216,0.3299,0.3485
95,0.3195,0.3403,0.3402
96,0.3143,0.3522,0.3335
97,0.305,0.3707,0.3243
98,0.3026,0.3751,0.3223
99,0.3031,0.3789,0.318
100,0.3041,0.3818,0.3141
