"geracao","O","B","Y"
0,0.2547,0.4997,0.2456
1,0.6676,0.2736,0.0588
2,0.7889,0.061,0.1501
3,0.6639,0.0206,0.3155
4,0.4733,0.0291,0.4976
5,0.2939,0.0562,0.6499
6,0.1686,0.0932,0.7382
7,0.0933,0.1396,0.7671
8,0.06,0.1903,0.7497
9,0.064,0.2442,0.6918
10,0.08,0.2993,0.6207
11,0.0999,0.3543,0.5458
12,0.1221,0.4057,0.4722
13,0.1424,0.4482,0.4094
14,0.1624,0.4841,0.3535
15,0.1857,0.5134,0.3009
16,0.2092,0.5289,0.2619
17,0.2334,0.5334,0.2332
18,0.2596,0.5268,0.2136
19,0.288,0.5096,0.2024
20,0.3172,0.4871,0.1957
21,0.3457,0.4616,0.1927
22,0.3728,0.4303,0.1969
23,0.3983,0.3984,0.2033
24,0.4252,0.3628,0.212
25,0.4497,0.3276,0.2227
26,0.4631,0.3033,0.2336
27,0.4712,0.2825,0.2463
28,0.4742,0.266,0.2598
29,0.461,0.2657,0.2733
30,0.442,0.2747,0.2833
31,0.4143,0.2926,0.2931
32,0.401,0.3095,0.2895
33,0.399,0.3214,0.2796
34,0.4043,0.328,0.2677
35,0.4108,0.3171,0.2721
36,0.4143,0.3009,0.2848
37,0.4083,0.2909,0.3008
38,0.3857,0.2982,0.3161
39,0.3632,0.3103,0.3265
40,0.3437,0.3215,0.3348
41,0.3418,0.3321,0.3261
42,0.3428,0.3453,0.3119
43,0.3463,0.3553,0.2984
44,0.3501,0.3474,0.3025
45,0.3508,0.3373,0.3119
46,0.3479,0.3304,0.3217
47,0.3305,0.3409,0.3286
48,0.3169,0.3539,0.3292
49,0.3029,0.3719,0.3252
50,0.3075,0.388,0.3045
51,0.3189,0.3954,0.2857
52,0.3322,0.3891,0.2787
53,0.3379,0.3797,0.2824
54,0.3358,0.3715,0.2927
55,0.3265,0.3696,0.3039
56,0.3172,0.3755,0.3073
57,0.3113,0.3858,0.3029
58,0.3167,0.3869,0.2964
59,0.3274,0.3823,0.2903
60,0.3433,0.372,0.2847
61,0.3494,0.3576,0.293
62,0.3466,0.3508,0.3026
63,0.3408,0.3461,0.3131
64,0.3416,0.3484,0.31
65,0.3438,0.3521,0.3041
66,0.3491,0.3532,0.2977
67,0.3598,0.3427,0.2975
68,0.366,0.3305,0.3035
69,0.3625,0.3306,0.3069
70,0.3504,0.3347,0.3149
71,0.3375,0.3446,0.3179
72,0.3366,0.3507,0.3127
73,0.3407,0.352,0.3073
74,0.3485,0.3416,0.3099
75,0.3525,0.3263,0.3212
76,0.3536,0.3179,0.3285
77,0.3441,0.3192,0.3367
78,0.3315,0.3301,0.3384
79,0.3323,0.3369,0.3308
80,0.3379,0.3455,0.3166
81,0.3491,0.3481,0.3028
82,0.3574,0.3409,0.3017
83,0.3638,0.3304,0.3058
84,0.3575,0.3271,0.3154
85,0.3465,0.3297,0.3238
86,0.3344,0.3351,0.3305
87,0.3293,0.3476,0.3231
88,0.3296,0.3558,0.3146
89,0.3349,0.3546,0.3105
90,0.3477,0.3423,0.31
91,0.3581,0.3309,0.311
92,0.3598,0.319,0.3212
93,0.3484,0.3184,0.3332
94,0.344,0.3206,0.3354
95,0.3344,0.3326,0.333
96,0.3343,0.3452,0.3205
97,0.3368,0.349,0.3142
98,0.3486,0.3483,0.3031
99,0.3543,0.3428,0.3029
100,0.3536,0.3397,0.3067
