"geracao","O","B","Y"
0,0.2506,0.5056,0.2438
1,0.6892,0.2455,0.0653
2,0.7848,0.0514,0.1638
3,0.6349,0.0282,0.3369
4,0.4281,0.0462,0.5257
5,0.2466,0.083,0.6704
6,0.1308,0.1308,0.7384
7,0.0729,0.1866,0.7405
8,0.0667,0.2471,0.6862
9,0.0885,0.3008,0.6107
10,0.1209,0.3428,0.5363
11,0.1549,0.376,0.4691
12,0.1868,0.3956,0.4176
13,0.2122,0.4089,0.3789
14,0.2392,0.4151,0.3457
15,0.2615,0.4199,0.3186
16,0.2862,0.4144,0.2994
17,0.31,0.4008,0.2892
18,0.3381,0.379,0.2829
19,0.3657,0.3488,0.2855
20,0.3881,0.3257,0.2862
21,0.4032,0.3075,0.2893
22,0.4135,0.296,0.2905
23,0.4224,0.2777,0.2999
24,0.4306,0.2686,0.3008
25,0.4403,0.2654,0.2943
26,0.4482,0.2605,0.2913
27,0.4539,0.2529,0.2932
28,0.4515,0.248,0.3005
29,0.4378,0.2544,0.3078
30,0.4179,0.2681,0.314
31,0.3999,0.281,0.3191
32,0.3914,0.2944,0.3142
33,0.3879,0.3093,0.3028
34,0.385,0.318,0.297
35,0.3776,0.3212,0.3012
36,0.3738,0.3194,0.3068
37,0.3686,0.3241,0.3073
38,0.3687,0.3238,0.3075
39,0.3656,0.3266,0.3078
40,0.3655,0.3285,0.306
41,0.366,0.3238,0.3102
42,0.3696,0.3148,0.3156
43,0.3711,0.3069,0.322
44,0.3641,0.3066,0.3293
45,0.3508,0.3131,0.3361
46,0.3414,0.3212,0.3374
47,0.3345,0.3327,0.3328
48,0.3344,0.3415,0.3241
49,0.3343,0.3451,0.3206
50,0.3414,0.3466,0.312
51,0.344,0.3479,0.3081
52,0.3451,0.3478,0.3071
53,0.3424,0.346,0.3116
54,0.3365,0.3516,0.3119
55,0.3281,0.3597,0.3122
56,0.3201,0.3705,0.3094
57,0.3181,0.3796,0.3023
58,0.3232,0.3869,0.2899
59,0.3283,0.3916,0.2801
60,0.332,0.3913,0.2767
61,0.3348,0.3824,0.2828
62,0.3324,0.3782,0.2894
63,0.3219,0.3859,0.2922
64,0.3089,0.3963,0.2948
65,0.3007,0.4047,0.2946
66,0.2974,0.4131,0.2895
67,0.2971,0.4199,0.283
68,0.2981,0.4201,0.2818
69,0.3018,0.4146,0.2836
70,0.3058,0.4071,0.2871
71,0.3041,0.404,0.2919
72,0.2959,0.4048,0.2993
73,0.2935,0.402,0.3045
74,0.2948,0.4006,0.3046
75,0.297,0.4025,0.3005
76,0.2978,0.402,0.3002
77,0.3016,0.3951,0.3033
78,0.3035,0.3898,0.3067
79,0.3064,0.3851,0.3085
80,0.3042,0.3819,0.3139
81,0.3093,0.3741,0.3166
82,0.3161,0.3636,0.3203
83,0.3227,0.359,0.3183
84,0.3232,0.3538,0.323
85,0.3159,0.354,0.3301
86,0.3118,0.3524,0.3358
87,0.3046,0.3613,0.3341
88,0.3042,0.37,0.3258
89,0.3097,0.3732,0.3171
90,0.3193,0.3705,0.3102
91,0.3304,0.3614,0.3082
92,0.3351,0.3506,0.3143
93,0.3339,0.3444,0.3217
94,0.3298,0.3434,0.3268
95,0.323,0.3477,0.3293
96,0.3211,0.3536,0.3253
97,0.3255,0.3558,0.3187
98,0.3343,0.3553,0.3104
99,0.3438,0.3491,0.3071
100,0.3512,0.3323,0.3165
