"geracao","O","B","Y"
0,0.2485,0.5014,0.2501
1,0.6733,0.2505,0.0762
2,0.7645,0.0573,0.1782
3,0.6303,0.0271,0.3426
4,0.4375,0.05,0.5125
5,0.2703,0.0944,0.6353
6,0.1596,0.1576,0.6828
7,0.106,0.2343,0.6597
8,0.0908,0.3135,0.5957
9,0.0975,0.3817,0.5208
10,0.118,0.4417,0.4403
11,0.1457,0.4904,0.3639
12,0.1767,0.527,0.2963
13,0.2102,0.5471,0.2427
14,0.2401,0.555,0.2049
15,0.2676,0.5489,0.1835
16,0.2938,0.5292,0.177
17,0.3144,0.5051,0.1805
18,0.3335,0.4781,0.1884
19,0.3479,0.4535,0.1986
20,0.3609,0.427,0.2121
21,0.3719,0.4011,0.227
22,0.3797,0.3797,0.2406
23,0.3859,0.363,0.2511
24,0.3881,0.3525,0.2594
25,0.38,0.353,0.267
26,0.3671,0.3562,0.2767
27,0.3572,0.3634,0.2794
28,0.3508,0.3754,0.2738
29,0.3414,0.3951,0.2635
30,0.339,0.4077,0.2533
31,0.3342,0.4141,0.2517
32,0.3262,0.4208,0.253
33,0.3185,0.4264,0.2551
34,0.3053,0.4331,0.2616
35,0.2905,0.4467,0.2628
36,0.2773,0.4634,0.2593
37,0.2705,0.4802,0.2493
38,0.2634,0.4872,0.2494
39,0.2624,0.4856,0.252
40,0.2616,0.4813,0.2571
41,0.2586,0.485,0.2564
42,0.2482,0.4947,0.2571
43,0.2432,0.4964,0.2604
44,0.2476,0.4938,0.2586
45,0.2619,0.4891,0.249
46,0.2714,0.4824,0.2462
47,0.2759,0.4704,0.2537
48,0.2808,0.453,0.2662
49,0.2884,0.4369,0.2747
50,0.2946,0.4265,0.2789
51,0.2931,0.4215,0.2854
52,0.2927,0.4142,0.2931
53,0.2909,0.409,0.3001
54,0.288,0.4132,0.2988
55,0.2864,0.4141,0.2995
56,0.2964,0.4082,0.2954
57,0.3121,0.3961,0.2918
58,0.3244,0.3828,0.2928
59,0.3324,0.3653,0.3023
60,0.3346,0.3461,0.3193
61,0.3391,0.3269,0.334
62,0.3304,0.3291,0.3405
63,0.3178,0.339,0.3432
64,0.308,0.3509,0.3411
65,0.3203,0.3543,0.3254
66,0.3365,0.3528,0.3107
67,0.3517,0.3486,0.2997
68,0.3554,0.3329,0.3117
69,0.3561,0.3165,0.3274
70,0.3535,0.3041,0.3424
71,0.3378,0.3158,0.3464
72,0.3212,0.3315,0.3473
73,0.309,0.3466,0.3444
74,0.3204,0.3507,0.3289
75,0.3364,0.3485,0.3151
76,0.351,0.3401,0.3089
77,0.3532,0.3245,0.3223
78,0.3526,0.3103,0.3371
79,0.3492,0.3027,0.3481
80,0.331,0.3146,0.3544
81,0.3147,0.3318,0.3535
82,0.3086,0.3439,0.3475
83,0.3228,0.3496,0.3276
84,0.3389,0.3499,0.3112
85,0.3518,0.3396,0.3086
86,0.3553,0.3215,0.3232
87,0.3509,0.3087,0.3404
88,0.3384,0.3088,0.3528
89,0.3224,0.3227,0.3549
90,0.3125,0.334,0.3535
91,0.3128,0.3448,0.3424
92,0.3263,0.347,0.3267
93,0.3382,0.3447,0.3171
94,0.3506,0.3323,0.3171
95,0.3541,0.315,0.3309
96,0.3477,0.3081,0.3442
97,0.3309,0.3145,0.3546
98,0.3182,0.3287,0.3531
99,0.3135,0.3419,0.3446
100,0.3207,0.3517,0.3276
