"geracao","O","B","Y"
0,0.2521,0.4969,0.251
1,0.6566,0.2685,0.0749
2,0.7831,0.0631,0.1538
3,0.6645,0.0367,0.2988
4,0.4877,0.0559,0.4564
5,0.3221,0.0941,0.5838
6,0.2045,0.1436,0.6519
7,0.1393,0.2046,0.6561
8,0.1229,0.263,0.6141
9,0.1353,0.3026,0.5621
10,0.1658,0.3314,0.5028
11,0.197,0.3532,0.4498
12,0.2288,0.3707,0.4005
13,0.2577,0.3693,0.373
14,0.2786,0.3627,0.3587
15,0.2938,0.3583,0.3479
16,0.2984,0.363,0.3386
17,0.304,0.3662,0.3298
18,0.313,0.3624,0.3246
19,0.3297,0.3553,0.315
20,0.3401,0.3466,0.3133
21,0.3457,0.3392,0.3151
22,0.3394,0.3371,0.3235
23,0.3266,0.3434,0.33
24,0.3114,0.3579,0.3307
25,0.3028,0.3745,0.3227
26,0.2987,0.3886,0.3127
27,0.3016,0.3891,0.3093
28,0.3074,0.385,0.3076
29,0.3144,0.3813,0.3043
30,0.3111,0.3755,0.3134
31,0.3032,0.3741,0.3227
32,0.3009,0.3738,0.3253
33,0.3069,0.3774,0.3157
34,0.3068,0.3846,0.3086
35,0.3063,0.3845,0.3092
36,0.3142,0.3756,0.3102
37,0.3285,0.3693,0.3022
38,0.3396,0.3581,0.3023
39,0.3422,0.3466,0.3112
40,0.3431,0.3322,0.3247
41,0.3335,0.3308,0.3357
42,0.3249,0.3368,0.3383
43,0.3177,0.3473,0.335
44,0.3217,0.3549,0.3234
45,0.3343,0.3525,0.3132
46,0.3433,0.3494,0.3073
47,0.345,0.3388,0.3162
48,0.3396,0.3285,0.3319
49,0.3309,0.3242,0.3449
50,0.3252,0.3336,0.3412
51,0.3198,0.3496,0.3306
52,0.3225,0.3538,0.3237
53,0.3397,0.3442,0.3161
54,0.3529,0.3362,0.3109
55,0.3524,0.3367,0.3109
56,0.3464,0.3271,0.3265
57,0.3402,0.3229,0.3369
58,0.3364,0.3312,0.3324
59,0.3281,0.3443,0.3276
60,0.3232,0.3477,0.3291
61,0.3297,0.3429,0.3274
62,0.3423,0.3363,0.3214
63,0.3455,0.326,0.3285
64,0.3392,0.3229,0.3379
65,0.3336,0.3191,0.3473
66,0.3278,0.3244,0.3478
67,0.3285,0.3252,0.3463
68,0.3322,0.331,0.3368
69,0.3418,0.3335,0.3247
70,0.3476,0.3309,0.3215
71,0.3538,0.3204,0.3258
72,0.3588,0.3103,0.3309
73,0.3504,0.3136,0.336
74,0.3346,0.3206,0.3448
75,0.3252,0.3276,0.3472
76,0.3307,0.3314,0.3379
77,0.3362,0.3374,0.3264
78,0.3405,0.3359,0.3236
79,0.3405,0.3303,0.3292
80,0.343,0.3231,0.3339
81,0.3346,0.3226,0.3428
82,0.323,0.3324,0.3446
83,0.3186,0.3369,0.3445
84,0.3211,0.3416,0.3373
85,0.3324,0.3427,0.3249
86,0.3312,0.3442,0.3246
87,0.3343,0.3435,0.3222
88,0.3329,0.3402,0.3269
89,0.3382,0.3383,0.3235
90,0.3336,0.3389,0.3275
91,0.3281,0.3419,0.33
92,0.3266,0.3398,0.3336
93,0.3298,0.3368,0.3334
94,0.3303,0.3361,0.3336
95,0.3291,0.333,0.3379
96,0.3255,0.3314,0.3431
97,0.3265,0.3331,0.3404
98,0.3275,0.3397,0.3328
99,0.328,0.3456,0.3264
100,0.3329,0.3433,0.3238
