"geracao","O","B","Y"
0,0.2476,0.5011,0.2513
1,0.6538,0.2757,0.0705
2,0.7791,0.0657,0.1552
3,0.6618,0.0244,0.3138
4,0.4756,0.0313,0.4931
5,0.2981,0.0568,0.6451
6,0.1792,0.096,0.7248
7,0.1158,0.1394,0.7448
8,0.0873,0.183,0.7297
9,0.0837,0.2289,0.6874
10,0.0998,0.2668,0.6334
11,0.124,0.3044,0.5716
12,0.1501,0.3376,0.5123
13,0.174,0.3709,0.4551
14,0.1989,0.3984,0.4027
15,0.2221,0.4245,0.3534
16,0.2468,0.4381,0.3151
17,0.269,0.4427,0.2883
18,0.2899,0.4392,0.2709
19,0.3068,0.4294,0.2638
20,0.3231,0.4156,0.2613
21,0.3385,0.3991,0.2624
22,0.3485,0.3847,0.2668
23,0.3581,0.3647,0.2772
24,0.3677,0.3412,0.2911
25,0.3809,0.3175,0.3016
26,0.3877,0.297,0.3153
27,0.39,0.2788,0.3312
28,0.3823,0.2712,0.3465
29,0.3703,0.27,0.3597
30,0.3585,0.2725,0.369
31,0.3435,0.2792,0.3773
32,0.3344,0.2879,0.3777
33,0.3261,0.297,0.3769
34,0.3171,0.3016,0.3813
35,0.3059,0.304,0.3901
36,0.2941,0.3064,0.3995
37,0.2828,0.3105,0.4067
38,0.2682,0.3234,0.4084
39,0.253,0.3411,0.4059
40,0.2448,0.3588,0.3964
41,0.246,0.3735,0.3805
42,0.2541,0.3857,0.3602
43,0.2612,0.3965,0.3423
44,0.2647,0.4075,0.3278
45,0.2666,0.411,0.3224
46,0.2688,0.4101,0.3211
47,0.2718,0.409,0.3192
48,0.2682,0.414,0.3178
49,0.2612,0.4238,0.315
50,0.2546,0.4324,0.313
51,0.2506,0.4422,0.3072
52,0.253,0.45,0.297
53,0.2565,0.4556,0.2879
54,0.261,0.4584,0.2806
55,0.2634,0.4594,0.2772
56,0.2644,0.4604,0.2752
57,0.2634,0.4633,0.2733
58,0.2642,0.4657,0.2701
59,0.2678,0.4661,0.2661
60,0.275,0.4638,0.2612
61,0.2827,0.4559,0.2614
62,0.2903,0.4445,0.2652
63,0.2972,0.43,0.2728
64,0.3042,0.4131,0.2827
65,0.3116,0.3967,0.2917
66,0.3167,0.3843,0.299
67,0.3174,0.3762,0.3064
68,0.3148,0.3707,0.3145
69,0.3154,0.3643,0.3203
70,0.3197,0.3589,0.3214
71,0.3257,0.3554,0.3189
72,0.3294,0.3514,0.3192
73,0.333,0.3435,0.3235
74,0.3391,0.331,0.3299
75,0.3395,0.3271,0.3334
76,0.3336,0.3294,0.337
77,0.3251,0.3318,0.3431
78,0.3231,0.3332,0.3437
79,0.3261,0.3363,0.3376
80,0.328,0.3431,0.3289
81,0.329,0.3441,0.3269
82,0.3317,0.3385,0.3298
83,0.3383,0.3299,0.3318
84,0.3381,0.3283,0.3336
85,0.3313,0.332,0.3367
86,0.3255,0.3342,0.3403
87,0.3269,0.3364,0.3367
88,0.3298,0.3407,0.3295
89,0.3324,0.3445,0.3231
90,0.3353,0.3407,0.324
91,0.3403,0.3333,0.3264
92,0.3445,0.3269,0.3286
93,0.3412,0.3277,0.3311
94,0.3339,0.3302,0.3359
95,0.3279,0.333,0.3391
96,0.3295,0.3357,0.3348
97,0.3322,0.3377,0.3301
98,0.3354,0.3377,0.3269
99,0.3397,0.3334,0.3269
100,0.3419,0.3285,0.3296
