"geracao","O","B","Y"
0,0.2498,0.4992,0.251
1,0.6592,0.2694,0.0714
2,0.7696,0.0685,0.1619
3,0.6436,0.0326,0.3238
4,0.4526,0.0559,0.4915
5,0.2847,0.1008,0.6145
6,0.163,0.1624,0.6746
7,0.0992,0.2326,0.6682
8,0.0872,0.301,0.6118
9,0.1034,0.3633,0.5333
10,0.1397,0.4049,0.4554
11,0.1848,0.4218,0.3934
12,0.2301,0.4155,0.3544
13,0.2644,0.4031,0.3325
14,0.292,0.3907,0.3173
15,0.3119,0.3745,0.3136
16,0.3208,0.3651,0.3141
17,0.3279,0.3523,0.3198
18,0.3368,0.3383,0.3249
19,0.34,0.3343,0.3257
20,0.345,0.331,0.324
21,0.3433,0.3307,0.326
22,0.3415,0.3307,0.3278
23,0.3304,0.3377,0.3319
24,0.3306,0.3383,0.3311
25,0.3362,0.3425,0.3213
26,0.3445,0.3384,0.3171
27,0.3418,0.3348,0.3234
28,0.3477,0.3213,0.331
29,0.3444,0.3149,0.3407
30,0.3313,0.3199,0.3488
31,0.3132,0.33,0.3568
32,0.3055,0.3413,0.3532
33,0.3002,0.3581,0.3417
34,0.2959,0.3787,0.3254
35,0.2976,0.3886,0.3138
36,0.3009,0.391,0.3081
37,0.3095,0.3839,0.3066
38,0.3227,0.3709,0.3064
39,0.3326,0.3618,0.3056
40,0.3379,0.354,0.3081
41,0.3344,0.3517,0.3139
42,0.336,0.3482,0.3158
43,0.3383,0.3481,0.3136
44,0.3452,0.3473,0.3075
45,0.348,0.3496,0.3024
46,0.3541,0.3425,0.3034
47,0.3572,0.3311,0.3117
48,0.3585,0.3242,0.3173
49,0.3554,0.3202,0.3244
50,0.346,0.3258,0.3282
51,0.3409,0.3285,0.3306
52,0.3377,0.334,0.3283
53,0.3393,0.3345,0.3262
54,0.3383,0.3358,0.3259
55,0.3369,0.335,0.3281
56,0.3359,0.3313,0.3328
57,0.3356,0.3306,0.3338
58,0.3326,0.3328,0.3346
59,0.3291,0.3367,0.3342
60,0.328,0.3389,0.3331
61,0.3282,0.3391,0.3327
62,0.3295,0.3415,0.329
63,0.3291,0.3415,0.3294
64,0.3268,0.3436,0.3296
65,0.3266,0.3427,0.3307
66,0.3283,0.3446,0.3271
67,0.329,0.3466,0.3244
68,0.3271,0.3505,0.3224
69,0.3281,0.3458,0.3261
70,0.3299,0.3417,0.3284
71,0.3344,0.3377,0.3279
72,0.3334,0.3372,0.3294
73,0.3353,0.3337,0.331
74,0.331,0.3336,0.3354
75,0.3311,0.3347,0.3342
76,0.3296,0.3359,0.3345
77,0.3305,0.3373,0.3322
78,0.3331,0.3356,0.3313
79,0.3327,0.3325,0.3348
80,0.3338,0.33,0.3362
81,0.3348,0.3307,0.3345
82,0.3309,0.3356,0.3335
83,0.3292,0.3375,0.3333
84,0.3299,0.3356,0.3345
85,0.3364,0.3345,0.3291
86,0.3389,0.3345,0.3266
87,0.3374,0.3337,0.3289
88,0.3345,0.3303,0.3352
89,0.3383,0.3272,0.3345
90,0.3321,0.3341,0.3338
91,0.3287,0.3375,0.3338
92,0.3274,0.3355,0.3371
93,0.3357,0.3342,0.3301
94,0.3396,0.3333,0.3271
95,0.3374,0.3368,0.3258
96,0.336,0.3283,0.3357
97,0.3353,0.3245,0.3402
98,0.3366,0.325,0.3384
99,0.3299,0.3307,0.3394
100,0.3255,0.335,0.3395
