"","Generation","O","Y","B"
"1",0,0.3347,0.3348,0.3305
"2",1,0.3255,0.3403,0.3342
"3",2,0.3068,0.3498,0.3434
"4",3,0.2929,0.3504,0.3567
"5",4,0.2657,0.365,0.3693
"6",5,0.2497,0.373,0.3773
"7",6,0.2298,0.3791,0.3911
"8",7,0.2113,0.3996,0.3891
"9",8,0.1901,0.4184,0.3915
"10",9,0.1691,0.4377,0.3932
"11",10,0.1632,0.4501,0.3867
"12",11,0.1494,0.4699,0.3807
"13",12,0.128,0.4931,0.3789
"14",13,0.1111,0.5244,0.3645
"15",14,0.0972,0.5586,0.3442
"16",15,0.0865,0.5798,0.3337
"17",16,0.078,0.6172,0.3048
"18",17,0.0705,0.6478,0.2817
"19",18,0.0634,0.6718,0.2648
"20",19,0.0585,0.6949,0.2466
"21",20,0.054,0.7197,0.2263
"22",21,0.0497,0.7555,0.1948
"23",22,0.0451,0.7794,0.1755
"24",23,0.0443,0.7981,0.1576
"25",24,0.0421,0.8184,0.1395
"26",25,0.0424,0.8399,0.1177
"27",26,0.044,0.8539,0.1021
"28",27,0.0464,0.868,0.0856
"29",28,0.047,0.8837,0.0693
"30",29,0.0533,0.8912,0.0555
"31",30,0.0563,0.9004,0.0433
"32",31,0.0629,0.9028,0.0343
"33",32,0.0678,0.9011,0.0311
"34",33,0.0752,0.9013,0.0235
"35",34,0.085,0.8971,0.0179
"36",35,0.094,0.8924,0.0136
"37",36,0.0962,0.8933,0.0105
"38",37,0.1053,0.8872,0.0075
"39",38,0.1202,0.8733,0.0065
"40",39,0.1332,0.8617,0.0051
"41",40,0.1475,0.8498,0.0027
"42",41,0.163,0.8345,0.0025
"43",42,0.1766,0.8219,0.0015
"44",43,0.192,0.8071,9e-04
"45",44,0.2068,0.7922,0.001
"46",45,0.2256,0.7732,0.0012
"47",46,0.2494,0.7495,0.0011
"48",47,0.2729,0.7263,8e-04
"49",48,0.2982,0.7009,9e-04
"50",49,0.31,0.6892,8e-04
"51",50,0.3248,0.6746,6e-04
"52",51,0.3461,0.6529,0.001
"53",52,0.3718,0.6268,0.0014
"54",53,0.3943,0.6042,0.0015
"55",54,0.4123,0.5863,0.0014
"56",55,0.441,0.558,0.001
"57",56,0.4643,0.5343,0.0014
"58",57,0.4877,0.5109,0.0014
"59",58,0.5124,0.4866,0.001
"60",59,0.533,0.466,0.001
"61",60,0.5441,0.4547,0.0012
"62",61,0.5609,0.4384,7e-04
"63",62,0.5886,0.4107,7e-04
"64",63,0.6097,0.3897,6e-04
"65",64,0.6311,0.3683,6e-04
"66",65,0.6518,0.3478,4e-04
"67",66,0.6669,0.3327,4e-04
"68",67,0.6824,0.3169,7e-04
"69",68,0.703,0.2959,0.0011
"70",69,0.7213,0.2773,0.0014
"71",70,0.7379,0.2599,0.0022
"72",71,0.7538,0.2433,0.0029
"73",72,0.7679,0.2291,0.003
"74",73,0.7806,0.2161,0.0033
"75",74,0.7925,0.2046,0.0029
"76",75,0.8057,0.19,0.0043
