"","sim","Generation","strategy","freq","prob","freq_0_O","freq_0_Y","freq_0_B","neighbors","devide"
"58","1",19,"O",0.0687,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"59","1",19,"Y",0.6952,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"60","1",19,"B",0.2361,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"61","1",20,"O",0.0621,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"62","1",20,"Y",0.7184,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"63","1",20,"B",0.2195,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"64","1",21,"O",0.0547,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"65","1",21,"Y",0.7437,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"66","1",21,"B",0.2016,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"67","1",22,"O",0.0512,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"68","1",22,"Y",0.7684,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"69","1",22,"B",0.1804,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"70","1",23,"O",0.047,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"71","1",23,"Y",0.7939,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"72","1",23,"B",0.1591,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"73","1",24,"O",0.0485,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"74","1",24,"Y",0.8135,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"75","1",24,"B",0.138,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"76","1",25,"O",0.0483,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"77","1",25,"Y",0.8314,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"78","1",25,"B",0.1203,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"79","1",26,"O",0.0458,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"80","1",26,"Y",0.844,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"81","1",26,"B",0.1102,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"82","1",27,"O",0.0454,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"83","1",27,"Y",0.8535,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"84","1",27,"B",0.1011,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"85","1",28,"O",0.0458,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"86","1",28,"Y",0.8681,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"87","1",28,"B",0.0861,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"88","1",29,"O",0.0462,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"89","1",29,"Y",0.8765,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"90","1",29,"B",0.0773,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"91","1",30,"O",0.0495,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"92","1",30,"Y",0.8825,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"93","1",30,"B",0.068,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"94","1",31,"O",0.0484,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"95","1",31,"Y",0.8935,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"96","1",31,"B",0.0581,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"97","1",32,"O",0.0497,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"98","1",32,"Y",0.9015,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"99","1",32,"B",0.0488,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"100","1",33,"O",0.0568,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"101","1",33,"Y",0.9022,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"102","1",33,"B",0.041,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"103","1",34,"O",0.0567,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"104","1",34,"Y",0.9098,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"105","1",34,"B",0.0335,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"106","1",35,"O",0.0645,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"107","1",35,"Y",0.9072,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"108","1",35,"B",0.0283,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"109","1",36,"O",0.0718,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"110","1",36,"Y",0.9055,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"111","1",36,"B",0.0227,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"112","1",37,"O",0.0777,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"113","1",37,"Y",0.9033,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"114","1",37,"B",0.019,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"115","1",38,"O",0.0872,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"116","1",38,"Y",0.8971,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"117","1",38,"B",0.0157,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"118","1",39,"O",0.0982,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"119","1",39,"Y",0.889,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"120","1",39,"B",0.0128,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"121","1",40,"O",0.1063,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"122","1",40,"Y",0.8821,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"123","1",40,"B",0.0116,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"124","1",41,"O",0.12,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"125","1",41,"Y",0.8699,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"126","1",41,"B",0.0101,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"127","1",42,"O",0.1334,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"128","1",42,"Y",0.8559,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"129","1",42,"B",0.0107,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"130","1",43,"O",0.1467,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"131","1",43,"Y",0.8424,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"132","1",43,"B",0.0109,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"133","1",44,"O",0.1642,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"134","1",44,"Y",0.8255,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"135","1",44,"B",0.0103,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"136","1",45,"O",0.1744,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"137","1",45,"Y",0.8149,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"138","1",45,"B",0.0107,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"139","1",46,"O",0.186,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"140","1",46,"Y",0.8031,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"141","1",46,"B",0.0109,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"142","1",47,"O",0.1993,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"143","1",47,"Y",0.7879,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"144","1",47,"B",0.0128,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"145","1",48,"O",0.2157,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"146","1",48,"Y",0.772,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"147","1",48,"B",0.0123,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"148","1",49,"O",0.2233,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"149","1",49,"Y",0.7635,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"150","1",49,"B",0.0132,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"151","1",50,"O",0.2382,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"152","1",50,"Y",0.748,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"153","1",50,"B",0.0138,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"154","1",51,"O",0.2565,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"155","1",51,"Y",0.7295,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"156","1",51,"B",0.014,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"157","1",52,"O",0.2716,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"158","1",52,"Y",0.7125,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"159","1",52,"B",0.0159,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"160","1",53,"O",0.2896,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"161","1",53,"Y",0.6938,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"162","1",53,"B",0.0166,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"163","1",54,"O",0.3078,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"164","1",54,"Y",0.6744,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"165","1",54,"B",0.0178,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"166","1",55,"O",0.3194,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"167","1",55,"Y",0.6622,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"168","1",55,"B",0.0184,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"169","1",56,"O",0.3406,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"170","1",56,"Y",0.6415,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"171","1",56,"B",0.0179,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"172","1",57,"O",0.36,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"173","1",57,"Y",0.6228,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"174","1",57,"B",0.0172,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"175","1",58,"O",0.3789,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"176","1",58,"Y",0.6042,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"177","1",58,"B",0.0169,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"178","1",59,"O",0.3966,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"179","1",59,"Y",0.5844,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"180","1",59,"B",0.019,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"181","1",60,"O",0.4106,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"182","1",60,"Y",0.5703,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"183","1",60,"B",0.0191,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"184","1",61,"O",0.4319,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"185","1",61,"Y",0.549,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"186","1",61,"B",0.0191,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"187","1",62,"O",0.4463,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"188","1",62,"Y",0.5339,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"189","1",62,"B",0.0198,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"190","1",63,"O",0.4638,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"191","1",63,"Y",0.5169,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"192","1",63,"B",0.0193,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"193","1",64,"O",0.4803,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"194","1",64,"Y",0.4975,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"195","1",64,"B",0.0222,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"196","1",65,"O",0.4971,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"197","1",65,"Y",0.4796,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"198","1",65,"B",0.0233,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"199","1",66,"O",0.5161,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"200","1",66,"Y",0.4592,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"201","1",66,"B",0.0247,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"202","1",67,"O",0.5372,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"203","1",67,"Y",0.4395,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"204","1",67,"B",0.0233,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"205","1",68,"O",0.5549,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"206","1",68,"Y",0.4201,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"207","1",68,"B",0.025,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"208","1",69,"O",0.5605,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"209","1",69,"Y",0.4136,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"210","1",69,"B",0.0259,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"211","1",70,"O",0.5731,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"212","1",70,"Y",0.3989,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"213","1",70,"B",0.028,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"214","1",71,"O",0.5809,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"215","1",71,"Y",0.3903,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"216","1",71,"B",0.0288,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"217","1",72,"O",0.595,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"218","1",72,"Y",0.3753,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"219","1",72,"B",0.0297,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"220","1",73,"O",0.6052,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"221","1",73,"Y",0.3626,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"222","1",73,"B",0.0322,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"223","1",74,"O",0.6215,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"224","1",74,"Y",0.3443,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"225","1",74,"B",0.0342,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"226","1",75,"O",0.6314,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"227","1",75,"Y",0.3338,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"228","1",75,"B",0.0348,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"229","1",76,"O",0.6411,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"230","1",76,"Y",0.3235,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"231","1",76,"B",0.0354,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"232","1",77,"O",0.6552,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"233","1",77,"Y",0.3087,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"234","1",77,"B",0.0361,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"235","1",78,"O",0.6649,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"236","1",78,"Y",0.2988,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"237","1",78,"B",0.0363,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"238","1",79,"O",0.6749,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"239","1",79,"Y",0.2878,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"240","1",79,"B",0.0373,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"241","1",80,"O",0.6869,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"242","1",80,"Y",0.2762,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"243","1",80,"B",0.0369,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"244","1",81,"O",0.6986,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"245","1",81,"Y",0.2662,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"246","1",81,"B",0.0352,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"247","1",82,"O",0.6986,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"248","1",82,"Y",0.2647,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"249","1",82,"B",0.0367,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
"250","1",83,"O",0.711,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"TRUE","FALSE"
