"","Generation","O","Y","B"
"1",0,0.3371,0.3286,0.3343
"2",1,0.3177,0.3327,0.3496
"3",2,0.3037,0.3378,0.3585
"4",3,0.2865,0.3426,0.3709
"5",4,0.2666,0.3578,0.3756
"6",5,0.2491,0.3692,0.3817
"7",6,0.2283,0.3837,0.388
"8",7,0.2103,0.3945,0.3952
"9",8,0.1939,0.4116,0.3945
"10",9,0.1729,0.4286,0.3985
"11",10,0.1527,0.4466,0.4007
"12",11,0.1396,0.4691,0.3913
"13",12,0.1263,0.485,0.3887
"14",13,0.1141,0.5037,0.3822
"15",14,0.1019,0.5344,0.3637
"16",15,0.0938,0.5529,0.3533
"17",16,0.0882,0.5782,0.3336
"18",17,0.0816,0.6044,0.314
"19",18,0.0746,0.632,0.2934
"20",19,0.0693,0.6601,0.2706
"21",20,0.0615,0.6908,0.2477
"22",21,0.0558,0.7158,0.2284
"23",22,0.0536,0.7394,0.207
"24",23,0.0516,0.761,0.1874
"25",24,0.0487,0.7816,0.1697
"26",25,0.0447,0.8043,0.151
"27",26,0.0458,0.8272,0.127
"28",27,0.0456,0.8434,0.111
"29",28,0.0432,0.8627,0.0941
"30",29,0.0457,0.8741,0.0802
"31",30,0.044,0.8856,0.0704
"32",31,0.0471,0.89,0.0629
"33",32,0.0512,0.8983,0.0505
"34",33,0.0564,0.8963,0.0473
"35",34,0.0628,0.8951,0.0421
"36",35,0.0629,0.8982,0.0389
"37",36,0.0677,0.8976,0.0347
"38",37,0.0728,0.8981,0.0291
"39",38,0.0791,0.8963,0.0246
"40",39,0.0899,0.8875,0.0226
"41",40,0.0962,0.882,0.0218
"42",41,0.1063,0.8753,0.0184
"43",42,0.1187,0.8658,0.0155
"44",43,0.1305,0.8575,0.012
"45",44,0.1377,0.8523,0.01
"46",45,0.148,0.8438,0.0082
"47",46,0.1585,0.8352,0.0063
"48",47,0.1722,0.8208,0.007
"49",48,0.1874,0.8061,0.0065
"50",49,0.1947,0.7986,0.0067
"51",50,0.2107,0.7834,0.0059
"52",51,0.2245,0.7691,0.0064
"53",52,0.2374,0.7559,0.0067
"54",53,0.2569,0.7363,0.0068
"55",54,0.2744,0.7183,0.0073
"56",55,0.2865,0.7062,0.0073
"57",56,0.3026,0.6906,0.0068
"58",57,0.3214,0.6717,0.0069
"59",58,0.3398,0.6538,0.0064
"60",59,0.3636,0.6295,0.0069
"61",60,0.381,0.6121,0.0069
"62",61,0.3996,0.5927,0.0077
"63",62,0.4245,0.5678,0.0077
"64",63,0.446,0.546,0.008
"65",64,0.4652,0.5258,0.009
"66",65,0.4746,0.5154,0.01
"67",66,0.4858,0.5029,0.0113
"68",67,0.5024,0.4857,0.0119
"69",68,0.5216,0.4656,0.0128
"70",69,0.5413,0.4443,0.0144
"71",70,0.5546,0.4279,0.0175
"72",71,0.5706,0.4104,0.019
"73",72,0.5842,0.3949,0.0209
"74",73,0.6011,0.3772,0.0217
"75",74,0.614,0.3653,0.0207
"76",75,0.6326,0.3449,0.0225
"77",76,0.6494,0.3257,0.0249
"78",77,0.6708,0.3021,0.0271
"79",78,0.6794,0.2928,0.0278
"80",79,0.6918,0.2786,0.0296
"81",80,0.7049,0.2655,0.0296
"82",81,0.7197,0.2505,0.0298
"83",82,0.7281,0.243,0.0289
"84",83,0.743,0.2259,0.0311
"85",84,0.7552,0.2133,0.0315
"86",85,0.7666,0.2023,0.0311
"87",86,0.7778,0.1892,0.033
"88",87,0.7869,0.1803,0.0328
"89",88,0.7849,0.18,0.0351
"90",89,0.7899,0.1742,0.0359
"91",90,0.7992,0.1625,0.0383
"92",91,0.8082,0.1519,0.0399
"93",92,0.8095,0.1473,0.0432
"94",93,0.8153,0.1387,0.046
"95",94,0.8218,0.1309,0.0473
"96",95,0.8259,0.1249,0.0492
"97",96,0.8336,0.1148,0.0516
"98",97,0.8399,0.108,0.0521
"99",98,0.8425,0.1032,0.0543
"100",99,0.8478,0.097,0.0552
"101",100,0.8511,0.0929,0.056
"102",101,0.8587,0.0873,0.054
"103",102,0.8641,0.0824,0.0535
"104",103,0.8659,0.0797,0.0544
"105",104,0.8666,0.0767,0.0567
"106",105,0.8698,0.0771,0.0531
"107",106,0.872,0.074,0.054
"108",107,0.871,0.0748,0.0542
"109",108,0.8696,0.0749,0.0555
"110",109,0.8702,0.0717,0.0581
"111",110,0.8702,0.0697,0.0601
"112",111,0.8663,0.0698,0.0639
"113",112,0.8643,0.0705,0.0652
"114",113,0.8606,0.0717,0.0677
"115",114,0.8612,0.0737,0.0651
"116",115,0.8643,0.0714,0.0643
"117",116,0.8668,0.065,0.0682
"118",117,0.8645,0.0643,0.0712
"119",118,0.8627,0.0631,0.0742
"120",119,0.8608,0.065,0.0742
"121",120,0.8628,0.0648,0.0724
"122",121,0.8585,0.0651,0.0764
"123",122,0.8558,0.0657,0.0785
"124",123,0.8544,0.0693,0.0763
"125",124,0.8548,0.0704,0.0748
"126",125,0.8532,0.0726,0.0742
"127",126,0.8536,0.0728,0.0736
"128",127,0.8505,0.0747,0.0748
"129",128,0.8445,0.0789,0.0766
"130",129,0.8418,0.0798,0.0784
"131",130,0.8414,0.0802,0.0784
"132",131,0.8393,0.0794,0.0813
"133",132,0.8364,0.0812,0.0824
"134",133,0.834,0.0828,0.0832
"135",134,0.8302,0.0839,0.0859
"136",135,0.8263,0.0872,0.0865
"137",136,0.8261,0.0896,0.0843
"138",137,0.8203,0.0955,0.0842
"139",138,0.8199,0.0969,0.0832
"140",139,0.8155,0.0978,0.0867
"141",140,0.8126,0.0998,0.0876
"142",141,0.8134,0.1012,0.0854
"143",142,0.8126,0.1007,0.0867
"144",143,0.8073,0.101,0.0917
"145",144,0.8057,0.0979,0.0964
"146",145,0.8039,0.0987,0.0974
"147",146,0.8047,0.0943,0.101
"148",147,0.8097,0.091,0.0993
"149",148,0.8089,0.0913,0.0998
"150",149,0.8047,0.0944,0.1009
"151",150,0.8051,0.0967,0.0982
"152",151,0.8078,0.0955,0.0967
"153",152,0.8061,0.0952,0.0987
"154",153,0.8041,0.0936,0.1023
"155",154,0.8015,0.0951,0.1034
"156",155,0.7978,0.098,0.1042
"157",156,0.7969,0.0964,0.1067
"158",157,0.7952,0.0953,0.1095
"159",158,0.7908,0.0941,0.1151
"160",159,0.791,0.0941,0.1149
"161",160,0.7893,0.0961,0.1146
"162",161,0.7876,0.0975,0.1149
"163",162,0.7876,0.0983,0.1141
