"","Generation","O","Y","B"
"1",0,0.3337,0.3348,0.3315
"2",1,0.322,0.3398,0.3382
"3",2,0.3051,0.3386,0.3563
"4",3,0.2922,0.3406,0.3672
"5",4,0.2713,0.3471,0.3816
"6",5,0.2559,0.36,0.3841
"7",6,0.2363,0.3719,0.3918
"8",7,0.2259,0.3789,0.3952
"9",8,0.2054,0.4027,0.3919
"10",9,0.1895,0.4229,0.3876
"11",10,0.1766,0.4352,0.3882
"12",11,0.1671,0.4456,0.3873
"13",12,0.1477,0.4597,0.3926
"14",13,0.131,0.4796,0.3894
"15",14,0.1165,0.5052,0.3783
"16",15,0.1034,0.5273,0.3693
"17",16,0.0913,0.5542,0.3545
"18",17,0.0892,0.5807,0.3301
"19",18,0.0805,0.6083,0.3112
"20",19,0.0706,0.6351,0.2943
"21",20,0.0651,0.6563,0.2786
"22",21,0.0621,0.677,0.2609
"23",22,0.0569,0.699,0.2441
"24",23,0.0577,0.717,0.2253
"25",24,0.0551,0.74,0.2049
"26",25,0.0579,0.7591,0.183
"27",26,0.0533,0.788,0.1587
"28",27,0.0554,0.8077,0.1369
"29",28,0.0559,0.827,0.1171
"30",29,0.0618,0.8378,0.1004
"31",30,0.0643,0.8503,0.0854
"32",31,0.0694,0.8593,0.0713
"33",32,0.0719,0.8651,0.063
"34",33,0.0772,0.8672,0.0556
"35",34,0.083,0.8677,0.0493
"36",35,0.0879,0.8712,0.0409
"37",36,0.0963,0.8656,0.0381
"38",37,0.1021,0.864,0.0339
"39",38,0.1153,0.8572,0.0275
"40",39,0.1224,0.8542,0.0234
"41",40,0.1385,0.8415,0.02
"42",41,0.1541,0.8287,0.0172
"43",42,0.1634,0.8204,0.0162
"44",43,0.1772,0.8088,0.014
"45",44,0.1945,0.7927,0.0128
"46",45,0.2034,0.7853,0.0113
"47",46,0.215,0.7748,0.0102
"48",47,0.2312,0.7603,0.0085
"49",48,0.245,0.7479,0.0071
"50",49,0.2651,0.7281,0.0068
"51",50,0.289,0.7033,0.0077
"52",51,0.3172,0.6767,0.0061
"53",52,0.3385,0.6554,0.0061
"54",53,0.3587,0.6347,0.0066
"55",54,0.3804,0.613,0.0066
"56",55,0.3927,0.6006,0.0067
"57",56,0.4154,0.5774,0.0072
"58",57,0.4355,0.5568,0.0077
"59",58,0.4472,0.5452,0.0076
"60",59,0.4681,0.5242,0.0077
"61",60,0.4879,0.5033,0.0088
"62",61,0.508,0.4824,0.0096
"63",62,0.5396,0.4488,0.0116
"64",63,0.5577,0.4301,0.0122
"65",64,0.5714,0.4145,0.0141
"66",65,0.5815,0.4028,0.0157
"67",66,0.5921,0.3899,0.018
"68",67,0.6128,0.3687,0.0185
"69",68,0.6219,0.3577,0.0204
"70",69,0.6357,0.3423,0.022
"71",70,0.655,0.3198,0.0252
"72",71,0.6687,0.3039,0.0274
"73",72,0.6769,0.2949,0.0282
"74",73,0.6854,0.2842,0.0304
"75",74,0.7009,0.2665,0.0326
"76",75,0.714,0.2529,0.0331
"77",76,0.726,0.2399,0.0341
"78",77,0.7347,0.2293,0.036
"79",78,0.7437,0.2161,0.0402
"80",79,0.752,0.2048,0.0432
"81",80,0.7572,0.1962,0.0466
"82",81,0.7645,0.1858,0.0497
"83",82,0.7665,0.1801,0.0534
"84",83,0.7721,0.1729,0.055
"85",84,0.7751,0.1698,0.0551
"86",85,0.7797,0.1657,0.0546
"87",86,0.7917,0.1523,0.056
"88",87,0.7986,0.1448,0.0566
"89",88,0.803,0.1388,0.0582
"90",89,0.8046,0.1339,0.0615
"91",90,0.8063,0.132,0.0617
"92",91,0.8059,0.1285,0.0656
"93",92,0.8051,0.1263,0.0686
"94",93,0.8025,0.1311,0.0664
"95",94,0.8008,0.1302,0.069
"96",95,0.7992,0.1318,0.069
"97",96,0.7954,0.134,0.0706
"98",97,0.7994,0.1289,0.0717
"99",98,0.7952,0.131,0.0738
"100",99,0.7985,0.1304,0.0711
"101",100,0.7981,0.129,0.0729
"102",101,0.8006,0.1269,0.0725
"103",102,0.803,0.1257,0.0713
"104",103,0.8039,0.1228,0.0733
"105",104,0.8049,0.1216,0.0735
"106",105,0.8015,0.1227,0.0758
"107",106,0.8027,0.1206,0.0767
"108",107,0.8006,0.1187,0.0807
"109",108,0.7964,0.1191,0.0845
"110",109,0.7945,0.1187,0.0868
"111",110,0.788,0.1216,0.0904
"112",111,0.7879,0.1193,0.0928
"113",112,0.7845,0.1208,0.0947
"114",113,0.7847,0.1182,0.0971
"115",114,0.7847,0.1155,0.0998
"116",115,0.7885,0.1142,0.0973
"117",116,0.7857,0.1114,0.1029
"118",117,0.7812,0.1132,0.1056
"119",118,0.781,0.1088,0.1102
"120",119,0.7758,0.1067,0.1175
"121",120,0.7727,0.1056,0.1217
"122",121,0.7716,0.1051,0.1233
"123",122,0.7709,0.1015,0.1276
"124",123,0.7675,0.0951,0.1374
"125",124,0.7601,0.0956,0.1443
"126",125,0.7555,0.0971,0.1474
"127",126,0.751,0.1009,0.1481
"128",127,0.7474,0.1042,0.1484
"129",128,0.7464,0.0993,0.1543
"130",129,0.7439,0.0976,0.1585
"131",130,0.7407,0.0979,0.1614
"132",131,0.7372,0.0955,0.1673
"133",132,0.7341,0.0965,0.1694
"134",133,0.7346,0.0918,0.1736
"135",134,0.7228,0.0921,0.1851
"136",135,0.7177,0.0925,0.1898
"137",136,0.7144,0.0895,0.1961
"138",137,0.7108,0.0919,0.1973
"139",138,0.7002,0.0928,0.207
"140",139,0.6939,0.0941,0.212
"141",140,0.6881,0.0944,0.2175
"142",141,0.6852,0.1009,0.2139
"143",142,0.6824,0.102,0.2156
"144",143,0.6768,0.1021,0.2211
"145",144,0.6686,0.107,0.2244
"146",145,0.6591,0.1128,0.2281
"147",146,0.6473,0.1149,0.2378
"148",147,0.6358,0.1188,0.2454
"149",148,0.6256,0.1215,0.2529
"150",149,0.6147,0.1278,0.2575
"151",150,0.6073,0.1273,0.2654
"152",151,0.6002,0.1303,0.2695
"153",152,0.5936,0.1337,0.2727
"154",153,0.5815,0.1372,0.2813
"155",154,0.569,0.1423,0.2887
"156",155,0.5575,0.1438,0.2987
"157",156,0.5474,0.1487,0.3039
"158",157,0.5416,0.1525,0.3059
"159",158,0.5345,0.1573,0.3082
"160",159,0.5288,0.1611,0.3101
"161",160,0.5182,0.1654,0.3164
"162",161,0.5083,0.1706,0.3211
"163",162,0.4968,0.1741,0.3291
"164",163,0.4855,0.1801,0.3344
"165",164,0.476,0.1841,0.3399
"166",165,0.4656,0.1919,0.3425
"167",166,0.4555,0.2004,0.3441
"168",167,0.449,0.2069,0.3441
"169",168,0.4455,0.2124,0.3421
"170",169,0.4365,0.2141,0.3494
"171",170,0.4245,0.2212,0.3543
"172",171,0.4107,0.2289,0.3604
"173",172,0.4025,0.233,0.3645
"174",173,0.3973,0.2355,0.3672
"175",174,0.3799,0.2403,0.3798
"176",175,0.3673,0.2505,0.3822
"177",176,0.3535,0.2552,0.3913
"178",177,0.3464,0.2639,0.3897
"179",178,0.331,0.271,0.398
"180",179,0.325,0.2776,0.3974
"181",180,0.317,0.2824,0.4006
"182",181,0.3067,0.2879,0.4054
"183",182,0.3024,0.2894,0.4082
"184",183,0.2973,0.2919,0.4108
"185",184,0.2881,0.2926,0.4193
"186",185,0.2797,0.2959,0.4244
"187",186,0.2669,0.3023,0.4308
"188",187,0.2522,0.3077,0.4401
"189",188,0.2465,0.3119,0.4416
"190",189,0.2419,0.3136,0.4445
"191",190,0.2369,0.3139,0.4492
"192",191,0.2265,0.3173,0.4562
"193",192,0.2214,0.3203,0.4583
"194",193,0.2134,0.3249,0.4617
"195",194,0.2063,0.3258,0.4679
