"geracao","O","B","Y"
0,0.1941,0.5995,0.2064
1,0.734,0.2516,0.0144
2,0.925,0.0294,0.0456
3,0.8861,0.0039,0.11
4,0.7981,0.005,0.1969
5,0.6917,0.0096,0.2987
6,0.5736,0.0166,0.4098
7,0.4519,0.0261,0.522
8,0.3421,0.0378,0.6201
9,0.2497,0.0518,0.6985
10,0.1724,0.0662,0.7614
11,0.1125,0.0825,0.805
12,0.0728,0.0986,0.8286
13,0.051,0.1175,0.8315
14,0.0396,0.1392,0.8212
15,0.0325,0.1644,0.8031
16,0.033,0.1916,0.7754
17,0.0373,0.2201,0.7426
18,0.0439,0.2483,0.7078
19,0.0515,0.2779,0.6706
20,0.0582,0.3096,0.6322
21,0.0643,0.3413,0.5944
22,0.0703,0.374,0.5557
23,0.0764,0.4068,0.5168
24,0.0836,0.4382,0.4782
25,0.0908,0.4704,0.4388
26,0.0986,0.5004,0.401
27,0.107,0.5209,0.3721
28,0.1162,0.5391,0.3447
29,0.1247,0.556,0.3193
30,0.1327,0.5726,0.2947
31,0.1408,0.5852,0.274
32,0.1492,0.595,0.2558
33,0.1584,0.6037,0.2379
34,0.1684,0.6109,0.2207
35,0.1788,0.6157,0.2055
36,0.1895,0.6188,0.1917
37,0.1996,0.6166,0.1838
38,0.2099,0.609,0.1811
39,0.2198,0.5995,0.1807
40,0.2299,0.5841,0.186
41,0.2404,0.5682,0.1914
42,0.2519,0.55,0.1981
43,0.2636,0.5275,0.2089
44,0.2762,0.5035,0.2203
45,0.2878,0.4796,0.2326
46,0.2994,0.4556,0.245
47,0.3105,0.4314,0.2581
48,0.3232,0.4068,0.27
49,0.336,0.3822,0.2818
50,0.35,0.3557,0.2943
51,0.364,0.3283,0.3077
52,0.3785,0.3004,0.3211
53,0.3737,0.2906,0.3357
54,0.3475,0.3022,0.3503
55,0.32,0.3146,0.3654
56,0.3296,0.3284,0.342
57,0.3418,0.3422,0.316
58,0.3548,0.3384,0.3068
59,0.3692,0.3127,0.3181
60,0.3836,0.2853,0.3311
61,0.3798,0.2754,0.3448
62,0.3545,0.2857,0.3598
63,0.3273,0.2979,0.3748
64,0.3085,0.3105,0.381
65,0.2992,0.3243,0.3765
66,0.3005,0.3381,0.3614
67,0.3121,0.3429,0.345
68,0.3256,0.3368,0.3376
69,0.3392,0.3201,0.3407
70,0.3436,0.3022,0.3542
71,0.3274,0.3034,0.3692
72,0.2999,0.3159,0.3842
73,0.281,0.3289,0.3901
74,0.2719,0.3431,0.385
75,0.2831,0.3573,0.3596
76,0.2953,0.3624,0.3423
77,0.3087,0.3565,0.3348
78,0.3221,0.3303,0.3476
79,0.3264,0.3122,0.3614
80,0.3197,0.3039,0.3764
81,0.2923,0.3163,0.3914
82,0.2736,0.3293,0.3971
83,0.2843,0.3435,0.3722
84,0.2969,0.3577,0.3454
85,0.3095,0.3626,0.3279
86,0.3233,0.3367,0.34
87,0.3275,0.3187,0.3538
88,0.3315,0.3104,0.3581
89,0.3244,0.3221,0.3535
90,0.3164,0.3355,0.3481
91,0.3285,0.3394,0.3321
92,0.3414,0.3344,0.3242
93,0.3552,0.3286,0.3162
94,0.3593,0.3122,0.3285
95,0.3543,0.3043,0.3414
96,0.3288,0.316,0.3552
97,0.3122,0.3285,0.3593
98,0.3043,0.3414,0.3543
99,0.316,0.3552,0.3288
100,0.3285,0.3593,0.3122
