"geracao","O","B","Y"
0,0.2068,0.5941,0.1991
1,0.7545,0.2251,0.0204
2,0.9147,0.0215,0.0638
3,0.8513,0.0048,0.1439
4,0.7431,0.0094,0.2475
5,0.6186,0.0179,0.3635
6,0.4837,0.0302,0.4861
7,0.3606,0.047,0.5924
8,0.2571,0.0673,0.6756
9,0.1735,0.0916,0.7349
10,0.1147,0.1171,0.7682
11,0.0723,0.1444,0.7833
12,0.0488,0.1732,0.778
13,0.0335,0.205,0.7615
14,0.0271,0.2364,0.7365
15,0.0254,0.2699,0.7047
16,0.0275,0.3057,0.6668
17,0.032,0.3403,0.6277
18,0.0372,0.3715,0.5913
19,0.0424,0.4005,0.5571
20,0.0473,0.4285,0.5242
21,0.0527,0.4567,0.4906
22,0.0579,0.4818,0.4603
23,0.0637,0.5067,0.4296
24,0.0698,0.5309,0.3993
25,0.076,0.5534,0.3706
26,0.0831,0.5751,0.3418
27,0.0907,0.5954,0.3139
28,0.0986,0.6149,0.2865
29,0.1064,0.6321,0.2615
30,0.1136,0.6494,0.237
31,0.1219,0.6647,0.2134
32,0.1307,0.67,0.1993
33,0.1398,0.6744,0.1858
34,0.1498,0.673,0.1772
35,0.1598,0.6701,0.1701
36,0.1695,0.6641,0.1664
37,0.1797,0.6563,0.164
38,0.1897,0.6466,0.1637
39,0.2003,0.6359,0.1638
40,0.2112,0.6241,0.1647
41,0.2222,0.6114,0.1664
42,0.2341,0.5933,0.1726
43,0.2465,0.5716,0.1819
44,0.2592,0.5491,0.1917
45,0.2718,0.5261,0.2021
46,0.2838,0.5032,0.213
47,0.2969,0.4797,0.2234
48,0.3105,0.4556,0.2339
49,0.3244,0.4314,0.2442
50,0.3392,0.4056,0.2552
51,0.354,0.3791,0.2669
52,0.3685,0.3527,0.2788
53,0.374,0.3352,0.2908
54,0.3692,0.3271,0.3037
55,0.3642,0.3196,0.3162
56,0.3582,0.3226,0.3192
57,0.3516,0.3363,0.3121
58,0.3556,0.35,0.2944
59,0.3705,0.3439,0.2856
60,0.386,0.3271,0.2869
61,0.4014,0.2994,0.2992
62,0.3969,0.2908,0.3123
63,0.3829,0.2922,0.3249
64,0.3582,0.3042,0.3376
65,0.3424,0.3172,0.3404
66,0.3468,0.3294,0.3238
67,0.3616,0.3417,0.2967
68,0.3763,0.3356,0.2881
69,0.3915,0.3092,0.2993
70,0.397,0.2908,0.3122
71,0.3834,0.2917,0.3249
72,0.3591,0.3033,0.3376
73,0.343,0.3164,0.3406
74,0.3467,0.3297,0.3236
75,0.3613,0.3329,0.3058
76,0.3766,0.326,0.2974
77,0.3918,0.3088,0.2994
78,0.3967,0.291,0.3123
79,0.3828,0.2923,0.3249
80,0.3582,0.3042,0.3376
81,0.3424,0.3172,0.3404
82,0.3468,0.3294,0.3238
83,0.3616,0.3417,0.2967
84,0.3763,0.3356,0.2881
85,0.3915,0.3092,0.2993
86,0.397,0.2908,0.3122
87,0.3834,0.2917,0.3249
88,0.3591,0.3033,0.3376
89,0.343,0.3164,0.3406
90,0.3467,0.3297,0.3236
91,0.3613,0.3329,0.3058
92,0.3766,0.326,0.2974
93,0.3918,0.3088,0.2994
94,0.3967,0.291,0.3123
95,0.3828,0.2923,0.3249
96,0.3582,0.3042,0.3376
97,0.3424,0.3172,0.3404
98,0.3468,0.3294,0.3238
99,0.3616,0.3417,0.2967
100,0.3763,0.3356,0.2881
