"geracao","O","B","Y"
0,0.1969,0.6063,0.1968
1,0.7476,0.2301,0.0223
2,0.9067,0.0225,0.0708
3,0.8401,0.0049,0.155
4,0.7311,0.0086,0.2603
5,0.6097,0.0155,0.3748
6,0.4845,0.0258,0.4897
7,0.3702,0.041,0.5888
8,0.2696,0.0586,0.6718
9,0.1991,0.0776,0.7233
10,0.1535,0.0996,0.7469
11,0.1248,0.12,0.7552
12,0.1103,0.1362,0.7535
13,0.1048,0.1481,0.7471
14,0.1001,0.1624,0.7375
15,0.097,0.18,0.723
16,0.1022,0.1996,0.6982
17,0.1123,0.2225,0.6652
18,0.1277,0.244,0.6283
19,0.1444,0.2599,0.5957
20,0.1628,0.2717,0.5655
21,0.1834,0.2812,0.5354
22,0.1994,0.2938,0.5068
23,0.2087,0.3073,0.484
24,0.2191,0.322,0.4589
25,0.2295,0.3402,0.4303
26,0.242,0.353,0.405
27,0.2557,0.3586,0.3857
28,0.2713,0.3606,0.3681
29,0.2804,0.362,0.3576
30,0.2865,0.3588,0.3547
31,0.292,0.3563,0.3517
32,0.2973,0.3589,0.3438
33,0.2958,0.3672,0.337
34,0.2976,0.3702,0.3322
35,0.304,0.3706,0.3254
36,0.3109,0.3711,0.318
37,0.3053,0.377,0.3177
38,0.3009,0.3757,0.3234
39,0.299,0.372,0.329
40,0.3036,0.3733,0.3231
41,0.3047,0.3754,0.3199
42,0.304,0.3767,0.3193
43,0.3045,0.3705,0.325
44,0.3077,0.367,0.3253
45,0.3112,0.366,0.3228
46,0.3055,0.3707,0.3238
47,0.3009,0.3723,0.3268
48,0.301,0.3691,0.3299
49,0.3118,0.3668,0.3214
50,0.318,0.3662,0.3158
51,0.3176,0.3662,0.3162
52,0.3215,0.3526,0.3259
53,0.3252,0.344,0.3308
54,0.3283,0.3411,0.3306
55,0.3256,0.3401,0.3343
56,0.3227,0.3384,0.3389
57,0.3278,0.3352,0.337
58,0.3338,0.3352,0.331
59,0.3311,0.338,0.3309
60,0.332,0.3316,0.3364
61,0.3365,0.3215,0.342
62,0.3423,0.3131,0.3446
63,0.3358,0.3158,0.3484
64,0.3212,0.3259,0.3529
65,0.3157,0.3286,0.3557
66,0.3208,0.3308,0.3484
67,0.3302,0.3331,0.3367
68,0.3334,0.3294,0.3372
69,0.3349,0.3199,0.3452
70,0.3355,0.3118,0.3527
71,0.3283,0.3157,0.356
72,0.3142,0.3286,0.3572
73,0.3046,0.3368,0.3586
74,0.3099,0.3404,0.3497
75,0.3244,0.3414,0.3342
76,0.3323,0.3407,0.327
77,0.3366,0.3315,0.3319
78,0.3379,0.3161,0.346
79,0.3295,0.3154,0.3551
80,0.3148,0.3289,0.3563
81,0.3058,0.3405,0.3537
82,0.3128,0.3485,0.3387
83,0.3272,0.3482,0.3246
84,0.3395,0.3443,0.3162
85,0.3488,0.3281,0.3231
86,0.3491,0.3128,0.3381
87,0.3421,0.3081,0.3498
88,0.327,0.3162,0.3568
89,0.3161,0.3288,0.3551
90,0.317,0.3406,0.3424
91,0.3282,0.3445,0.3273
92,0.3396,0.3392,0.3212
93,0.3501,0.3219,0.328
94,0.3531,0.3065,0.3404
95,0.344,0.3028,0.3532
96,0.3279,0.3095,0.3626
97,0.3147,0.3215,0.3638
98,0.3131,0.3302,0.3567
99,0.3184,0.3363,0.3453
100,0.3297,0.3362,0.3341
