"geracao","O","B","Y"
0,0.2043,0.599,0.1967
1,0.7479,0.2297,0.0224
2,0.8973,0.027,0.0757
3,0.8293,0.0069,0.1638
4,0.7186,0.0139,0.2675
5,0.6042,0.025,0.3708
6,0.4949,0.0385,0.4666
7,0.397,0.0556,0.5474
8,0.3223,0.0756,0.6021
9,0.2633,0.0981,0.6386
10,0.216,0.1205,0.6635
11,0.1762,0.1456,0.6782
12,0.1474,0.1716,0.681
13,0.1331,0.1977,0.6692
14,0.1283,0.2226,0.6491
15,0.13,0.2485,0.6215
16,0.1355,0.2692,0.5953
17,0.1447,0.2867,0.5686
18,0.1609,0.3007,0.5384
19,0.1784,0.3134,0.5082
20,0.197,0.3248,0.4782
21,0.2146,0.3336,0.4518
22,0.2317,0.3358,0.4325
23,0.2489,0.3363,0.4148
24,0.2667,0.334,0.3993
25,0.2782,0.3369,0.3849
26,0.2871,0.3411,0.3718
27,0.2937,0.3446,0.3617
28,0.2975,0.3484,0.3541
29,0.3023,0.3455,0.3522
30,0.308,0.3394,0.3526
31,0.3132,0.3306,0.3562
32,0.3179,0.3205,0.3616
33,0.3215,0.3104,0.3681
34,0.3227,0.3004,0.3769
35,0.3213,0.2911,0.3876
36,0.3203,0.2796,0.4001
37,0.3185,0.2672,0.4143
38,0.3245,0.2489,0.4266
39,0.3304,0.231,0.4386
40,0.325,0.2252,0.4498
41,0.3191,0.2202,0.4607
42,0.3128,0.2172,0.47
43,0.3066,0.215,0.4784
44,0.2964,0.2173,0.4863
45,0.2866,0.2196,0.4938
46,0.2754,0.2232,0.5014
47,0.2633,0.2285,0.5082
48,0.2616,0.2352,0.5032
49,0.2604,0.2438,0.4958
50,0.2603,0.2532,0.4865
51,0.2602,0.2658,0.474
52,0.2626,0.2784,0.459
53,0.2666,0.2915,0.4419
54,0.2734,0.3038,0.4228
55,0.2818,0.316,0.4022
56,0.2923,0.3285,0.3792
57,0.3038,0.3414,0.3548
58,0.316,0.3552,0.3288
59,0.3285,0.3593,0.3122
60,0.3414,0.3543,0.3043
61,0.3552,0.3288,0.316
62,0.3593,0.3122,0.3285
63,0.3543,0.3043,0.3414
64,0.3288,0.316,0.3552
65,0.3122,0.3285,0.3593
66,0.3043,0.3414,0.3543
67,0.316,0.3552,0.3288
68,0.3285,0.3593,0.3122
69,0.3414,0.3543,0.3043
70,0.3552,0.3288,0.316
71,0.3593,0.3122,0.3285
72,0.3543,0.3043,0.3414
73,0.3288,0.316,0.3552
74,0.3122,0.3285,0.3593
75,0.3043,0.3414,0.3543
76,0.316,0.3552,0.3288
77,0.3285,0.3593,0.3122
78,0.3414,0.3543,0.3043
79,0.3552,0.3288,0.316
80,0.3593,0.3122,0.3285
81,0.3543,0.3043,0.3414
82,0.3288,0.316,0.3552
83,0.3122,0.3285,0.3593
84,0.3043,0.3414,0.3543
85,0.316,0.3552,0.3288
86,0.3285,0.3593,0.3122
87,0.3414,0.3543,0.3043
88,0.3552,0.3288,0.316
89,0.3593,0.3122,0.3285
90,0.3543,0.3043,0.3414
91,0.3288,0.316,0.3552
92,0.3122,0.3285,0.3593
93,0.3043,0.3414,0.3543
94,0.316,0.3552,0.3288
95,0.3285,0.3593,0.3122
96,0.3414,0.3543,0.3043
97,0.3552,0.3288,0.316
98,0.3593,0.3122,0.3285
99,0.3543,0.3043,0.3414
100,0.3288,0.316,0.3552
