"geracao","O","B","Y"
0,0.2055,0.5927,0.2018
1,0.7481,0.2282,0.0237
2,0.9029,0.0223,0.0748
3,0.8328,0.0072,0.16
4,0.7224,0.0158,0.2618
5,0.6001,0.028,0.3719
6,0.4725,0.0445,0.483
7,0.3555,0.0648,0.5797
8,0.2608,0.0886,0.6506
9,0.193,0.1144,0.6926
10,0.1454,0.1427,0.7119
11,0.1135,0.1724,0.7141
12,0.0953,0.2028,0.7019
13,0.0846,0.2358,0.6796
14,0.0833,0.2697,0.647
15,0.088,0.3019,0.6101
16,0.1006,0.3328,0.5666
17,0.1191,0.3595,0.5214
18,0.1395,0.3843,0.4762
19,0.1627,0.407,0.4303
20,0.1875,0.4277,0.3848
21,0.214,0.4463,0.3397
22,0.2382,0.4606,0.3012
23,0.2625,0.467,0.2705
24,0.2872,0.4686,0.2442
25,0.311,0.4685,0.2205
26,0.3357,0.4641,0.2002
27,0.3535,0.4619,0.1846
28,0.3717,0.455,0.1733
29,0.3959,0.4433,0.1608
30,0.4201,0.4307,0.1492
31,0.4438,0.4146,0.1416
32,0.4673,0.3919,0.1408
33,0.4865,0.3725,0.141
34,0.5058,0.3515,0.1427
35,0.5182,0.336,0.1458
36,0.5388,0.3206,0.1406
37,0.5606,0.3039,0.1355
38,0.5824,0.2798,0.1378
39,0.6044,0.2508,0.1448
40,0.6171,0.2299,0.153
41,0.6218,0.217,0.1612
42,0.6208,0.2096,0.1696
43,0.6166,0.2059,0.1775
44,0.6101,0.2047,0.1852
45,0.6021,0.2045,0.1934
46,0.5931,0.2052,0.2017
47,0.5819,0.2071,0.211
48,0.5693,0.2103,0.2204
49,0.5546,0.2144,0.231
50,0.5381,0.2203,0.2416
51,0.5205,0.2271,0.2524
52,0.5014,0.2359,0.2627
53,0.4815,0.2457,0.2728
54,0.4605,0.2561,0.2834
55,0.4579,0.266,0.2761
56,0.4569,0.2757,0.2674
57,0.4575,0.2859,0.2566
58,0.4574,0.2772,0.2654
59,0.4563,0.2679,0.2758
60,0.4549,0.2566,0.2885
61,0.4338,0.2654,0.3008
62,0.4113,0.2758,0.3129
63,0.386,0.2885,0.3255
64,0.361,0.3008,0.3382
65,0.3352,0.3129,0.3519
66,0.3185,0.3255,0.356
67,0.3108,0.3382,0.351
68,0.3129,0.3519,0.3352
69,0.3255,0.356,0.3185
70,0.3382,0.351,0.3108
71,0.3519,0.3352,0.3129
72,0.356,0.3185,0.3255
73,0.351,0.3108,0.3382
74,0.3352,0.3129,0.3519
75,0.3185,0.3255,0.356
76,0.3108,0.3382,0.351
77,0.3129,0.3519,0.3352
78,0.3255,0.356,0.3185
79,0.3382,0.351,0.3108
80,0.3519,0.3352,0.3129
81,0.356,0.3185,0.3255
82,0.351,0.3108,0.3382
83,0.3352,0.3129,0.3519
84,0.3185,0.3255,0.356
85,0.3108,0.3382,0.351
86,0.3129,0.3519,0.3352
87,0.3255,0.356,0.3185
88,0.3382,0.351,0.3108
89,0.3519,0.3352,0.3129
90,0.356,0.3185,0.3255
91,0.351,0.3108,0.3382
92,0.3352,0.3129,0.3519
93,0.3185,0.3255,0.356
94,0.3108,0.3382,0.351
95,0.3129,0.3519,0.3352
96,0.3255,0.356,0.3185
97,0.3382,0.351,0.3108
98,0.3519,0.3352,0.3129
99,0.356,0.3185,0.3255
100,0.351,0.3108,0.3382
