"geracao","O","B","Y"
0,0.1984,0.6019,0.1997
1,0.7347,0.2437,0.0216
2,0.9092,0.0307,0.0601
3,0.8658,0.0066,0.1276
4,0.776,0.0085,0.2155
5,0.671,0.0161,0.3129
6,0.5636,0.0248,0.4116
7,0.4589,0.0348,0.5063
8,0.3633,0.0484,0.5883
9,0.286,0.06,0.654
10,0.225,0.0706,0.7044
11,0.1793,0.0785,0.7422
12,0.1451,0.0882,0.7667
13,0.1251,0.0991,0.7758
14,0.1168,0.1124,0.7708
15,0.1165,0.1272,0.7563
16,0.121,0.1422,0.7368
17,0.1325,0.1545,0.713
18,0.1436,0.1678,0.6886
19,0.1581,0.1806,0.6613
20,0.1723,0.1885,0.6392
21,0.188,0.1939,0.6181
22,0.2061,0.1961,0.5978
23,0.2282,0.1951,0.5767
24,0.2481,0.1944,0.5575
25,0.2664,0.1956,0.538
26,0.2814,0.1869,0.5317
27,0.2888,0.1869,0.5243
28,0.2968,0.1774,0.5258
29,0.2989,0.1758,0.5253
30,0.3083,0.1776,0.5141
31,0.313,0.1858,0.5012
32,0.3182,0.1856,0.4962
33,0.3273,0.184,0.4887
34,0.3397,0.1803,0.48
35,0.3459,0.1818,0.4723
36,0.3603,0.1767,0.463
37,0.3705,0.1734,0.4561
38,0.3803,0.1729,0.4468
39,0.3839,0.1824,0.4337
40,0.3907,0.1897,0.4196
41,0.3996,0.1922,0.4082
42,0.4059,0.1929,0.4012
43,0.4123,0.1943,0.3934
44,0.4181,0.1945,0.3874
45,0.4217,0.197,0.3813
46,0.4249,0.2006,0.3745
47,0.4252,0.2082,0.3666
48,0.4246,0.2159,0.3595
49,0.4272,0.2241,0.3487
50,0.4315,0.2307,0.3378
51,0.4346,0.2381,0.3273
52,0.4357,0.2435,0.3208
53,0.4361,0.2499,0.314
54,0.43,0.2589,0.3111
55,0.4245,0.2744,0.3011
56,0.4196,0.2896,0.2908
57,0.4192,0.3034,0.2774
58,0.4212,0.2947,0.2841
59,0.4119,0.2976,0.2905
60,0.3921,0.3068,0.3011
61,0.3711,0.3173,0.3116
62,0.3529,0.3241,0.323
63,0.3407,0.3378,0.3215
64,0.3308,0.3506,0.3186
65,0.3398,0.3571,0.3031
66,0.3479,0.3469,0.3052
67,0.3509,0.3339,0.3152
68,0.3503,0.3223,0.3274
69,0.3432,0.3259,0.3309
70,0.3298,0.3323,0.3379
71,0.3126,0.3433,0.3441
72,0.3156,0.3459,0.3385
73,0.3287,0.3489,0.3224
74,0.3259,0.3565,0.3176
75,0.3244,0.3545,0.3211
76,0.3372,0.3412,0.3216
77,0.3553,0.3333,0.3114
78,0.349,0.3212,0.3298
79,0.3315,0.3232,0.3453
80,0.3161,0.3328,0.3511
81,0.3113,0.3457,0.343
82,0.3064,0.3598,0.3338
83,0.3112,0.3613,0.3275
84,0.3155,0.3608,0.3237
85,0.329,0.3554,0.3156
86,0.3248,0.3519,0.3233
87,0.3118,0.3554,0.3328
88,0.3059,0.3556,0.3385
89,0.3038,0.3599,0.3363
90,0.2996,0.3674,0.333
91,0.3054,0.3698,0.3248
92,0.3065,0.3725,0.321
93,0.3046,0.3816,0.3138
94,0.3048,0.378,0.3172
95,0.3101,0.3693,0.3206
96,0.3148,0.363,0.3222
97,0.3057,0.3697,0.3246
98,0.2944,0.3759,0.3297
99,0.2931,0.3782,0.3287
100,0.2945,0.3797,0.3258
