"geracao","O","B","Y"
0,0.2005,0.6018,0.1977
1,0.7422,0.2362,0.0216
2,0.9123,0.0238,0.0639
3,0.8535,0.0045,0.142
4,0.7476,0.0098,0.2426
5,0.6249,0.019,0.3561
6,0.5032,0.0337,0.4631
7,0.3839,0.0533,0.5628
8,0.2869,0.076,0.6371
9,0.2091,0.1002,0.6907
10,0.1533,0.1262,0.7205
11,0.1134,0.1545,0.7321
12,0.0887,0.1831,0.7282
13,0.0837,0.2126,0.7037
14,0.0876,0.2416,0.6708
15,0.0996,0.2715,0.6289
16,0.1168,0.2994,0.5838
17,0.1361,0.3256,0.5383
18,0.1567,0.3497,0.4936
19,0.1788,0.3711,0.4501
20,0.2018,0.3918,0.4064
21,0.2252,0.4047,0.3701
22,0.2492,0.4134,0.3374
23,0.2741,0.4201,0.3058
24,0.3005,0.4257,0.2738
25,0.328,0.4304,0.2416
26,0.3569,0.4336,0.2095
27,0.3853,0.435,0.1797
28,0.4142,0.4288,0.157
29,0.443,0.4165,0.1405
30,0.4668,0.4065,0.1267
31,0.4881,0.3899,0.122
32,0.5072,0.373,0.1198
33,0.5262,0.3536,0.1202
34,0.5447,0.3298,0.1255
35,0.5576,0.3092,0.1332
36,0.5694,0.289,0.1416
37,0.5803,0.2694,0.1503
38,0.5897,0.2507,0.1596
39,0.5962,0.2344,0.1694
40,0.5976,0.2225,0.1799
41,0.5947,0.2148,0.1905
42,0.5901,0.2092,0.2007
43,0.5834,0.2059,0.2107
44,0.5748,0.2044,0.2208
45,0.5642,0.2042,0.2316
46,0.5519,0.2054,0.2427
47,0.5343,0.2113,0.2544
48,0.5147,0.2187,0.2666
49,0.4911,0.2294,0.2795
50,0.4668,0.2407,0.2925
51,0.4424,0.2525,0.3051
52,0.4175,0.265,0.3175
53,0.3924,0.2776,0.33
54,0.367,0.2898,0.3432
55,0.3415,0.3018,0.3567
56,0.3248,0.3139,0.3613
57,0.3171,0.3267,0.3562
58,0.319,0.3398,0.3412
59,0.3315,0.3439,0.3246
60,0.3447,0.3383,0.317
61,0.3582,0.3228,0.319
62,0.3627,0.3058,0.3315
63,0.3479,0.3074,0.3447
64,0.3228,0.319,0.3582
65,0.3058,0.3315,0.3627
66,0.3074,0.3447,0.3479
67,0.319,0.3582,0.3228
68,0.3315,0.3627,0.3058
69,0.3447,0.3479,0.3074
70,0.3582,0.3228,0.319
71,0.3627,0.3058,0.3315
72,0.3479,0.3074,0.3447
73,0.3228,0.319,0.3582
74,0.3058,0.3315,0.3627
75,0.3074,0.3447,0.3479
76,0.319,0.3582,0.3228
77,0.3315,0.3627,0.3058
78,0.3447,0.3479,0.3074
79,0.3582,0.3228,0.319
80,0.3627,0.3058,0.3315
81,0.3479,0.3074,0.3447
82,0.3228,0.319,0.3582
83,0.3058,0.3315,0.3627
84,0.3074,0.3447,0.3479
85,0.319,0.3582,0.3228
86,0.3315,0.3627,0.3058
87,0.3447,0.3479,0.3074
88,0.3582,0.3228,0.319
89,0.3627,0.3058,0.3315
90,0.3479,0.3074,0.3447
91,0.3228,0.319,0.3582
92,0.3058,0.3315,0.3627
93,0.3074,0.3447,0.3479
94,0.319,0.3582,0.3228
95,0.3315,0.3627,0.3058
96,0.3447,0.3479,0.3074
97,0.3582,0.3228,0.319
98,0.3627,0.3058,0.3315
99,0.3479,0.3074,0.3447
100,0.3228,0.319,0.3582
