"geracao","O","B","Y"
0,0.1967,0.6072,0.1961
1,0.7487,0.2352,0.0161
2,0.9263,0.0228,0.0509
3,0.8803,0.0035,0.1162
4,0.7959,0.0067,0.1974
5,0.6989,0.014,0.2871
6,0.5967,0.0258,0.3775
7,0.5011,0.0407,0.4582
8,0.4126,0.0584,0.529
9,0.3303,0.0772,0.5925
10,0.265,0.0955,0.6395
11,0.2157,0.1142,0.6701
12,0.18,0.1342,0.6858
13,0.1536,0.1552,0.6912
14,0.1371,0.1774,0.6855
15,0.1281,0.201,0.6709
16,0.1221,0.2264,0.6515
17,0.1231,0.2527,0.6242
18,0.1273,0.2803,0.5924
19,0.1341,0.3079,0.558
20,0.1426,0.3368,0.5206
21,0.156,0.3665,0.4775
22,0.1722,0.3972,0.4306
23,0.1899,0.4222,0.3879
24,0.2094,0.441,0.3496
25,0.2302,0.452,0.3178
26,0.2511,0.4596,0.2893
27,0.2724,0.4619,0.2657
28,0.2934,0.4613,0.2453
29,0.3155,0.4516,0.2329
30,0.3369,0.4399,0.2232
31,0.3587,0.4261,0.2152
32,0.3799,0.4107,0.2094
33,0.4012,0.3946,0.2042
34,0.4234,0.3772,0.1994
35,0.4402,0.3639,0.1959
36,0.457,0.3495,0.1935
37,0.474,0.3335,0.1925
38,0.4901,0.3166,0.1933
39,0.5017,0.3032,0.1951
40,0.5069,0.2942,0.1989
41,0.5096,0.287,0.2034
42,0.5102,0.2806,0.2092
43,0.5087,0.2762,0.2151
44,0.506,0.2727,0.2213
45,0.5012,0.2697,0.2291
46,0.4946,0.2671,0.2383
47,0.4859,0.264,0.2501
48,0.4741,0.263,0.2629
49,0.4597,0.2646,0.2757
50,0.4428,0.268,0.2892
51,0.4236,0.2742,0.3022
52,0.403,0.282,0.315
53,0.38,0.2925,0.3275
54,0.3557,0.3041,0.3402
55,0.3297,0.3162,0.3541
56,0.303,0.3287,0.3683
57,0.2944,0.3417,0.3639
58,0.305,0.3555,0.3395
59,0.3163,0.3703,0.3134
60,0.3289,0.3659,0.3052
61,0.3417,0.3419,0.3164
62,0.3463,0.3258,0.3279
63,0.3311,0.3282,0.3407
64,0.3151,0.3406,0.3443
65,0.3171,0.3534,0.3295
66,0.329,0.3673,0.3037
67,0.3418,0.363,0.2952
68,0.3549,0.3391,0.306
69,0.3687,0.3139,0.3174
70,0.365,0.3056,0.3294
71,0.3411,0.3168,0.3421
72,0.3253,0.3288,0.3459
73,0.3272,0.341,0.3318
74,0.3398,0.3451,0.3151
75,0.353,0.3304,0.3166
76,0.3665,0.3055,0.328
77,0.3628,0.2966,0.3406
78,0.3398,0.306,0.3542
79,0.3151,0.3169,0.368
80,0.3068,0.329,0.3642
81,0.3164,0.3418,0.3418
82,0.3277,0.3466,0.3257
83,0.3404,0.3326,0.327
84,0.345,0.317,0.338
85,0.3323,0.317,0.3507
86,0.308,0.3274,0.3646
87,0.2992,0.3388,0.362
88,0.3074,0.3515,0.3411
89,0.3168,0.3658,0.3174
90,0.3277,0.3635,0.3088
91,0.3399,0.3425,0.3176
92,0.3452,0.3276,0.3272
93,0.3337,0.3278,0.3385
94,0.3189,0.3378,0.3433
95,0.3193,0.3488,0.3319
96,0.3278,0.3615,0.3107
97,0.3382,0.3594,0.3024
98,0.3496,0.3404,0.31
99,0.3623,0.3195,0.3182
100,0.3606,0.3118,0.3276
