"geracao","O","B","Y"
0,0.2026,0.5974,0.2
1,0.7482,0.2349,0.0169
2,0.9154,0.027,0.0576
3,0.8604,0.0056,0.134
4,0.7631,0.0082,0.2287
5,0.6495,0.018,0.3325
6,0.5269,0.033,0.4401
7,0.4096,0.0524,0.538
8,0.3074,0.0758,0.6168
9,0.2252,0.1036,0.6712
10,0.1624,0.1347,0.7029
11,0.1202,0.1677,0.7121
12,0.0873,0.2036,0.7091
13,0.0694,0.2427,0.6879
14,0.0565,0.2808,0.6627
15,0.0497,0.3194,0.6309
16,0.0492,0.3578,0.593
17,0.0546,0.3979,0.5475
18,0.062,0.4376,0.5004
19,0.0704,0.4791,0.4505
20,0.0799,0.5141,0.406
21,0.0904,0.5451,0.3645
22,0.0985,0.5717,0.3298
23,0.1053,0.5984,0.2963
24,0.1125,0.6233,0.2642
25,0.1239,0.6468,0.2293
26,0.1332,0.6599,0.2069
27,0.1419,0.6682,0.1899
28,0.1548,0.6675,0.1777
29,0.168,0.6566,0.1754
30,0.1775,0.6453,0.1772
31,0.189,0.6314,0.1796
32,0.1978,0.6138,0.1884
33,0.2104,0.5937,0.1959
34,0.2207,0.569,0.2103
35,0.2311,0.5487,0.2202
36,0.2447,0.5246,0.2307
37,0.2596,0.4989,0.2415
38,0.2643,0.4797,0.256
39,0.267,0.4629,0.2701
40,0.2778,0.4456,0.2766
41,0.2893,0.4293,0.2814
42,0.2997,0.4132,0.2871
43,0.31,0.3912,0.2988
44,0.3227,0.3686,0.3087
45,0.3287,0.3518,0.3195
46,0.3198,0.3486,0.3316
47,0.3101,0.3456,0.3443
48,0.3178,0.3449,0.3373
49,0.3266,0.3464,0.327
50,0.3329,0.3497,0.3174
51,0.3393,0.3362,0.3245
52,0.3474,0.3213,0.3313
53,0.3496,0.3134,0.337
54,0.3374,0.3194,0.3432
55,0.3232,0.3267,0.3501
56,0.3162,0.3328,0.351
57,0.3227,0.3396,0.3377
58,0.3297,0.3471,0.3232
59,0.3352,0.3486,0.3162
60,0.3414,0.3359,0.3227
61,0.3483,0.322,0.3297
62,0.3492,0.3156,0.3352
63,0.3359,0.3227,0.3414
64,0.322,0.3297,0.3483
65,0.3156,0.3352,0.3492
66,0.3227,0.3414,0.3359
67,0.3297,0.3483,0.322
68,0.3352,0.3492,0.3156
69,0.3414,0.3359,0.3227
70,0.3483,0.322,0.3297
71,0.3492,0.3156,0.3352
72,0.3359,0.3227,0.3414
73,0.322,0.3297,0.3483
74,0.3156,0.3352,0.3492
75,0.3227,0.3414,0.3359
76,0.3297,0.3483,0.322
77,0.3352,0.3492,0.3156
78,0.3414,0.3359,0.3227
79,0.3483,0.322,0.3297
80,0.3492,0.3156,0.3352
81,0.3359,0.3227,0.3414
82,0.322,0.3297,0.3483
83,0.3156,0.3352,0.3492
84,0.3227,0.3414,0.3359
85,0.3297,0.3483,0.322
86,0.3352,0.3492,0.3156
87,0.3414,0.3359,0.3227
88,0.3483,0.322,0.3297
89,0.3492,0.3156,0.3352
90,0.3359,0.3227,0.3414
91,0.322,0.3297,0.3483
92,0.3156,0.3352,0.3492
93,0.3227,0.3414,0.3359
94,0.3297,0.3483,0.322
95,0.3352,0.3492,0.3156
96,0.3414,0.3359,0.3227
97,0.3483,0.322,0.3297
98,0.3492,0.3156,0.3352
99,0.3359,0.3227,0.3414
100,0.322,0.3297,0.3483
