"geracao","O","B","Y"
0,0.2026,0.5977,0.1997
1,0.7474,0.2376,0.015
2,0.9222,0.0288,0.049
3,0.8848,0.0041,0.1111
4,0.8004,0.0065,0.1931
5,0.703,0.0105,0.2865
6,0.6007,0.0164,0.3829
7,0.5032,0.0234,0.4734
8,0.4134,0.0322,0.5544
9,0.3353,0.0396,0.6251
10,0.2708,0.0456,0.6836
11,0.2168,0.0513,0.7319
12,0.1753,0.0579,0.7668
13,0.1432,0.0664,0.7904
14,0.1232,0.0753,0.8015
15,0.1128,0.086,0.8012
16,0.1092,0.097,0.7938
17,0.109,0.1071,0.7839
18,0.1126,0.1177,0.7697
19,0.1191,0.1275,0.7534
20,0.1276,0.138,0.7344
21,0.1383,0.1479,0.7138
22,0.151,0.1584,0.6906
23,0.1658,0.1683,0.6659
24,0.1825,0.1788,0.6387
25,0.1998,0.1877,0.6125
26,0.2181,0.1937,0.5882
27,0.237,0.1958,0.5672
28,0.2559,0.1958,0.5483
29,0.2719,0.1966,0.5315
30,0.2856,0.1993,0.5151
31,0.298,0.2035,0.4985
32,0.3116,0.2088,0.4796
33,0.3248,0.2142,0.461
34,0.3435,0.2174,0.4391
35,0.3633,0.2146,0.4221
36,0.3839,0.2066,0.4095
37,0.4054,0.191,0.4036
38,0.4252,0.1748,0.4
39,0.4392,0.1612,0.3996
40,0.443,0.1542,0.4028
41,0.4442,0.1474,0.4084
42,0.4419,0.1417,0.4164
43,0.4361,0.1371,0.4268
44,0.4279,0.1325,0.4396
45,0.4173,0.1279,0.4548
46,0.4157,0.1233,0.461
47,0.4133,0.1178,0.4689
48,0.4101,0.112,0.4779
49,0.4061,0.0949,0.499
50,0.4013,0.0769,0.5218
51,0.395,0.0596,0.5454
52,0.3816,0.0486,0.5698
53,0.3614,0.0436,0.595
54,0.3404,0.0386,0.621
55,0.3186,0.0336,0.6478
56,0.296,0.0286,0.6754
57,0.2728,0.0236,0.7036
58,0.2482,0.0186,0.7332
59,0.2212,0.0136,0.7652
60,0.1918,0.0083,0.7999
61,0.16,0.0039,0.8361
62,0.1258,0.0011,0.8731
63,0.0891,0,0.9109
64,0.0505,0,0.9495
65,0.0111,0,0.9889
66,2e-04,0,0.9998
67,0,0,1
68,0,0,1
69,0,0,1
70,0,0,1
71,0,0,1
72,0,0,1
73,0,0,1
74,0,0,1
75,0,0,1
76,0,0,1
77,0,0,1
78,0,0,1
79,0,0,1
80,0,0,1
81,0,0,1
82,0,0,1
83,0,0,1
84,0,0,1
85,0,0,1
86,0,0,1
87,0,0,1
88,0,0,1
89,0,0,1
90,0,0,1
91,0,0,1
92,0,0,1
93,0,0,1
94,0,0,1
95,0,0,1
96,0,0,1
97,0,0,1
98,0,0,1
99,0,0,1
100,0,0,1
