"geracao","O","B","Y"
0,0.2029,0.6022,0.1949
1,0.7527,0.2298,0.0175
2,0.9245,0.0234,0.0521
3,0.8763,0.0064,0.1173
4,0.7862,0.0114,0.2024
5,0.6833,0.0222,0.2945
6,0.5757,0.0391,0.3852
7,0.4679,0.0604,0.4717
8,0.3614,0.0857,0.5529
9,0.2689,0.1142,0.6169
10,0.1913,0.1453,0.6634
11,0.1325,0.1766,0.6909
12,0.0894,0.2099,0.7007
13,0.0645,0.2465,0.689
14,0.0521,0.2858,0.6621
15,0.0546,0.3273,0.6181
16,0.0625,0.3683,0.5692
17,0.0738,0.4116,0.5146
18,0.0869,0.4531,0.46
19,0.1013,0.4947,0.404
20,0.1171,0.5337,0.3492
21,0.1335,0.5688,0.2977
22,0.1499,0.602,0.2481
23,0.1675,0.6284,0.2041
24,0.1864,0.644,0.1696
25,0.2068,0.6493,0.1439
26,0.2288,0.6463,0.1249
27,0.2474,0.6404,0.1122
28,0.2655,0.6314,0.1031
29,0.284,0.6192,0.0968
30,0.3022,0.603,0.0948
31,0.3204,0.5787,0.1009
32,0.3387,0.5499,0.1114
33,0.3568,0.5203,0.1229
34,0.3755,0.4899,0.1346
35,0.3898,0.4624,0.1478
36,0.4,0.4384,0.1616
37,0.4091,0.4144,0.1765
38,0.419,0.3904,0.1906
39,0.4266,0.3664,0.207
40,0.4336,0.3424,0.224
41,0.4394,0.3184,0.2422
42,0.4456,0.2944,0.26
43,0.4496,0.2704,0.28
44,0.4532,0.2464,0.3004
45,0.45,0.2279,0.3221
46,0.4429,0.2161,0.341
47,0.4295,0.2067,0.3638
48,0.4139,0.1989,0.3872
49,0.3955,0.1927,0.4118
50,0.3759,0.1881,0.436
51,0.3525,0.1851,0.4624
52,0.3271,0.1837,0.4892
53,0.2987,0.1839,0.5174
54,0.2711,0.1857,0.5432
55,0.2376,0.1896,0.5728
56,0.2028,0.1944,0.6028
57,0.176,0.1992,0.6248
58,0.1707,0.204,0.6253
59,0.1729,0.2088,0.6183
60,0.1765,0.2039,0.6196
61,0.1792,0.1693,0.6515
62,0.1895,0.133,0.6775
63,0.1838,0.1053,0.7109
64,0.1486,0.1065,0.7449
65,0.1208,0.1086,0.7706
66,0.1032,0.111,0.7858
67,0.1036,0.1134,0.783
68,0.1053,0.1061,0.7886
69,0.1067,0.0885,0.8048
70,0.1113,0.0502,0.8385
71,0.1032,0.0205,0.8763
72,0.0852,3e-04,0.9145
73,0.0455,0,0.9545
74,0.015,0,0.985
75,0,0,1
76,0,0,1
77,0,0,1
78,0,0,1
79,0,0,1
80,0,0,1
81,0,0,1
82,0,0,1
83,0,0,1
84,0,0,1
85,0,0,1
86,0,0,1
87,0,0,1
88,0,0,1
89,0,0,1
90,0,0,1
91,0,0,1
92,0,0,1
93,0,0,1
94,0,0,1
95,0,0,1
96,0,0,1
97,0,0,1
98,0,0,1
99,0,0,1
100,0,0,1
