"geracao","O","B","Y"
0,0.2023,0.6022,0.1955
1,0.7537,0.2271,0.0192
2,0.9189,0.0231,0.058
3,0.8689,0.0052,0.1259
4,0.7811,0.006,0.2129
5,0.6752,0.0112,0.3136
6,0.5631,0.0196,0.4173
7,0.4607,0.0335,0.5058
8,0.3704,0.0488,0.5808
9,0.2956,0.0635,0.6409
10,0.2311,0.0777,0.6912
11,0.1755,0.0925,0.732
12,0.1328,0.1075,0.7597
13,0.1091,0.1232,0.7677
14,0.1033,0.1363,0.7604
15,0.106,0.1501,0.7439
16,0.116,0.1649,0.7191
17,0.1307,0.1804,0.6889
18,0.1474,0.192,0.6606
19,0.1655,0.2015,0.633
20,0.1845,0.2105,0.605
21,0.2036,0.218,0.5784
22,0.2215,0.2272,0.5513
23,0.2435,0.232,0.5245
24,0.2641,0.239,0.4969
25,0.285,0.2453,0.4697
26,0.3045,0.2503,0.4452
27,0.3276,0.2514,0.421
28,0.3477,0.2543,0.398
29,0.3652,0.2592,0.3756
30,0.3833,0.2647,0.352
31,0.4024,0.2697,0.3279
32,0.4201,0.2699,0.31
33,0.4363,0.2671,0.2966
34,0.4496,0.2606,0.2898
35,0.4599,0.2568,0.2833
36,0.4684,0.2533,0.2783
37,0.4701,0.254,0.2759
38,0.4697,0.2542,0.2761
39,0.4657,0.2555,0.2788
40,0.4584,0.2592,0.2824
41,0.4478,0.2606,0.2916
42,0.4322,0.2655,0.3023
43,0.425,0.2668,0.3082
44,0.4151,0.2726,0.3123
45,0.4047,0.2813,0.314
46,0.3879,0.2853,0.3268
47,0.3712,0.288,0.3408
48,0.3571,0.2911,0.3518
49,0.3353,0.3036,0.3611
50,0.3272,0.3134,0.3594
51,0.3291,0.3204,0.3505
52,0.3311,0.3264,0.3425
53,0.3291,0.3256,0.3453
54,0.3292,0.3169,0.3539
55,0.3355,0.308,0.3565
56,0.3352,0.3092,0.3556
57,0.3272,0.3121,0.3607
58,0.3331,0.3094,0.3575
59,0.3337,0.3081,0.3582
60,0.3349,0.3144,0.3507
61,0.3353,0.3103,0.3544
62,0.3408,0.3097,0.3495
63,0.3384,0.3166,0.345
64,0.3366,0.3154,0.348
65,0.3358,0.3084,0.3558
66,0.3398,0.3032,0.357
67,0.3357,0.3083,0.356
68,0.3283,0.3172,0.3545
69,0.325,0.3173,0.3577
70,0.3288,0.3156,0.3556
71,0.3368,0.3133,0.3499
72,0.3332,0.319,0.3478
73,0.3289,0.3174,0.3537
74,0.3242,0.3167,0.3591
75,0.3271,0.3203,0.3526
76,0.3234,0.3228,0.3538
77,0.3239,0.3279,0.3482
78,0.3302,0.3239,0.3459
79,0.335,0.3225,0.3425
80,0.3442,0.3149,0.3409
81,0.3424,0.314,0.3436
82,0.3412,0.3085,0.3503
83,0.3342,0.3052,0.3606
84,0.3316,0.3096,0.3588
85,0.322,0.3183,0.3597
86,0.3178,0.3292,0.353
87,0.3216,0.3296,0.3488
88,0.3325,0.33,0.3375
89,0.3449,0.3216,0.3335
90,0.345,0.3164,0.3386
91,0.3407,0.3088,0.3505
92,0.33,0.3068,0.3632
93,0.3222,0.3114,0.3664
94,0.3136,0.3248,0.3616
95,0.315,0.3409,0.3441
96,0.3238,0.3425,0.3337
97,0.3375,0.3324,0.3301
98,0.3519,0.3108,0.3373
99,0.3484,0.305,0.3466
100,0.338,0.3022,0.3598
