"geracao","O","B","Y"
0,0.1963,0.5996,0.2041
1,0.734,0.2467,0.0193
2,0.9135,0.0308,0.0557
3,0.8668,0.0055,0.1277
4,0.7684,0.0085,0.2231
5,0.6554,0.0152,0.3294
6,0.5381,0.024,0.4379
7,0.4232,0.0365,0.5403
8,0.3305,0.0489,0.6206
9,0.2568,0.0611,0.6821
10,0.1964,0.0731,0.7305
11,0.1504,0.0857,0.7639
12,0.1167,0.0973,0.786
13,0.0913,0.1086,0.8001
14,0.0782,0.1198,0.802
15,0.0735,0.1322,0.7943
16,0.0735,0.1474,0.7791
17,0.0802,0.1649,0.7549
18,0.0894,0.1835,0.7271
19,0.0986,0.203,0.6984
20,0.1087,0.2233,0.668
21,0.1191,0.2437,0.6372
22,0.1296,0.2656,0.6048
23,0.1401,0.281,0.5789
24,0.1499,0.2934,0.5567
25,0.1604,0.305,0.5346
26,0.1708,0.3167,0.5125
27,0.1824,0.3279,0.4897
28,0.194,0.3384,0.4676
29,0.2065,0.3481,0.4454
30,0.2193,0.3563,0.4244
31,0.2322,0.3636,0.4042
32,0.2451,0.37,0.3849
33,0.2573,0.3738,0.3689
34,0.2702,0.3768,0.353
35,0.283,0.3799,0.3371
36,0.297,0.3825,0.3205
37,0.311,0.3844,0.3046
38,0.3259,0.3855,0.2886
39,0.3411,0.3851,0.2738
40,0.3564,0.375,0.2686
41,0.3717,0.3619,0.2664
42,0.3863,0.3439,0.2698
43,0.4016,0.3205,0.2779
44,0.4168,0.296,0.2872
45,0.4268,0.2752,0.298
46,0.4298,0.2595,0.3107
47,0.4247,0.252,0.3233
48,0.4111,0.2518,0.3371
49,0.3939,0.2552,0.3509
50,0.3736,0.2608,0.3656
51,0.35,0.2694,0.3806
52,0.334,0.2788,0.3872
53,0.3254,0.2899,0.3847
54,0.3172,0.3021,0.3807
55,0.308,0.3154,0.3766
56,0.3003,0.3287,0.371
57,0.3026,0.3413,0.3561
58,0.3154,0.3546,0.33
59,0.3287,0.3678,0.3035
60,0.3413,0.3541,0.3046
61,0.3546,0.3291,0.3163
62,0.3678,0.3034,0.3288
63,0.3541,0.3046,0.3413
64,0.3291,0.3163,0.3546
65,0.3034,0.3288,0.3678
66,0.3046,0.3413,0.3541
67,0.3163,0.3546,0.3291
68,0.3288,0.3678,0.3034
69,0.3413,0.3541,0.3046
70,0.3546,0.3291,0.3163
71,0.3678,0.3034,0.3288
72,0.3541,0.3046,0.3413
73,0.3291,0.3163,0.3546
74,0.3034,0.3288,0.3678
75,0.3046,0.3413,0.3541
76,0.3163,0.3546,0.3291
77,0.3288,0.3678,0.3034
78,0.3413,0.3541,0.3046
79,0.3546,0.3291,0.3163
80,0.3678,0.3034,0.3288
81,0.3541,0.3046,0.3413
82,0.3291,0.3163,0.3546
83,0.3034,0.3288,0.3678
84,0.3046,0.3413,0.3541
85,0.3163,0.3546,0.3291
86,0.3288,0.3678,0.3034
87,0.3413,0.3541,0.3046
88,0.3546,0.3291,0.3163
89,0.3678,0.3034,0.3288
90,0.3541,0.3046,0.3413
91,0.3291,0.3163,0.3546
92,0.3034,0.3288,0.3678
93,0.3046,0.3413,0.3541
94,0.3163,0.3546,0.3291
95,0.3288,0.3678,0.3034
96,0.3413,0.3541,0.3046
97,0.3546,0.3291,0.3163
98,0.3678,0.3034,0.3288
99,0.3541,0.3046,0.3413
100,0.3291,0.3163,0.3546
