"geracao","O","B","Y"
0,0.2042,0.5951,0.2007
1,0.7464,0.235,0.0186
2,0.9129,0.0265,0.0606
3,0.8544,0.0057,0.1399
4,0.7478,0.0119,0.2403
5,0.6265,0.0242,0.3493
6,0.5051,0.0399,0.455
7,0.3918,0.0586,0.5496
8,0.2894,0.0798,0.6308
9,0.2047,0.1025,0.6928
10,0.144,0.1277,0.7283
11,0.1103,0.1553,0.7344
12,0.0898,0.1838,0.7264
13,0.0821,0.2106,0.7073
14,0.0785,0.2381,0.6834
15,0.0802,0.2663,0.6535
16,0.0844,0.2953,0.6203
17,0.0912,0.3251,0.5837
18,0.0996,0.3518,0.5486
19,0.1115,0.3739,0.5146
20,0.1248,0.3949,0.4803
21,0.1396,0.4147,0.4457
22,0.1548,0.4319,0.4133
23,0.172,0.4436,0.3844
24,0.1886,0.451,0.3604
25,0.2026,0.4594,0.338
26,0.2123,0.4689,0.3188
27,0.2256,0.4751,0.2993
28,0.2358,0.4786,0.2856
29,0.2462,0.4796,0.2742
30,0.2562,0.4782,0.2656
31,0.2674,0.4728,0.2598
32,0.2772,0.4593,0.2635
33,0.2876,0.4392,0.2732
34,0.2974,0.4116,0.291
35,0.304,0.3888,0.3072
36,0.3014,0.3706,0.328
37,0.2984,0.3509,0.3507
38,0.2938,0.3303,0.3759
39,0.2908,0.3097,0.3995
40,0.2842,0.2891,0.4267
41,0.2776,0.2685,0.4539
42,0.2693,0.2479,0.4828
43,0.2678,0.2273,0.5049
44,0.2592,0.2067,0.5341
45,0.25,0.1861,0.5639
46,0.2396,0.1655,0.5949
47,0.2296,0.1449,0.6255
48,0.2174,0.1243,0.6583
49,0.2048,0.1037,0.6915
50,0.1908,0.0831,0.7261
51,0.1792,0.0625,0.7583
52,0.1638,0.0419,0.7943
53,0.148,0.0213,0.8307
54,0.1306,7e-04,0.8687
55,0.0927,0,0.9073
56,0.0535,0,0.9465
57,0.0135,0,0.9865
58,0,0,1
59,0,0,1
60,0,0,1
61,0,0,1
62,0,0,1
63,0,0,1
64,0,0,1
65,0,0,1
66,0,0,1
67,0,0,1
68,0,0,1
69,0,0,1
70,0,0,1
71,0,0,1
72,0,0,1
73,0,0,1
74,0,0,1
75,0,0,1
76,0,0,1
77,0,0,1
78,0,0,1
79,0,0,1
80,0,0,1
81,0,0,1
82,0,0,1
83,0,0,1
84,0,0,1
85,0,0,1
86,0,0,1
87,0,0,1
88,0,0,1
89,0,0,1
90,0,0,1
91,0,0,1
92,0,0,1
93,0,0,1
94,0,0,1
95,0,0,1
96,0,0,1
97,0,0,1
98,0,0,1
99,0,0,1
100,0,0,1
