"","Generation","O","Y","B"
"1",0,0.3371,0.3354,0.3275
"2",1,0.3293,0.3458,0.3249
"3",2,0.3121,0.3557,0.3322
"4",3,0.2821,0.3681,0.3498
"5",4,0.2538,0.3739,0.3723
"6",5,0.2289,0.388,0.3831
"7",6,0.2146,0.4034,0.382
"8",7,0.1954,0.4214,0.3832
"9",8,0.1737,0.4373,0.389
"10",9,0.1577,0.4533,0.389
"11",10,0.1456,0.4699,0.3845
"12",11,0.1328,0.4928,0.3744
"13",12,0.1123,0.5224,0.3653
"14",13,0.1027,0.5532,0.3441
"15",14,0.0902,0.577,0.3328
"16",15,0.0821,0.6002,0.3177
"17",16,0.0746,0.6273,0.2981
"18",17,0.0662,0.6577,0.2761
"19",18,0.0605,0.6828,0.2567
"20",19,0.0547,0.7097,0.2356
"21",20,0.0512,0.7356,0.2132
"22",21,0.0475,0.7641,0.1884
"23",22,0.0444,0.7922,0.1634
"24",23,0.0403,0.8171,0.1426
"25",24,0.0401,0.8328,0.1271
"26",25,0.0399,0.8558,0.1043
"27",26,0.0425,0.8711,0.0864
"28",27,0.0426,0.8862,0.0712
"29",28,0.0472,0.8917,0.0611
"30",29,0.0497,0.9017,0.0486
"31",30,0.0551,0.903,0.0419
"32",31,0.0576,0.9074,0.035
"33",32,0.0637,0.9047,0.0316
"34",33,0.0697,0.9007,0.0296
"35",34,0.0784,0.8942,0.0274
"36",35,0.0839,0.89,0.0261
"37",36,0.0914,0.8847,0.0239
"38",37,0.1013,0.8761,0.0226
"39",38,0.1111,0.8683,0.0206
"40",39,0.1196,0.8593,0.0211
"41",40,0.1294,0.8501,0.0205
"42",41,0.1406,0.8378,0.0216
"43",42,0.158,0.82,0.022
"44",43,0.1712,0.8073,0.0215
"45",44,0.1863,0.7929,0.0208
"46",45,0.2051,0.7749,0.02
"47",46,0.2194,0.7628,0.0178
"48",47,0.2434,0.7368,0.0198
"49",48,0.2539,0.7262,0.0199
"50",49,0.2682,0.7136,0.0182
"51",50,0.2903,0.692,0.0177
"52",51,0.3054,0.6776,0.017
"53",52,0.3301,0.6546,0.0153
"54",53,0.3495,0.6367,0.0138
"55",54,0.3642,0.6243,0.0115
"56",55,0.3776,0.6117,0.0107
"57",56,0.3989,0.591,0.0101
"58",57,0.419,0.57,0.011
"59",58,0.4458,0.5444,0.0098
"60",59,0.4674,0.5233,0.0093
"61",60,0.4867,0.5031,0.0102
"62",61,0.5044,0.4843,0.0113
"63",62,0.5214,0.4667,0.0119
"64",63,0.5358,0.4503,0.0139
"65",64,0.5464,0.4394,0.0142
"66",65,0.5678,0.418,0.0142
"67",66,0.5867,0.3985,0.0148
"68",67,0.6022,0.3826,0.0152
"69",68,0.6202,0.3629,0.0169
"70",69,0.6308,0.3502,0.019
"71",70,0.6485,0.3322,0.0193
"72",71,0.6592,0.3186,0.0222
"73",72,0.6678,0.3083,0.0239
"74",73,0.6838,0.2906,0.0256
"75",74,0.6977,0.2762,0.0261
"76",75,0.7205,0.2532,0.0263
"77",76,0.7363,0.2341,0.0296
"78",77,0.7411,0.2296,0.0293
"79",78,0.7526,0.2173,0.0301
"80",79,0.7601,0.2092,0.0307
"81",80,0.7714,0.1944,0.0342
"82",81,0.779,0.1849,0.0361
"83",82,0.7833,0.1772,0.0395
"84",83,0.7844,0.1727,0.0429
"85",84,0.7912,0.1624,0.0464
"86",85,0.8018,0.1516,0.0466
"87",86,0.8035,0.1451,0.0514
"88",87,0.8126,0.1367,0.0507
"89",88,0.8198,0.1276,0.0526
"90",89,0.825,0.1193,0.0557
"91",90,0.8272,0.1137,0.0591
"92",91,0.8269,0.1143,0.0588
"93",92,0.8313,0.1065,0.0622
"94",93,0.8346,0.1012,0.0642
"95",94,0.8408,0.0929,0.0663
"96",95,0.844,0.0892,0.0668
"97",96,0.844,0.0869,0.0691
"98",97,0.8416,0.088,0.0704
"99",98,0.8398,0.0851,0.0751
"100",99,0.8425,0.0812,0.0763
"101",100,0.8418,0.0784,0.0798
"102",101,0.8417,0.077,0.0813
"103",102,0.8387,0.0795,0.0818
"104",103,0.8384,0.0774,0.0842
"105",104,0.8395,0.0733,0.0872
"106",105,0.8329,0.0718,0.0953
"107",106,0.8339,0.0703,0.0958
"108",107,0.8273,0.0724,0.1003
"109",108,0.8311,0.0702,0.0987
"110",109,0.8306,0.0701,0.0993
"111",110,0.8257,0.0686,0.1057
"112",111,0.8205,0.0699,0.1096
"113",112,0.8162,0.0707,0.1131
"114",113,0.8121,0.0697,0.1182
"115",114,0.8086,0.0692,0.1222
"116",115,0.8046,0.0677,0.1277
"117",116,0.8028,0.0665,0.1307
"118",117,0.8023,0.0649,0.1328
"119",118,0.8016,0.0643,0.1341
"120",119,0.8041,0.0601,0.1358
"121",120,0.8005,0.0586,0.1409
"122",121,0.7953,0.0597,0.145
"123",122,0.7895,0.0604,0.1501
"124",123,0.7893,0.0603,0.1504
"125",124,0.7871,0.0615,0.1514
"126",125,0.7843,0.0594,0.1563
"127",126,0.7798,0.0606,0.1596
"128",127,0.7726,0.0605,0.1669
"129",128,0.7677,0.0647,0.1676
"130",129,0.7653,0.066,0.1687
"131",130,0.7634,0.0658,0.1708
"132",131,0.7625,0.0658,0.1717
"133",132,0.7573,0.0658,0.1769
"134",133,0.7518,0.0675,0.1807
"135",134,0.7477,0.0692,0.1831
"136",135,0.7426,0.0727,0.1847
"137",136,0.7383,0.0758,0.1859
"138",137,0.731,0.0788,0.1902
"139",138,0.7264,0.0827,0.1909
"140",139,0.7211,0.0848,0.1941
"141",140,0.7141,0.0883,0.1976
"142",141,0.7061,0.0902,0.2037
"143",142,0.6982,0.0941,0.2077
"144",143,0.6932,0.0944,0.2124
"145",144,0.6845,0.0977,0.2178
"146",145,0.6828,0.099,0.2182
"147",146,0.6755,0.1,0.2245
"148",147,0.6716,0.1004,0.228
"149",148,0.6701,0.1029,0.227
"150",149,0.6698,0.1078,0.2224
"151",150,0.6635,0.1112,0.2253
"152",151,0.6576,0.1124,0.23
"153",152,0.6526,0.1135,0.2339
"154",153,0.6542,0.1146,0.2312
"155",154,0.6495,0.1157,0.2348
"156",155,0.6463,0.1192,0.2345
