"","Generation","O","Y","B"
"1",0,0.3343,0.3293,0.3364
"2",1,0.3243,0.3345,0.3412
"3",2,0.3122,0.3366,0.3512
"4",3,0.2953,0.3461,0.3586
"5",4,0.2689,0.3597,0.3714
"6",5,0.2497,0.3751,0.3752
"7",6,0.23,0.3866,0.3834
"8",7,0.2124,0.4022,0.3854
"9",8,0.191,0.4183,0.3907
"10",9,0.1734,0.4389,0.3877
"11",10,0.1605,0.4577,0.3818
"12",11,0.1447,0.4765,0.3788
"13",12,0.1287,0.5071,0.3642
"14",13,0.1195,0.5335,0.347
"15",14,0.1061,0.5556,0.3383
"16",15,0.0951,0.5807,0.3242
"17",16,0.0872,0.6075,0.3053
"18",17,0.0784,0.6339,0.2877
"19",18,0.0713,0.6631,0.2656
"20",19,0.0647,0.6962,0.2391
"21",20,0.0594,0.7265,0.2141
"22",21,0.0562,0.7492,0.1946
"23",22,0.0531,0.7705,0.1764
"24",23,0.049,0.7935,0.1575
"25",24,0.0454,0.8225,0.1321
"26",25,0.0428,0.8401,0.1171
"27",26,0.0436,0.8452,0.1112
"28",27,0.0429,0.8608,0.0963
"29",28,0.0433,0.8743,0.0824
"30",29,0.0453,0.8871,0.0676
"31",30,0.0486,0.8986,0.0528
"32",31,0.0544,0.904,0.0416
"33",32,0.0596,0.9026,0.0378
"34",33,0.0629,0.9062,0.0309
"35",34,0.0697,0.9062,0.0241
"36",35,0.0721,0.9057,0.0222
"37",36,0.0774,0.9031,0.0195
"38",37,0.0838,0.899,0.0172
"39",38,0.0951,0.8898,0.0151
"40",39,0.1024,0.8846,0.013
"41",40,0.1161,0.874,0.0099
"42",41,0.1291,0.8614,0.0095
"43",42,0.1444,0.8487,0.0069
"44",43,0.1613,0.8325,0.0062
"45",44,0.176,0.8178,0.0062
"46",45,0.1918,0.8029,0.0053
"47",46,0.2071,0.7884,0.0045
"48",47,0.2222,0.7741,0.0037
"49",48,0.2376,0.7595,0.0029
"50",49,0.2644,0.7329,0.0027
"51",50,0.2767,0.7205,0.0028
"52",51,0.2976,0.6997,0.0027
"53",52,0.3203,0.6757,0.004
"54",53,0.3412,0.6539,0.0049
"55",54,0.3554,0.6379,0.0067
"56",55,0.3713,0.6218,0.0069
"57",56,0.3905,0.6022,0.0073
"58",57,0.4065,0.5859,0.0076
"59",58,0.4308,0.5611,0.0081
"60",59,0.4465,0.5443,0.0092
"61",60,0.4616,0.5285,0.0099
"62",61,0.4721,0.5181,0.0098
"63",62,0.4895,0.5005,0.01
"64",63,0.5205,0.4698,0.0097
"65",64,0.5353,0.4552,0.0095
"66",65,0.5549,0.4357,0.0094
"67",66,0.5763,0.4146,0.0091
"68",67,0.5971,0.3936,0.0093
"69",68,0.6156,0.3757,0.0087
"70",69,0.6317,0.3593,0.009
"71",70,0.6458,0.3447,0.0095
"72",71,0.66,0.3294,0.0106
"73",72,0.6783,0.3105,0.0112
"74",73,0.6936,0.2935,0.0129
"75",74,0.7092,0.2772,0.0136
"76",75,0.725,0.2593,0.0157
