"","Generation","strategy","prob","freq_media","freq_sd"
"1",0,"B",0.5,0.333302,0.00402055275359551
"2",0,"O",0.5,0.333422,0.00437960332136659
"3",0,"Y",0.5,0.333276,0.00472925816891855
"4",1,"B",0.5,0.324737,0.00563095081409055
"5",1,"O",0.5,0.334667,0.00651895534482932
"6",1,"Y",0.5,0.340596,0.00672840984110652
"7",2,"B",0.5,0.317697,0.00719371857030054
"8",2,"O",0.5,0.333541,0.00836766377011511
"9",2,"Y",0.5,0.348762,0.00872128222432709
"10",3,"B",0.5,0.311363,0.0087127058618057
"11",3,"O",0.5,0.330486,0.0101401494221254
"12",3,"Y",0.5,0.358151,0.0101981429781123
"13",4,"B",0.5,0.305973,0.0097976378827148
"14",4,"O",0.5,0.326574,0.0116639704243712
"15",4,"Y",0.5,0.367453,0.011795877168817
"16",5,"B",0.5,0.300168,0.011264432986398
"17",5,"O",0.5,0.322743,0.0130041349678718
"18",5,"Y",0.5,0.377089,0.0131340093273189
"19",6,"B",0.5,0.294259,0.0117265053738455
"20",6,"O",0.5,0.318315,0.013516681612666
"21",6,"Y",0.5,0.387426,0.0145748892956275
"22",7,"B",0.5,0.288798,0.0123613030923691
"23",7,"O",0.5,0.313887,0.0144339502632516
"24",7,"Y",0.5,0.397315,0.0155057263778596
"25",8,"B",0.5,0.283486,0.0132957502134093
"26",8,"O",0.5,0.308939,0.0155165398556157
"27",8,"Y",0.5,0.407575,0.0166645778994146
"28",9,"B",0.5,0.278077,0.0139292937090264
"29",9,"O",0.5,0.30463,0.0165108381912542
"30",9,"Y",0.5,0.417293,0.0174756353044154
"31",10,"B",0.5,0.271926,0.0154806012202826
"32",10,"O",0.5,0.300643,0.0175104947175266
"33",10,"Y",0.5,0.427431,0.0187143314336928
"34",11,"B",0.5,0.265111,0.0159654418142196
"35",11,"O",0.5,0.296917,0.0190454589354157
"36",11,"Y",0.5,0.437972,0.0205387885315428
"37",12,"B",0.5,0.258404,0.0162034970661187
"38",12,"O",0.5,0.293282,0.0202587822582173
"39",12,"Y",0.5,0.448314,0.0219998898987144
"40",13,"B",0.5,0.251482,0.0167981202652096
"41",13,"O",0.5,0.289769,0.0209110801183768
"42",13,"Y",0.5,0.458749,0.0232696598534867
"43",14,"B",0.5,0.243969,0.0170056478734554
"44",14,"O",0.5,0.286872,0.0216432511234315
"45",14,"Y",0.5,0.469159,0.0239784418959526
"46",15,"B",0.5,0.236142,0.0174197448635481
"47",15,"O",0.5,0.284564,0.0223099086560753
"48",15,"Y",0.5,0.479294,0.0244869737376484
"49",16,"B",0.5,0.228644,0.0178677878436096
"50",16,"O",0.5,0.282333,0.023156019157712
"51",16,"Y",0.5,0.489023,0.0253504442014755
"52",17,"B",0.5,0.220365,0.0183470052327376
"53",17,"O",0.5,0.280447,0.0241129851224429
"54",17,"Y",0.5,0.499188,0.0266925036955201
"55",18,"B",0.5,0.212776,0.0183861449812822
"56",18,"O",0.5,0.279057,0.0249172215606602
"57",18,"Y",0.5,0.508167,0.0275598340988395
"58",19,"B",0.5,0.205062,0.0187287969272838
"59",19,"O",0.5,0.27815,0.0260027562641604
"60",19,"Y",0.5,0.516788,0.0284810668282768
"61",20,"B",0.5,0.197399,0.0189390382730241
"62",20,"O",0.5,0.277465,0.0264553344757201
"63",20,"Y",0.5,0.525136,0.0288998742438982
"64",21,"B",0.5,0.189619,0.0188682604263125
"65",21,"O",0.5,0.277309,0.0272895921071338
"66",21,"Y",0.5,0.533072,0.0290724489661413
"67",22,"B",0.5,0.181586,0.0191620522508589
"68",22,"O",0.5,0.27716,0.0278785497354783
"69",22,"Y",0.5,0.541254,0.0295852216042695
"70",23,"B",0.5,0.174345,0.0192765486610759
"71",23,"O",0.5,0.277921,0.028712469733233
"72",23,"Y",0.5,0.547734,0.0300297570265014
"73",24,"B",0.5,0.167089,0.0193495746566672
"74",24,"O",0.5,0.278985,0.0300268848389458
"75",24,"Y",0.5,0.553926,0.0308404418341445
"76",25,"B",0.5,0.159652,0.0195265759332446
