"","Generation","O","Y","B"
"1",0,0.3294,0.335,0.3356
"2",1,0.3177,0.34,0.3423
"3",2,0.3054,0.346,0.3486
"4",3,0.2908,0.356,0.3532
"5",4,0.2667,0.3683,0.365
"6",5,0.2457,0.3742,0.3801
"7",6,0.2275,0.3837,0.3888
"8",7,0.2102,0.4022,0.3876
"9",8,0.193,0.4237,0.3833
"10",9,0.1761,0.4426,0.3813
"11",10,0.1597,0.4537,0.3866
"12",11,0.1454,0.472,0.3826
"13",12,0.1312,0.5012,0.3676
"14",13,0.1135,0.5259,0.3606
"15",14,0.1019,0.5491,0.349
"16",15,0.0929,0.5758,0.3313
"17",16,0.0836,0.6014,0.315
"18",17,0.0766,0.6303,0.2931
"19",18,0.0732,0.6583,0.2685
"20",19,0.0664,0.6874,0.2462
"21",20,0.0637,0.7132,0.2231
"22",21,0.0599,0.7295,0.2106
"23",22,0.057,0.7496,0.1934
"24",23,0.056,0.7707,0.1733
"25",24,0.0513,0.7972,0.1515
"26",25,0.0497,0.8145,0.1358
"27",26,0.0499,0.832,0.1181
"28",27,0.0492,0.8483,0.1025
"29",28,0.0514,0.8559,0.0927
"30",29,0.0517,0.8688,0.0795
"31",30,0.0524,0.8801,0.0675
"32",31,0.056,0.89,0.054
"33",32,0.0578,0.897,0.0452
"34",33,0.06,0.8995,0.0405
"35",34,0.0643,0.904,0.0317
"36",35,0.0714,0.9011,0.0275
"37",36,0.0777,0.8974,0.0249
"38",37,0.0821,0.8951,0.0228
"39",38,0.0888,0.8928,0.0184
"40",39,0.0994,0.8831,0.0175
"41",40,0.1082,0.8753,0.0165
"42",41,0.1199,0.8658,0.0143
"43",42,0.1282,0.859,0.0128
"44",43,0.1446,0.8438,0.0116
"45",44,0.155,0.8339,0.0111
"46",45,0.1697,0.8196,0.0107
"47",46,0.1774,0.8118,0.0108
"48",47,0.1907,0.8,0.0093
"49",48,0.2073,0.7839,0.0088
"50",49,0.2211,0.7707,0.0082
"51",50,0.239,0.7536,0.0074
"52",51,0.26,0.7326,0.0074
"53",52,0.2801,0.7126,0.0073
"54",53,0.3012,0.6917,0.0071
"55",54,0.3224,0.6702,0.0074
"56",55,0.3409,0.6504,0.0087
"57",56,0.3665,0.6238,0.0097
"58",57,0.3896,0.5999,0.0105
"59",58,0.4021,0.5869,0.011
"60",59,0.4257,0.5637,0.0106
"61",60,0.4552,0.5344,0.0104
"62",61,0.4745,0.5156,0.0099
"63",62,0.4943,0.4956,0.0101
"64",63,0.5123,0.4771,0.0106
"65",64,0.5276,0.4619,0.0105
"66",65,0.5435,0.4469,0.0096
"67",66,0.5589,0.4327,0.0084
"68",67,0.5814,0.4109,0.0077
"69",68,0.602,0.3915,0.0065
"70",69,0.6255,0.368,0.0065
"71",70,0.6438,0.349,0.0072
"72",71,0.6564,0.3357,0.0079
"73",72,0.678,0.315,0.007
"74",73,0.6992,0.292,0.0088
"75",74,0.7236,0.2663,0.0101
"76",75,0.7387,0.2516,0.0097
"77",76,0.7486,0.2428,0.0086
"78",77,0.7592,0.2311,0.0097
"79",78,0.7755,0.214,0.0105
"80",79,0.7851,0.2042,0.0107
"81",80,0.7954,0.195,0.0096
"82",81,0.8112,0.1794,0.0094
"83",82,0.8199,0.1693,0.0108
"84",83,0.829,0.1607,0.0103
"85",84,0.841,0.149,0.01
"86",85,0.8575,0.1337,0.0088
"87",86,0.8638,0.127,0.0092
"88",87,0.8707,0.1213,0.008
"89",88,0.8747,0.1167,0.0086
"90",89,0.8809,0.1107,0.0084
"91",90,0.8899,0.1014,0.0087
"92",91,0.8986,0.0936,0.0078
"93",92,0.9027,0.0906,0.0067
"94",93,0.9049,0.0877,0.0074
"95",94,0.9092,0.0827,0.0081
"96",95,0.9179,0.0749,0.0072
"97",96,0.9266,0.0667,0.0067
"98",97,0.9318,0.0613,0.0069
"99",98,0.9355,0.0569,0.0076
"100",99,0.9405,0.051,0.0085
"101",100,0.9465,0.0455,0.008
"102",101,0.9491,0.0422,0.0087
"103",102,0.9541,0.0362,0.0097
"104",103,0.9574,0.0342,0.0084
"105",104,0.9605,0.0313,0.0082
"106",105,0.9618,0.0308,0.0074
"107",106,0.9652,0.0274,0.0074
"108",107,0.9699,0.023,0.0071
"109",108,0.9717,0.0204,0.0079
"110",109,0.974,0.0182,0.0078
"111",110,0.975,0.0182,0.0068
"112",111,0.9777,0.0159,0.0064
"113",112,0.9784,0.0138,0.0078
"114",113,0.9806,0.0123,0.0071
"115",114,0.9841,0.0098,0.0061
"116",115,0.9864,0.0078,0.0058
"117",116,0.9875,0.0076,0.0049
"118",117,0.9883,0.0074,0.0043
"119",118,0.9893,0.006,0.0047
"120",119,0.9904,0.0055,0.0041
"121",120,0.9923,0.0041,0.0036
"122",121,0.9921,0.0043,0.0036
"123",122,0.9924,0.0041,0.0035
"124",123,0.9941,0.0034,0.0025
"125",124,0.9954,0.0027,0.0019
"126",125,0.9954,0.0025,0.0021
"127",126,0.9966,0.0017,0.0017
"128",127,0.9973,0.0013,0.0014
"129",128,0.9977,9e-04,0.0014
"130",129,0.9981,9e-04,0.001
"131",130,0.9984,6e-04,0.001
