"","Generation","O","Y","B"
"1",0,0.3306,0.3345,0.3349
"2",1,0.3212,0.3436,0.3352
"3",2,0.3028,0.3538,0.3434
"4",3,0.2857,0.3619,0.3524
"5",4,0.2675,0.3762,0.3563
"6",5,0.2507,0.3811,0.3682
"7",6,0.2364,0.3892,0.3744
"8",7,0.2208,0.4055,0.3737
"9",8,0.1977,0.4235,0.3788
"10",9,0.1841,0.4458,0.3701
"11",10,0.1688,0.4643,0.3669
"12",11,0.1543,0.4784,0.3673
"13",12,0.1409,0.5017,0.3574
"14",13,0.1299,0.5281,0.342
"15",14,0.1146,0.556,0.3294
"16",15,0.104,0.5804,0.3156
"17",16,0.0911,0.612,0.2969
"18",17,0.0805,0.6448,0.2747
"19",18,0.0769,0.6682,0.2549
"20",19,0.0687,0.6952,0.2361
"21",20,0.0621,0.7184,0.2195
"22",21,0.0547,0.7437,0.2016
"23",22,0.0512,0.7684,0.1804
"24",23,0.047,0.7939,0.1591
"25",24,0.0485,0.8135,0.138
"26",25,0.0483,0.8314,0.1203
"27",26,0.0458,0.844,0.1102
"28",27,0.0454,0.8535,0.1011
"29",28,0.0458,0.8681,0.0861
"30",29,0.0462,0.8765,0.0773
"31",30,0.0495,0.8825,0.068
"32",31,0.0484,0.8935,0.0581
"33",32,0.0497,0.9015,0.0488
"34",33,0.0568,0.9022,0.041
"35",34,0.0567,0.9098,0.0335
"36",35,0.0645,0.9072,0.0283
"37",36,0.0718,0.9055,0.0227
"38",37,0.0777,0.9033,0.019
"39",38,0.0872,0.8971,0.0157
"40",39,0.0982,0.889,0.0128
"41",40,0.1063,0.8821,0.0116
"42",41,0.12,0.8699,0.0101
"43",42,0.1334,0.8559,0.0107
"44",43,0.1467,0.8424,0.0109
"45",44,0.1642,0.8255,0.0103
"46",45,0.1744,0.8149,0.0107
"47",46,0.186,0.8031,0.0109
"48",47,0.1993,0.7879,0.0128
"49",48,0.2157,0.772,0.0123
"50",49,0.2233,0.7635,0.0132
"51",50,0.2382,0.748,0.0138
"52",51,0.2565,0.7295,0.014
"53",52,0.2716,0.7125,0.0159
"54",53,0.2896,0.6938,0.0166
"55",54,0.3078,0.6744,0.0178
"56",55,0.3194,0.6622,0.0184
"57",56,0.3406,0.6415,0.0179
"58",57,0.36,0.6228,0.0172
"59",58,0.3789,0.6042,0.0169
"60",59,0.3966,0.5844,0.019
"61",60,0.4106,0.5703,0.0191
"62",61,0.4319,0.549,0.0191
"63",62,0.4463,0.5339,0.0198
"64",63,0.4638,0.5169,0.0193
"65",64,0.4803,0.4975,0.0222
"66",65,0.4971,0.4796,0.0233
"67",66,0.5161,0.4592,0.0247
"68",67,0.5372,0.4395,0.0233
"69",68,0.5549,0.4201,0.025
"70",69,0.5605,0.4136,0.0259
"71",70,0.5731,0.3989,0.028
"72",71,0.5809,0.3903,0.0288
"73",72,0.595,0.3753,0.0297
"74",73,0.6052,0.3626,0.0322
"75",74,0.6215,0.3443,0.0342
"76",75,0.6314,0.3338,0.0348
"77",76,0.6411,0.3235,0.0354
"78",77,0.6552,0.3087,0.0361
"79",78,0.6649,0.2988,0.0363
"80",79,0.6749,0.2878,0.0373
"81",80,0.6869,0.2762,0.0369
"82",81,0.6986,0.2662,0.0352
"83",82,0.6986,0.2647,0.0367
"84",83,0.711,0.2515,0.0375
"85",84,0.7168,0.2421,0.0411
"86",85,0.7319,0.2256,0.0425
"87",86,0.7432,0.2105,0.0463
"88",87,0.7503,0.2055,0.0442
"89",88,0.7599,0.1958,0.0443
"90",89,0.7641,0.1861,0.0498
"91",90,0.7724,0.1791,0.0485
"92",91,0.7716,0.1778,0.0506
"93",92,0.779,0.1683,0.0527
"94",93,0.7824,0.1588,0.0588
"95",94,0.7886,0.1509,0.0605
"96",95,0.7922,0.1443,0.0635
"97",96,0.7923,0.1405,0.0672
"98",97,0.7967,0.1333,0.07
"99",98,0.8011,0.1252,0.0737
"100",99,0.8048,0.117,0.0782
"101",100,0.8026,0.1163,0.0811
"102",101,0.8046,0.1125,0.0829
"103",102,0.805,0.11,0.085
"104",103,0.8042,0.106,0.0898
"105",104,0.8026,0.1073,0.0901
"106",105,0.8028,0.1045,0.0927
"107",106,0.8022,0.1036,0.0942
"108",107,0.8045,0.0983,0.0972
"109",108,0.804,0.0941,0.1019
"110",109,0.8021,0.0918,0.1061
"111",110,0.7992,0.0924,0.1084
"112",111,0.7991,0.0882,0.1127
"113",112,0.7927,0.0885,0.1188
"114",113,0.7839,0.0869,0.1292
"115",114,0.7807,0.0822,0.1371
"116",115,0.7727,0.0813,0.146
"117",116,0.7693,0.0802,0.1505
"118",117,0.7662,0.0771,0.1567
"119",118,0.7603,0.078,0.1617
"120",119,0.7549,0.0797,0.1654
"121",120,0.7485,0.0813,0.1702
"122",121,0.7427,0.0837,0.1736
"123",122,0.7368,0.0846,0.1786
"124",123,0.7272,0.0868,0.186
"125",124,0.7258,0.0873,0.1869
"126",125,0.7226,0.088,0.1894
"127",126,0.719,0.0904,0.1906
"128",127,0.7114,0.0933,0.1953
"129",128,0.7073,0.094,0.1987
"130",129,0.6989,0.0977,0.2034
"131",130,0.697,0.0963,0.2067
"132",131,0.6928,0.0981,0.2091
"133",132,0.6864,0.0973,0.2163
"134",133,0.6827,0.1027,0.2146
"135",134,0.6792,0.1046,0.2162
"136",135,0.6687,0.1041,0.2272
"137",136,0.6595,0.1049,0.2356
"138",137,0.6506,0.1055,0.2439
"139",138,0.6439,0.1086,0.2475
"140",139,0.6374,0.1101,0.2525
"141",140,0.6321,0.1111,0.2568
"142",141,0.6246,0.1145,0.2609
"143",142,0.6187,0.1119,0.2694
"144",143,0.6142,0.1133,0.2725
"145",144,0.6162,0.1134,0.2704
"146",145,0.6063,0.114,0.2797
"147",146,0.5972,0.115,0.2878
"148",147,0.5893,0.1171,0.2936
"149",148,0.5852,0.1173,0.2975
"150",149,0.5758,0.1205,0.3037
"151",150,0.5658,0.1208,0.3134
"152",151,0.5551,0.1225,0.3224
"153",152,0.5412,0.1266,0.3322
"154",153,0.5243,0.1311,0.3446
"155",154,0.5151,0.1319,0.353
"156",155,0.5058,0.138,0.3562
"157",156,0.499,0.1484,0.3526
"158",157,0.49,0.1561,0.3539
"159",158,0.4833,0.1591,0.3576
"160",159,0.4713,0.1666,0.3621
"161",160,0.458,0.1741,0.3679
"162",161,0.4457,0.1801,0.3742
"163",162,0.438,0.1876,0.3744
"164",163,0.4241,0.1963,0.3796
"165",164,0.4161,0.2046,0.3793
"166",165,0.4006,0.211,0.3884
"167",166,0.3922,0.2199,0.3879
"168",167,0.3822,0.2287,0.3891
"169",168,0.3747,0.2383,0.387
"170",169,0.3635,0.2474,0.3891
"171",170,0.3553,0.2608,0.3839
"172",171,0.3459,0.2723,0.3818
"173",172,0.3352,0.2824,0.3824
"174",173,0.3244,0.2956,0.38
"175",174,0.3156,0.3064,0.378
"176",175,0.3019,0.3198,0.3783
"177",176,0.2913,0.3306,0.3781
"178",177,0.2835,0.3431,0.3734
"179",178,0.27,0.3591,0.3709
"180",179,0.2607,0.3747,0.3646
"181",180,0.2487,0.3905,0.3608
"182",181,0.2438,0.4038,0.3524
"183",182,0.2388,0.4196,0.3416
"184",183,0.2321,0.432,0.3359
"185",184,0.231,0.4434,0.3256
"186",185,0.2312,0.4568,0.312
"187",186,0.2268,0.4707,0.3025
"188",187,0.2235,0.4847,0.2918
"189",188,0.2208,0.5008,0.2784
"190",189,0.2204,0.5126,0.267
"191",190,0.2186,0.5203,0.2611
"192",191,0.2146,0.5298,0.2556
"193",192,0.2115,0.539,0.2495
"194",193,0.2108,0.55,0.2392
"195",194,0.2111,0.5585,0.2304
"196",195,0.2108,0.5632,0.226
"197",196,0.2121,0.5708,0.2171
"198",197,0.2106,0.5784,0.211
"199",198,0.208,0.5859,0.2061
"200",199,0.2082,0.5904,0.2014
"201",200,0.2056,0.5975,0.1969
