"","Generation","O","Y","B"
"1",0,0.3309,0.3321,0.337
"2",1,0.3282,0.3285,0.3433
"3",2,0.3113,0.3379,0.3508
"4",3,0.2962,0.339,0.3648
"5",4,0.2734,0.3482,0.3784
"6",5,0.258,0.3561,0.3859
"7",6,0.237,0.3731,0.3899
"8",7,0.2228,0.3839,0.3933
"9",8,0.1981,0.3947,0.4072
"10",9,0.1842,0.4102,0.4056
"11",10,0.171,0.4283,0.4007
"12",11,0.1517,0.4581,0.3902
"13",12,0.1318,0.4887,0.3795
"14",13,0.1221,0.5224,0.3555
"15",14,0.1173,0.5431,0.3396
"16",15,0.1053,0.5615,0.3332
"17",16,0.0922,0.5795,0.3283
"18",17,0.0845,0.6031,0.3124
"19",18,0.0801,0.6206,0.2993
"20",19,0.0723,0.641,0.2867
"21",20,0.0614,0.6675,0.2711
"22",21,0.0532,0.6979,0.2489
"23",22,0.0475,0.729,0.2235
"24",23,0.0422,0.762,0.1958
"25",24,0.0423,0.7899,0.1678
"26",25,0.0368,0.8134,0.1498
"27",26,0.0405,0.8269,0.1326
"28",27,0.042,0.8428,0.1152
"29",28,0.043,0.8554,0.1016
"30",29,0.0437,0.8701,0.0862
"31",30,0.0428,0.8856,0.0716
"32",31,0.0467,0.8877,0.0656
"33",32,0.0496,0.895,0.0554
"34",33,0.0517,0.8981,0.0502
"35",34,0.0545,0.9024,0.0431
"36",35,0.0608,0.9014,0.0378
"37",36,0.0614,0.9043,0.0343
"38",37,0.0662,0.9016,0.0322
"39",38,0.0693,0.9044,0.0263
"40",39,0.0764,0.9,0.0236
"41",40,0.0818,0.8993,0.0189
"42",41,0.0935,0.8892,0.0173
"43",42,0.0994,0.8855,0.0151
"44",43,0.108,0.8776,0.0144
"45",44,0.1157,0.8681,0.0162
"46",45,0.1247,0.8597,0.0156
"47",46,0.1342,0.8494,0.0164
"48",47,0.1459,0.8397,0.0144
"49",48,0.1569,0.8284,0.0147
"50",49,0.1641,0.8204,0.0155
"51",50,0.1709,0.8148,0.0143
"52",51,0.1846,0.8003,0.0151
"53",52,0.2012,0.7845,0.0143
"54",53,0.212,0.7738,0.0142
"55",54,0.2295,0.7565,0.014
"56",55,0.2476,0.7389,0.0135
"57",56,0.2637,0.7229,0.0134
"58",57,0.2807,0.7077,0.0116
"59",58,0.2998,0.6886,0.0116
"60",59,0.3227,0.6647,0.0126
"61",60,0.3394,0.6484,0.0122
"62",61,0.3613,0.6275,0.0112
"63",62,0.3811,0.6099,0.009
"64",63,0.3985,0.5935,0.008
"65",64,0.4189,0.5736,0.0075
"66",65,0.4415,0.5527,0.0058
"67",66,0.4617,0.5337,0.0046
"68",67,0.4811,0.5153,0.0036
"69",68,0.499,0.4978,0.0032
"70",69,0.5259,0.4712,0.0029
"71",70,0.5466,0.4502,0.0032
"72",71,0.5678,0.4294,0.0028
"73",72,0.5942,0.4032,0.0026
"74",73,0.6126,0.3849,0.0025
"75",74,0.6355,0.3618,0.0027
"76",75,0.651,0.3469,0.0021
"77",76,0.6729,0.3251,0.002
"78",77,0.6966,0.3012,0.0022
"79",78,0.7188,0.279,0.0022
"80",79,0.7407,0.2567,0.0026
"81",80,0.7525,0.2446,0.0029
"82",81,0.7695,0.2282,0.0023
"83",82,0.788,0.2093,0.0027
"84",83,0.8041,0.194,0.0019
"85",84,0.8049,0.1941,0.001
"86",85,0.818,0.1814,6e-04
"87",86,0.8331,0.1661,8e-04
"88",87,0.8478,0.152,2e-04
"89",88,0.8616,0.1384,0
"90",89,0.8684,0.1316,0
"91",90,0.882,0.118,0
"92",91,0.8888,0.1112,0
"93",92,0.9004,0.0996,0
"94",93,0.9097,0.0903,0
"95",94,0.9213,0.0787,0
"96",95,0.9264,0.0736,0
"97",96,0.9293,0.0707,0
"98",97,0.9343,0.0657,0
"99",98,0.9408,0.0592,0
"100",99,0.9471,0.0529,0
"101",100,0.9535,0.0465,0
"102",101,0.9603,0.0397,0
"103",102,0.9629,0.0371,0
"104",103,0.9665,0.0335,0
"105",104,0.9719,0.0281,0
"106",105,0.9727,0.0273,0
"107",106,0.9772,0.0228,0
"108",107,0.9806,0.0194,0
"109",108,0.9844,0.0156,0
"110",109,0.9864,0.0136,0
"111",110,0.9886,0.0114,0
"112",111,0.9889,0.0111,0
"113",112,0.9902,0.0098,0
"114",113,0.9913,0.0087,0
"115",114,0.9933,0.0067,0
"116",115,0.9938,0.0062,0
"117",116,0.995,0.005,0
"118",117,0.9955,0.0045,0
"119",118,0.9958,0.0042,0
"120",119,0.9959,0.0041,0
"121",120,0.9971,0.0029,0
"122",121,0.9976,0.0024,0
"123",122,0.9981,0.0019,0
"124",123,0.9982,0.0018,0
"125",124,0.9983,0.0017,0
"126",125,0.9985,0.0015,0
"127",126,0.9986,0.0014,0
"128",127,0.9986,0.0014,0
"129",128,0.9985,0.0015,0
"130",129,0.9992,8e-04,0
