"","Generation","O","Y","B"
"1",0,0.3406,0.3319,0.3275
"2",1,0.3307,0.3391,0.3302
"3",2,0.3105,0.3483,0.3412
"4",3,0.3,0.3496,0.3504
"5",4,0.2847,0.3549,0.3604
"6",5,0.2628,0.3637,0.3735
"7",6,0.2454,0.3802,0.3744
"8",7,0.2233,0.3991,0.3776
"9",8,0.2121,0.4128,0.3751
"10",9,0.1947,0.4334,0.3719
"11",10,0.1753,0.449,0.3757
"12",11,0.1583,0.4664,0.3753
"13",12,0.1384,0.4916,0.37
"14",13,0.123,0.5212,0.3558
"15",14,0.1122,0.5515,0.3363
"16",15,0.1015,0.5832,0.3153
"17",16,0.0929,0.6082,0.2989
"18",17,0.0868,0.6292,0.284
"19",18,0.0843,0.6476,0.2681
"20",19,0.0749,0.6765,0.2486
"21",20,0.0692,0.7037,0.2271
"22",21,0.0629,0.7277,0.2094
"23",22,0.0578,0.7533,0.1889
"24",23,0.0587,0.7696,0.1717
"25",24,0.0565,0.7853,0.1582
"26",25,0.0582,0.8023,0.1395
"27",26,0.0596,0.8117,0.1287
"28",27,0.0624,0.818,0.1196
"29",28,0.0573,0.8323,0.1104
"30",29,0.0549,0.8465,0.0986
"31",30,0.0539,0.8575,0.0886
"32",31,0.0556,0.867,0.0774
"33",32,0.0571,0.8734,0.0695
"34",33,0.0576,0.879,0.0634
"35",34,0.0585,0.8887,0.0528
"36",35,0.0579,0.8974,0.0447
"37",36,0.0619,0.8977,0.0404
"38",37,0.0675,0.8977,0.0348
"39",38,0.0735,0.8972,0.0293
"40",39,0.081,0.8957,0.0233
"41",40,0.0875,0.893,0.0195
"42",41,0.0975,0.8863,0.0162
"43",42,0.1062,0.8778,0.016
"44",43,0.1172,0.8679,0.0149
"45",44,0.1321,0.8549,0.013
"46",45,0.1469,0.8423,0.0108
"47",46,0.1595,0.8305,0.01
"48",47,0.1719,0.8196,0.0085
"49",48,0.19,0.8025,0.0075
"50",49,0.2078,0.7843,0.0079
"51",50,0.2232,0.7709,0.0059
"52",51,0.2419,0.7517,0.0064
"53",52,0.2672,0.728,0.0048
"54",53,0.2824,0.7133,0.0043
"55",54,0.3124,0.6826,0.005
"56",55,0.3333,0.6613,0.0054
"57",56,0.3568,0.6385,0.0047
