"","Generation","O","Y","B"
"1",0,0.3403,0.3253,0.3344
"2",1,0.3308,0.3303,0.3389
"3",2,0.3124,0.3355,0.3521
"4",3,0.2978,0.3416,0.3606
"5",4,0.2792,0.3508,0.37
"6",5,0.2575,0.374,0.3685
"7",6,0.2494,0.3784,0.3722
"8",7,0.2305,0.3938,0.3757
"9",8,0.2098,0.4113,0.3789
"10",9,0.1879,0.4291,0.383
"11",10,0.1672,0.4383,0.3945
"12",11,0.1511,0.4578,0.3911
"13",12,0.1404,0.4833,0.3763
"14",13,0.1264,0.5105,0.3631
"15",14,0.1111,0.5345,0.3544
"16",15,0.1005,0.5609,0.3386
"17",16,0.0938,0.5855,0.3207
"18",17,0.0872,0.617,0.2958
"19",18,0.0783,0.6516,0.2701
"20",19,0.0732,0.6824,0.2444
"21",20,0.069,0.7051,0.2259
"22",21,0.0632,0.7329,0.2039
"23",22,0.0584,0.756,0.1856
"24",23,0.0562,0.7783,0.1655
"25",24,0.0521,0.7992,0.1487
"26",25,0.0498,0.8107,0.1395
"27",26,0.0523,0.8269,0.1208
"28",27,0.0498,0.8474,0.1028
"29",28,0.0515,0.8591,0.0894
"30",29,0.0527,0.8703,0.077
"31",30,0.0538,0.8818,0.0644
"32",31,0.0557,0.8881,0.0562
"33",32,0.056,0.8931,0.0509
"34",33,0.0655,0.8907,0.0438
"35",34,0.067,0.8917,0.0413
"36",35,0.0724,0.8928,0.0348
"37",36,0.0763,0.8914,0.0323
"38",37,0.0838,0.8886,0.0276
"39",38,0.0911,0.8865,0.0224
"40",39,0.0994,0.8805,0.0201
"41",40,0.1095,0.8716,0.0189
"42",41,0.1161,0.8654,0.0185
"43",42,0.1251,0.8588,0.0161
"44",43,0.1346,0.8497,0.0157
"45",44,0.1471,0.8374,0.0155
"46",45,0.1559,0.8298,0.0143
"47",46,0.1641,0.8238,0.0121
"48",47,0.1766,0.8132,0.0102
"49",48,0.189,0.8015,0.0095
"50",49,0.2003,0.7895,0.0102
"51",50,0.2184,0.772,0.0096
"52",51,0.2353,0.7563,0.0084
"53",52,0.2512,0.7405,0.0083
"54",53,0.263,0.73,0.007
"55",54,0.2794,0.7139,0.0067
"56",55,0.3018,0.6922,0.006
"57",56,0.3224,0.6708,0.0068
"58",57,0.3509,0.642,0.0071
"59",58,0.3806,0.611,0.0084
"60",59,0.3954,0.5976,0.007
"61",60,0.4122,0.5799,0.0079
"62",61,0.4343,0.557,0.0087
"63",62,0.4525,0.5387,0.0088
"64",63,0.4758,0.5155,0.0087
"65",64,0.4959,0.4944,0.0097
"66",65,0.5118,0.4783,0.0099
"67",66,0.5278,0.4611,0.0111
"68",67,0.5385,0.4496,0.0119
"69",68,0.5616,0.4274,0.011
"70",69,0.5786,0.4096,0.0118
"71",70,0.6,0.3888,0.0112
"72",71,0.6207,0.3679,0.0114
"73",72,0.6334,0.3547,0.0119
"74",73,0.6479,0.3401,0.012
"75",74,0.6732,0.314,0.0128
"76",75,0.6789,0.3085,0.0126
"77",76,0.6968,0.2894,0.0138
"78",77,0.7056,0.2809,0.0135
"79",78,0.7144,0.2699,0.0157
"80",79,0.7237,0.2586,0.0177
"81",80,0.734,0.2483,0.0177
"82",81,0.7452,0.2363,0.0185
"83",82,0.7599,0.2197,0.0204
"84",83,0.7691,0.2105,0.0204
"85",84,0.7767,0.2011,0.0222
"86",85,0.7905,0.1854,0.0241
"87",86,0.7995,0.1751,0.0254
"88",87,0.8146,0.1574,0.028
"89",88,0.8187,0.1505,0.0308
"90",89,0.8203,0.1465,0.0332
"91",90,0.8253,0.1404,0.0343
"92",91,0.8331,0.1291,0.0378
"93",92,0.8378,0.1243,0.0379
"94",93,0.8373,0.1202,0.0425
"95",94,0.8471,0.1125,0.0404
"96",95,0.8498,0.1079,0.0423
"97",96,0.8537,0.1052,0.0411
"98",97,0.8556,0.1015,0.0429
"99",98,0.8577,0.0952,0.0471
"100",99,0.8617,0.0903,0.048
"101",100,0.8623,0.0856,0.0521
"102",101,0.8636,0.0827,0.0537
"103",102,0.8668,0.077,0.0562
"104",103,0.8653,0.0739,0.0608
"105",104,0.8608,0.0764,0.0628
"106",105,0.8637,0.0736,0.0627
"107",106,0.859,0.0762,0.0648
"108",107,0.8574,0.0764,0.0662
"109",108,0.8593,0.0736,0.0671
"110",109,0.862,0.071,0.067
"111",110,0.8624,0.0696,0.068
"112",111,0.861,0.071,0.068
"113",112,0.8572,0.0731,0.0697
"114",113,0.8602,0.071,0.0688
"115",114,0.8596,0.0708,0.0696
"116",115,0.8626,0.0687,0.0687
"117",116,0.8627,0.0664,0.0709
"118",117,0.8615,0.0629,0.0756
"119",118,0.8595,0.0627,0.0778
"120",119,0.862,0.0589,0.0791
"121",120,0.8582,0.0602,0.0816
"122",121,0.8611,0.0558,0.0831
"123",122,0.8608,0.0536,0.0856
"124",123,0.8605,0.0516,0.0879
"125",124,0.8602,0.0498,0.09
"126",125,0.8601,0.0485,0.0914
"127",126,0.8559,0.0523,0.0918
"128",127,0.8548,0.0513,0.0939
"129",128,0.8585,0.0483,0.0932
"130",129,0.8573,0.0487,0.094
"131",130,0.8515,0.0501,0.0984
"132",131,0.85,0.0494,0.1006
"133",132,0.8489,0.0463,0.1048
"134",133,0.8452,0.0443,0.1105
"135",134,0.8452,0.0452,0.1096
"136",135,0.841,0.0473,0.1117
"137",136,0.8395,0.0448,0.1157
"138",137,0.8333,0.0464,0.1203
"139",138,0.8282,0.0446,0.1272
"140",139,0.8287,0.0484,0.1229
"141",140,0.826,0.0502,0.1238
"142",141,0.8264,0.0488,0.1248
"143",142,0.8229,0.0502,0.1269
"144",143,0.8225,0.0505,0.127
"145",144,0.822,0.051,0.127
"146",145,0.8158,0.0514,0.1328
"147",146,0.8154,0.052,0.1326
"148",147,0.8113,0.0532,0.1355
"149",148,0.8081,0.0552,0.1367
"150",149,0.8011,0.0588,0.1401
"151",150,0.7975,0.0582,0.1443
"152",151,0.7913,0.0584,0.1503
"153",152,0.7863,0.0622,0.1515
"154",153,0.7867,0.0622,0.1511
"155",154,0.7798,0.0615,0.1587
"156",155,0.784,0.0621,0.1539
"157",156,0.7764,0.0648,0.1588
"158",157,0.775,0.0664,0.1586
"159",158,0.7671,0.0683,0.1646
"160",159,0.7627,0.0677,0.1696
"161",160,0.7573,0.0687,0.174
"162",161,0.7473,0.0675,0.1852
"163",162,0.7403,0.0702,0.1895
"164",163,0.737,0.0713,0.1917
"165",164,0.7315,0.0733,0.1952
"166",165,0.7218,0.0767,0.2015
"167",166,0.7153,0.0782,0.2065
"168",167,0.7125,0.0818,0.2057
"169",168,0.7085,0.0817,0.2098
"170",169,0.7082,0.087,0.2048
"171",170,0.7065,0.0887,0.2048
"172",171,0.7007,0.0896,0.2097
"173",172,0.6971,0.0883,0.2146
"174",173,0.6951,0.0878,0.2171
"175",174,0.6904,0.0888,0.2208
"176",175,0.6852,0.0892,0.2256
"177",176,0.678,0.088,0.234
"178",177,0.6726,0.0891,0.2383
"179",178,0.6691,0.0889,0.242
"180",179,0.6699,0.089,0.2411
"181",180,0.6644,0.0863,0.2493
"182",181,0.6569,0.0921,0.251
"183",182,0.644,0.0947,0.2613
"184",183,0.6361,0.0962,0.2677
"185",184,0.6262,0.0974,0.2764
"186",185,0.6131,0.0995,0.2874
"187",186,0.6059,0.0985,0.2956
"188",187,0.5967,0.102,0.3013
"189",188,0.5849,0.1017,0.3134
"190",189,0.5755,0.1007,0.3238
"191",190,0.5702,0.1023,0.3275
"192",191,0.5606,0.1013,0.3381
"193",192,0.5507,0.1009,0.3484
"194",193,0.5425,0.1016,0.3559
"195",194,0.5372,0.102,0.3608
"196",195,0.53,0.1041,0.3659
"197",196,0.524,0.1064,0.3696
"198",197,0.5161,0.1084,0.3755
"199",198,0.5059,0.1113,0.3828
"200",199,0.4936,0.1135,0.3929
"201",200,0.4845,0.1138,0.4017
