"","Generation","O","Y","B"
"1",0,0.3317,0.3369,0.3314
"2",1,0.3136,0.3472,0.3392
"3",2,0.2952,0.3556,0.3492
"4",3,0.2818,0.3623,0.3559
"5",4,0.2608,0.3681,0.3711
"6",5,0.237,0.3792,0.3838
"7",6,0.2172,0.397,0.3858
"8",7,0.1941,0.4218,0.3841
"9",8,0.1754,0.444,0.3806
"10",9,0.1591,0.4679,0.373
"11",10,0.1421,0.4895,0.3684
"12",11,0.1281,0.517,0.3549
"13",12,0.1168,0.5495,0.3337
"14",13,0.1024,0.5744,0.3232
"15",14,0.0922,0.599,0.3088
"16",15,0.0829,0.6179,0.2992
"17",16,0.077,0.6409,0.2821
"18",17,0.0682,0.6637,0.2681
"19",18,0.0637,0.6899,0.2464
"20",19,0.0583,0.7122,0.2295
"21",20,0.0543,0.7372,0.2085
"22",21,0.0508,0.7661,0.1831
"23",22,0.0501,0.7895,0.1604
"24",23,0.0489,0.8096,0.1415
"25",24,0.0462,0.823,0.1308
"26",25,0.0429,0.8386,0.1185
"27",26,0.0439,0.8495,0.1066
"28",27,0.0443,0.8625,0.0932
"29",28,0.0411,0.8783,0.0806
"30",29,0.0431,0.8873,0.0696
"31",30,0.0446,0.8962,0.0592
"32",31,0.0499,0.9041,0.046
"33",32,0.0502,0.9106,0.0392
"34",33,0.0543,0.9151,0.0306
"35",34,0.0603,0.9142,0.0255
"36",35,0.0668,0.9129,0.0203
"37",36,0.073,0.9091,0.0179
"38",37,0.0791,0.906,0.0149
"39",38,0.0869,0.9017,0.0114
"40",39,0.0963,0.8941,0.0096
"41",40,0.1078,0.8843,0.0079
"42",41,0.1187,0.8758,0.0055
"43",42,0.1278,0.8676,0.0046
"44",43,0.1436,0.8522,0.0042
"45",44,0.1588,0.8381,0.0031
"46",45,0.1706,0.8271,0.0023
"47",46,0.1856,0.8123,0.0021
"48",47,0.2032,0.795,0.0018
"49",48,0.218,0.7811,9e-04
"50",49,0.2437,0.7555,8e-04
"51",50,0.2625,0.7369,6e-04
"52",51,0.2861,0.7135,4e-04
"53",52,0.3128,0.6869,3e-04
