"","Generation","O","Y","B"
"1",0,0.3364,0.3278,0.3358
"2",1,0.3235,0.3243,0.3522
"3",2,0.2969,0.335,0.3681
"4",3,0.2804,0.3455,0.3741
"5",4,0.2576,0.3593,0.3831
"6",5,0.243,0.3698,0.3872
"7",6,0.2235,0.3844,0.3921
"8",7,0.2106,0.4003,0.3891
"9",8,0.1931,0.4258,0.3811
"10",9,0.1792,0.4462,0.3746
"11",10,0.1569,0.4708,0.3723
"12",11,0.1405,0.5006,0.3589
"13",12,0.1273,0.5265,0.3462
"14",13,0.1125,0.5537,0.3338
"15",14,0.103,0.5721,0.3249
"16",15,0.09,0.5984,0.3116
"17",16,0.081,0.6191,0.2999
"18",17,0.0742,0.6378,0.288
"19",18,0.0677,0.6718,0.2605
"20",19,0.0639,0.6946,0.2415
"21",20,0.0585,0.7182,0.2233
"22",21,0.0538,0.7503,0.1959
"23",22,0.0495,0.7733,0.1772
"24",23,0.0476,0.7971,0.1553
"25",24,0.0474,0.8201,0.1325
"26",25,0.0444,0.8418,0.1138
"27",26,0.0471,0.8494,0.1035
"28",27,0.0485,0.8616,0.0899
"29",28,0.0453,0.8748,0.0799
"30",29,0.0458,0.8815,0.0727
"31",30,0.0463,0.89,0.0637
"32",31,0.0509,0.8943,0.0548
"33",32,0.0538,0.9007,0.0455
"34",33,0.056,0.9053,0.0387
"35",34,0.0581,0.9097,0.0322
"36",35,0.0598,0.9127,0.0275
"37",36,0.0628,0.914,0.0232
"38",37,0.0678,0.9104,0.0218
"39",38,0.0777,0.9038,0.0185
"40",39,0.0902,0.8935,0.0163
"41",40,0.1019,0.8818,0.0163
"42",41,0.1085,0.877,0.0145
"43",42,0.1213,0.8655,0.0132
"44",43,0.1296,0.8582,0.0122
"45",44,0.1364,0.8526,0.011
"46",45,0.1475,0.8419,0.0106
"47",46,0.1591,0.8296,0.0113
"48",47,0.1685,0.8199,0.0116
"49",48,0.1836,0.8046,0.0118
"50",49,0.1985,0.7885,0.013
"51",50,0.2105,0.7771,0.0124
"52",51,0.2173,0.7689,0.0138
"53",52,0.2326,0.7525,0.0149
"54",53,0.2444,0.7402,0.0154
"55",54,0.2625,0.7222,0.0153
"56",55,0.2809,0.7037,0.0154
"57",56,0.2911,0.692,0.0169
"58",57,0.3017,0.6796,0.0187
"59",58,0.3136,0.6653,0.0211
"60",59,0.3307,0.6487,0.0206
"61",60,0.3354,0.6435,0.0211
"62",61,0.3502,0.6308,0.019
"63",62,0.3683,0.6106,0.0211
"64",63,0.3861,0.5924,0.0215
"65",64,0.4053,0.5723,0.0224
"66",65,0.4197,0.557,0.0233
"67",66,0.4343,0.5389,0.0268
"68",67,0.4522,0.5162,0.0316
"69",68,0.4627,0.5031,0.0342
"70",69,0.4827,0.4827,0.0346
"71",70,0.5004,0.4615,0.0381
"72",71,0.5162,0.441,0.0428
"73",72,0.5338,0.4174,0.0488
"74",73,0.541,0.4083,0.0507
"75",74,0.5599,0.3894,0.0507
"76",75,0.5686,0.3785,0.0529
"77",76,0.5803,0.3649,0.0548
"78",77,0.5877,0.3572,0.0551
"79",78,0.5998,0.3414,0.0588
"80",79,0.6111,0.3291,0.0598
"81",80,0.6171,0.3215,0.0614
"82",81,0.6274,0.3066,0.066
"83",82,0.6319,0.2925,0.0756
"84",83,0.6453,0.2742,0.0805
"85",84,0.655,0.2667,0.0783
"86",85,0.6579,0.258,0.0841
"87",86,0.6561,0.2547,0.0892
"88",87,0.6578,0.2481,0.0941
"89",88,0.6602,0.2402,0.0996
"90",89,0.6658,0.2316,0.1026
"91",90,0.6658,0.2244,0.1098
"92",91,0.674,0.2115,0.1145
"93",92,0.683,0.1969,0.1201
"94",93,0.6834,0.1892,0.1274
"95",94,0.6849,0.18,0.1351
"96",95,0.6829,0.1783,0.1388
"97",96,0.6837,0.1736,0.1427
"98",97,0.6878,0.168,0.1442
"99",98,0.6877,0.1629,0.1494
"100",99,0.679,0.1616,0.1594
"101",100,0.6745,0.1608,0.1647
"102",101,0.6715,0.1579,0.1706
"103",102,0.6683,0.1555,0.1762
"104",103,0.6594,0.1568,0.1838
"105",104,0.6504,0.1614,0.1882
"106",105,0.6409,0.1662,0.1929
"107",106,0.6313,0.1742,0.1945
"108",107,0.6294,0.1742,0.1964
"109",108,0.624,0.1804,0.1956
"110",109,0.6164,0.1812,0.2024
"111",110,0.6124,0.1818,0.2058
"112",111,0.6015,0.185,0.2135
"113",112,0.5946,0.1873,0.2181
"114",113,0.583,0.1952,0.2218
"115",114,0.5717,0.2019,0.2264
"116",115,0.5655,0.2043,0.2302
"117",116,0.5674,0.203,0.2296
"118",117,0.5602,0.2144,0.2254
"119",118,0.5533,0.22,0.2267
"120",119,0.5539,0.2211,0.225
"121",120,0.546,0.2221,0.2319
"122",121,0.5412,0.2254,0.2334
"123",122,0.5364,0.2268,0.2368
"124",123,0.5346,0.2295,0.2359
"125",124,0.5222,0.2316,0.2462
"126",125,0.5146,0.2384,0.247
"127",126,0.5072,0.2455,0.2473
"128",127,0.5034,0.2513,0.2453
"129",128,0.4926,0.258,0.2494
"130",129,0.4789,0.2615,0.2596
"131",130,0.4685,0.2624,0.2691
"132",131,0.4626,0.2659,0.2715
"133",132,0.4538,0.2734,0.2728
"134",133,0.4449,0.2792,0.2759
"135",134,0.4407,0.2834,0.2759
"136",135,0.4329,0.2904,0.2767
"137",136,0.4273,0.2948,0.2779
"138",137,0.4204,0.3009,0.2787
"139",138,0.4104,0.3067,0.2829
"140",139,0.4041,0.3086,0.2873
"141",140,0.3954,0.3144,0.2902
"142",141,0.3898,0.3171,0.2931
"143",142,0.3874,0.3211,0.2915
"144",143,0.3786,0.3241,0.2973
"145",144,0.3761,0.3256,0.2983
"146",145,0.3688,0.3278,0.3034
"147",146,0.3557,0.334,0.3103
"148",147,0.3516,0.3416,0.3068
