"","Generation","O","Y","B"
"1",0,0.3335,0.3291,0.3374
"2",1,0.315,0.3356,0.3494
"3",2,0.3017,0.3481,0.3502
"4",3,0.2811,0.3606,0.3583
"5",4,0.2657,0.3671,0.3672
"6",5,0.2465,0.3762,0.3773
"7",6,0.234,0.3851,0.3809
"8",7,0.21,0.3963,0.3937
"9",8,0.193,0.4132,0.3938
"10",9,0.1814,0.428,0.3906
"11",10,0.1631,0.4526,0.3843
"12",11,0.15,0.4715,0.3785
"13",12,0.138,0.4959,0.3661
"14",13,0.1273,0.5205,0.3522
"15",14,0.114,0.5468,0.3392
"16",15,0.1078,0.5715,0.3207
"17",16,0.1012,0.5932,0.3056
"18",17,0.0985,0.6145,0.287
"19",18,0.0883,0.642,0.2697
"20",19,0.0813,0.6716,0.2471
"21",20,0.0746,0.7005,0.2249
"22",21,0.0698,0.7239,0.2063
"23",22,0.0703,0.743,0.1867
"24",23,0.0668,0.7653,0.1679
"25",24,0.0621,0.7897,0.1482
"26",25,0.0609,0.8058,0.1333
"27",26,0.0598,0.8194,0.1208
"28",27,0.0619,0.8334,0.1047
"29",28,0.0693,0.8388,0.0919
"30",29,0.0721,0.8483,0.0796
"31",30,0.077,0.8566,0.0664
"32",31,0.0842,0.8612,0.0546
"33",32,0.093,0.8623,0.0447
"34",33,0.0954,0.8647,0.0399
"35",34,0.1029,0.8609,0.0362
"36",35,0.1162,0.8496,0.0342
"37",36,0.1275,0.8415,0.031
"38",37,0.1374,0.8328,0.0298
"39",38,0.1452,0.8265,0.0283
"40",39,0.1577,0.8155,0.0268
"41",40,0.1655,0.8081,0.0264
"42",41,0.1788,0.7955,0.0257
"43",42,0.1894,0.7872,0.0234
"44",43,0.2008,0.777,0.0222
"45",44,0.2131,0.7675,0.0194
"46",45,0.2289,0.7499,0.0212
"47",46,0.2442,0.7333,0.0225
"48",47,0.2599,0.7195,0.0206
"49",48,0.2814,0.6981,0.0205
"50",49,0.2997,0.6805,0.0198
"51",50,0.3198,0.6605,0.0197
"52",51,0.3398,0.6391,0.0211
"53",52,0.3572,0.6213,0.0215
"54",53,0.3818,0.5979,0.0203
"55",54,0.4024,0.5775,0.0201
