"","Generation","O","Y","B"
"1",0,0.3307,0.3306,0.3387
"2",1,0.3249,0.33,0.3451
"3",2,0.3102,0.3273,0.3625
"4",3,0.2928,0.3405,0.3667
"5",4,0.2773,0.3523,0.3704
"6",5,0.263,0.3593,0.3777
"7",6,0.2446,0.3714,0.384
"8",7,0.2382,0.3775,0.3843
"9",8,0.2209,0.3832,0.3959
"10",9,0.2084,0.3943,0.3973
"11",10,0.1906,0.4098,0.3996
"12",11,0.1711,0.4272,0.4017
"13",12,0.1523,0.4463,0.4014
"14",13,0.1377,0.4705,0.3918
"15",14,0.1275,0.4901,0.3824
"16",15,0.1147,0.5181,0.3672
"17",16,0.1039,0.5395,0.3566
"18",17,0.0962,0.5724,0.3314
"19",18,0.0869,0.603,0.3101
"20",19,0.0782,0.6333,0.2885
"21",20,0.0701,0.6657,0.2642
"22",21,0.0603,0.6886,0.2511
"23",22,0.0584,0.7042,0.2374
"24",23,0.0581,0.7257,0.2162
"25",24,0.0572,0.7419,0.2009
"26",25,0.0536,0.7665,0.1799
"27",26,0.0517,0.7853,0.163
"28",27,0.0525,0.808,0.1395
"29",28,0.0514,0.8287,0.1199
"30",29,0.0505,0.842,0.1075
"31",30,0.0481,0.8616,0.0903
"32",31,0.0482,0.8738,0.078
"33",32,0.0496,0.8855,0.0649
"34",33,0.0483,0.8951,0.0566
"35",34,0.0497,0.9025,0.0478
"36",35,0.0495,0.9085,0.042
"37",36,0.0538,0.9127,0.0335
"38",37,0.0602,0.9113,0.0285
"39",38,0.0635,0.9112,0.0253
"40",39,0.0678,0.9118,0.0204
"41",40,0.0742,0.9083,0.0175
"42",41,0.0819,0.9036,0.0145
"43",42,0.0909,0.8975,0.0116
"44",43,0.1028,0.8882,0.009
"45",44,0.1104,0.8809,0.0087
"46",45,0.1217,0.87,0.0083
"47",46,0.1339,0.8596,0.0065
"48",47,0.1476,0.8466,0.0058
"49",48,0.1591,0.8347,0.0062
"50",49,0.1742,0.8192,0.0066
"51",50,0.1917,0.8018,0.0065
"52",51,0.2046,0.7891,0.0063
"53",52,0.221,0.7732,0.0058
"54",53,0.2449,0.7502,0.0049
"55",54,0.2599,0.7348,0.0053
"56",55,0.2757,0.7187,0.0056
"57",56,0.3,0.6942,0.0058
"58",57,0.3113,0.6833,0.0054
"59",58,0.3356,0.6594,0.005
"60",59,0.3578,0.638,0.0042
"61",60,0.3793,0.6166,0.0041
"62",61,0.4026,0.594,0.0034
"63",62,0.425,0.5713,0.0037
"64",63,0.4517,0.5445,0.0038
"65",64,0.4708,0.5257,0.0035
"66",65,0.4975,0.4988,0.0037
"67",66,0.5167,0.4802,0.0031
"68",67,0.535,0.4619,0.0031
"69",68,0.5586,0.4376,0.0038
"70",69,0.5762,0.4199,0.0039
"71",70,0.6042,0.3918,0.004
"72",71,0.6286,0.3668,0.0046
"73",72,0.6461,0.3497,0.0042
"74",73,0.6575,0.3388,0.0037
"75",74,0.6773,0.32,0.0027
"76",75,0.6879,0.3098,0.0023
"77",76,0.6963,0.3018,0.0019
"78",77,0.7077,0.2907,0.0016
"79",78,0.7248,0.2737,0.0015
"80",79,0.7362,0.2626,0.0012
"81",80,0.7446,0.254,0.0014
"82",81,0.7595,0.2394,0.0011
"83",82,0.7718,0.2273,9e-04
"84",83,0.789,0.2099,0.0011
"85",84,0.798,0.2014,6e-04
"86",85,0.8097,0.1898,5e-04
"87",86,0.8153,0.1843,4e-04
"88",87,0.8301,0.1695,4e-04
"89",88,0.8405,0.1592,3e-04
"90",89,0.8569,0.1431,0
"91",90,0.8672,0.1328,0
"92",91,0.8725,0.1275,0
"93",92,0.8799,0.1201,0
"94",93,0.8935,0.1065,0
"95",94,0.9013,0.0987,0
"96",95,0.9139,0.0861,0
"97",96,0.9183,0.0817,0
"98",97,0.9272,0.0728,0
"99",98,0.9303,0.0697,0
"100",99,0.9372,0.0628,0
"101",100,0.9424,0.0576,0
"102",101,0.9455,0.0545,0
"103",102,0.951,0.049,0
"104",103,0.9509,0.0491,0
"105",104,0.9588,0.0412,0
"106",105,0.963,0.037,0
"107",106,0.9648,0.0352,0
"108",107,0.9686,0.0314,0
"109",108,0.9699,0.0301,0
"110",109,0.9757,0.0243,0
"111",110,0.9774,0.0226,0
"112",111,0.9805,0.0195,0
"113",112,0.9823,0.0177,0
"114",113,0.9845,0.0155,0
"115",114,0.9844,0.0156,0
"116",115,0.985,0.015,0
"117",116,0.9877,0.0123,0
"118",117,0.9893,0.0107,0
"119",118,0.9903,0.0097,0
"120",119,0.9914,0.0086,0
"121",120,0.9915,0.0085,0
