"","Generation","O","Y","B"
"1",0,0.3236,0.3401,0.3363
"2",1,0.3003,0.3509,0.3488
"3",2,0.2895,0.3543,0.3562
"4",3,0.2713,0.3641,0.3646
"5",4,0.259,0.3741,0.3669
"6",5,0.2387,0.3872,0.3741
"7",6,0.2207,0.4042,0.3751
"8",7,0.2029,0.4249,0.3722
"9",8,0.1906,0.4361,0.3733
"10",9,0.1674,0.4667,0.3659
"11",10,0.1587,0.4879,0.3534
"12",11,0.1454,0.5139,0.3407
"13",12,0.1356,0.5309,0.3335
"14",13,0.1275,0.5558,0.3167
"15",14,0.1175,0.5841,0.2984
"16",15,0.1063,0.6087,0.285
"17",16,0.0957,0.6351,0.2692
"18",17,0.0834,0.6571,0.2595
"19",18,0.0765,0.6846,0.2389
"20",19,0.0725,0.7138,0.2137
"21",20,0.0668,0.7371,0.1961
"22",21,0.0626,0.7574,0.18
"23",22,0.0558,0.7838,0.1604
"24",23,0.0524,0.808,0.1396
"25",24,0.0527,0.8278,0.1195
"26",25,0.052,0.8412,0.1068
"27",26,0.0529,0.8559,0.0912
"28",27,0.0583,0.8666,0.0751
"29",28,0.0608,0.8735,0.0657
"30",29,0.0643,0.8792,0.0565
"31",30,0.0684,0.8852,0.0464
"32",31,0.0766,0.883,0.0404
"33",32,0.0841,0.8848,0.0311
"34",33,0.0912,0.8824,0.0264
"35",34,0.0982,0.8771,0.0247
"36",35,0.1083,0.87,0.0217
"37",36,0.1217,0.858,0.0203
"38",37,0.1387,0.8419,0.0194
"39",38,0.1536,0.8259,0.0205
"40",39,0.1645,0.8185,0.017
"41",40,0.1804,0.8049,0.0147
"42",41,0.1977,0.7889,0.0134
"43",42,0.2129,0.7754,0.0117
"44",43,0.2338,0.7555,0.0107
"45",44,0.2583,0.7329,0.0088
"46",45,0.272,0.72,0.008
"47",46,0.2923,0.699,0.0087
"48",47,0.3101,0.6808,0.0091
"49",48,0.3308,0.6602,0.009
"50",49,0.3511,0.6405,0.0084
"51",50,0.3687,0.625,0.0063
"52",51,0.394,0.5996,0.0064
"53",52,0.4177,0.5766,0.0057
"54",53,0.437,0.5579,0.0051
"55",54,0.4614,0.5332,0.0054
"56",55,0.4866,0.5072,0.0062
"57",56,0.5141,0.48,0.0059
"58",57,0.5436,0.4499,0.0065
"59",58,0.5621,0.4315,0.0064
"60",59,0.583,0.4097,0.0073
"61",60,0.6025,0.3891,0.0084
"62",61,0.6238,0.3671,0.0091
"63",62,0.6359,0.3537,0.0104
"64",63,0.645,0.3438,0.0112
