"","Generation","O","Y","B"
"1",0,0.336,0.3368,0.3272
"2",1,0.309,0.35,0.341
"3",2,0.2872,0.3599,0.3529
"4",3,0.2725,0.3701,0.3574
"5",4,0.2619,0.3772,0.3609
"6",5,0.245,0.3958,0.3592
"7",6,0.2258,0.4156,0.3586
"8",7,0.2089,0.4321,0.359
"9",8,0.1891,0.4518,0.3591
"10",9,0.17,0.4802,0.3498
"11",10,0.1564,0.5033,0.3403
"12",11,0.1354,0.5424,0.3222
"13",12,0.1201,0.5708,0.3091
"14",13,0.1115,0.5959,0.2926
"15",14,0.0989,0.6127,0.2884
"16",15,0.0914,0.6401,0.2685
"17",16,0.086,0.6525,0.2615
"18",17,0.0816,0.6738,0.2446
"19",18,0.0775,0.695,0.2275
"20",19,0.0745,0.7231,0.2024
"21",20,0.0727,0.7387,0.1886
"22",21,0.071,0.7573,0.1717
"23",22,0.0713,0.7743,0.1544
"24",23,0.0726,0.7906,0.1368
"25",24,0.074,0.8034,0.1226
"26",25,0.0794,0.8123,0.1083
"27",26,0.0828,0.8244,0.0928
"28",27,0.0835,0.8311,0.0854
"29",28,0.0864,0.8368,0.0768
"30",29,0.0914,0.8426,0.066
"31",30,0.0944,0.8485,0.0571
"32",31,0.1043,0.8453,0.0504
"33",32,0.1104,0.8469,0.0427
"34",33,0.1208,0.8413,0.0379
"35",34,0.1288,0.8374,0.0338
"36",35,0.1399,0.8282,0.0319
"37",36,0.154,0.818,0.028
"38",37,0.1671,0.8095,0.0234
"39",38,0.1816,0.797,0.0214
"40",39,0.1978,0.7839,0.0183
"41",40,0.2196,0.7628,0.0176
"42",41,0.2359,0.747,0.0171
"43",42,0.2555,0.7285,0.016
"44",43,0.2632,0.7218,0.015
"45",44,0.2891,0.6948,0.0161
"46",45,0.3009,0.6839,0.0152
"47",46,0.3221,0.6634,0.0145
"48",47,0.34,0.6449,0.0151
"49",48,0.3555,0.6302,0.0143
"50",49,0.3786,0.6072,0.0142
"51",50,0.4003,0.5863,0.0134
"52",51,0.4197,0.5652,0.0151
"53",52,0.4326,0.5524,0.015
"54",53,0.4533,0.5305,0.0162
"55",54,0.478,0.5063,0.0157
"56",55,0.4912,0.4957,0.0131
"57",56,0.5153,0.4732,0.0115
"58",57,0.5367,0.4514,0.0119
"59",58,0.5533,0.4355,0.0112
"60",59,0.5723,0.4165,0.0112
"61",60,0.5991,0.3894,0.0115
"62",61,0.6151,0.3722,0.0127
"63",62,0.6369,0.3507,0.0124
"64",63,0.6519,0.335,0.0131
"65",64,0.6598,0.3277,0.0125
"66",65,0.6706,0.3173,0.0121
"67",66,0.6833,0.3049,0.0118
"68",67,0.698,0.2909,0.0111
"69",68,0.7061,0.2817,0.0122
"70",69,0.7203,0.2673,0.0124
"71",70,0.7332,0.2552,0.0116
"72",71,0.7396,0.2494,0.011
"73",72,0.7539,0.2341,0.012
"74",73,0.77,0.2186,0.0114
"75",74,0.7781,0.2105,0.0114
"76",75,0.7904,0.1963,0.0133
"77",76,0.8053,0.1805,0.0142
"78",77,0.8119,0.1719,0.0162
"79",78,0.8277,0.154,0.0183
"80",79,0.8347,0.147,0.0183
"81",80,0.8383,0.1433,0.0184
"82",81,0.8443,0.1375,0.0182
"83",82,0.8486,0.1319,0.0195
"84",83,0.8576,0.1219,0.0205
"85",84,0.8602,0.1161,0.0237
"86",85,0.8648,0.1115,0.0237
"87",86,0.8659,0.1092,0.0249
"88",87,0.8682,0.1032,0.0286
"89",88,0.871,0.1001,0.0289
"90",89,0.8755,0.0937,0.0308
"91",90,0.8804,0.0878,0.0318
"92",91,0.8848,0.082,0.0332
"93",92,0.8821,0.0814,0.0365
"94",93,0.8834,0.0769,0.0397
