"","Generation","O","Y","B"
"1",0,0.3398,0.328,0.3322
"2",1,0.3243,0.3323,0.3434
"3",2,0.3111,0.338,0.3509
"4",3,0.2895,0.3496,0.3609
"5",4,0.2704,0.3541,0.3755
"6",5,0.2485,0.3685,0.383
"7",6,0.2317,0.3829,0.3854
"8",7,0.2119,0.4038,0.3843
"9",8,0.1895,0.4276,0.3829
"10",9,0.1719,0.4424,0.3857
"11",10,0.1595,0.4668,0.3737
"12",11,0.145,0.4884,0.3666
"13",12,0.1349,0.5049,0.3602
"14",13,0.1218,0.5289,0.3493
"15",14,0.1042,0.5603,0.3355
"16",15,0.0984,0.5828,0.3188
"17",16,0.0899,0.6103,0.2998
"18",17,0.0808,0.6363,0.2829
"19",18,0.076,0.6657,0.2583
"20",19,0.0738,0.6853,0.2409
"21",20,0.0692,0.705,0.2258
"22",21,0.0663,0.7265,0.2072
"23",22,0.065,0.7518,0.1832
"24",23,0.06,0.7804,0.1596
"25",24,0.0639,0.7949,0.1412
"26",25,0.0635,0.8151,0.1214
"27",26,0.0617,0.8298,0.1085
"28",27,0.0601,0.8443,0.0956
"29",28,0.0588,0.8547,0.0865
"30",29,0.0607,0.8643,0.075
"31",30,0.0639,0.8705,0.0656
"32",31,0.0661,0.8755,0.0584
"33",32,0.0685,0.8861,0.0454
"34",33,0.0768,0.8846,0.0386
"35",34,0.0835,0.8822,0.0343
"36",35,0.092,0.8782,0.0298
"37",36,0.0987,0.8747,0.0266
"38",37,0.1072,0.8701,0.0227
"39",38,0.1139,0.8648,0.0213
"40",39,0.1263,0.8538,0.0199
"41",40,0.1364,0.8459,0.0177
"42",41,0.1435,0.841,0.0155
"43",42,0.1569,0.8281,0.015
"44",43,0.1752,0.812,0.0128
"45",44,0.1937,0.7929,0.0134
"46",45,0.2102,0.7774,0.0124
"47",46,0.2317,0.7576,0.0107
"48",47,0.2519,0.7375,0.0106
"49",48,0.2744,0.7142,0.0114
"50",49,0.3004,0.6869,0.0127
"51",50,0.3236,0.6629,0.0135
"52",51,0.3382,0.6488,0.013
"53",52,0.3536,0.6324,0.014
"54",53,0.3796,0.6078,0.0126
"55",54,0.4019,0.586,0.0121
"56",55,0.4259,0.5624,0.0117
"57",56,0.4454,0.5428,0.0118
"58",57,0.4641,0.5254,0.0105
"59",58,0.4846,0.5056,0.0098
"60",59,0.5051,0.4856,0.0093
"61",60,0.5235,0.466,0.0105
"62",61,0.5471,0.4415,0.0114
"63",62,0.5682,0.4219,0.0099
"64",63,0.5737,0.4174,0.0089
"65",64,0.5894,0.4017,0.0089
"66",65,0.6129,0.3778,0.0093
"67",66,0.6316,0.3594,0.009
"68",67,0.6502,0.3395,0.0103
"69",68,0.6638,0.3258,0.0104
