"","Generation","O","Y","B"
"1",0,0.3325,0.3376,0.3299
"2",1,0.3158,0.3369,0.3473
"3",2,0.3037,0.3409,0.3554
"4",3,0.2886,0.349,0.3624
"5",4,0.2681,0.3626,0.3693
"6",5,0.2532,0.3749,0.3719
"7",6,0.2319,0.3873,0.3808
"8",7,0.2088,0.4094,0.3818
"9",8,0.1902,0.4334,0.3764
"10",9,0.1739,0.4513,0.3748
"11",10,0.1593,0.4719,0.3688
"12",11,0.1473,0.4934,0.3593
"13",12,0.1344,0.5178,0.3478
"14",13,0.124,0.538,0.338
"15",14,0.1127,0.5618,0.3255
"16",15,0.1034,0.586,0.3106
"17",16,0.0944,0.6144,0.2912
"18",17,0.0863,0.6435,0.2702
"19",18,0.0821,0.6674,0.2505
"20",19,0.0792,0.6855,0.2353
"21",20,0.0748,0.7049,0.2203
"22",21,0.0675,0.7287,0.2038
"23",22,0.0654,0.7426,0.192
"24",23,0.0654,0.7602,0.1744
"25",24,0.059,0.7836,0.1574
"26",25,0.0607,0.7982,0.1411
"27",26,0.0636,0.8122,0.1242
"28",27,0.0606,0.8308,0.1086
"29",28,0.0613,0.8448,0.0939
"30",29,0.0648,0.8544,0.0808
"31",30,0.0665,0.8598,0.0737
"32",31,0.0724,0.8657,0.0619
"33",32,0.0782,0.8676,0.0542
"34",33,0.0853,0.8685,0.0462
"35",34,0.0926,0.8661,0.0413
"36",35,0.098,0.8628,0.0392
"37",36,0.1115,0.8532,0.0353
"38",37,0.1185,0.8477,0.0338
"39",38,0.1275,0.8429,0.0296
"40",39,0.1387,0.8332,0.0281
"41",40,0.154,0.8229,0.0231
"42",41,0.1683,0.8114,0.0203
"43",42,0.1791,0.8025,0.0184
"44",43,0.19,0.7903,0.0197
"45",44,0.2053,0.7768,0.0179
"46",45,0.2218,0.7628,0.0154
"47",46,0.2368,0.7498,0.0134
"48",47,0.2586,0.7291,0.0123
"49",48,0.2737,0.7132,0.0131
"50",49,0.2943,0.6899,0.0158
"51",50,0.3087,0.6758,0.0155
"52",51,0.3248,0.6571,0.0181
"53",52,0.3366,0.6447,0.0187
"54",53,0.3483,0.6305,0.0212
"55",54,0.371,0.607,0.022
"56",55,0.3877,0.59,0.0223
"57",56,0.4056,0.5741,0.0203
"58",57,0.4252,0.555,0.0198
"59",58,0.4424,0.5387,0.0189
"60",59,0.4606,0.5228,0.0166
