"","Generation","O","Y","B"
"1",0,0.3279,0.3359,0.3362
"2",1,0.3144,0.3403,0.3453
"3",2,0.2994,0.3484,0.3522
"4",3,0.2782,0.3625,0.3593
"5",4,0.2588,0.371,0.3702
"6",5,0.2431,0.3827,0.3742
"7",6,0.2248,0.4007,0.3745
"8",7,0.1964,0.425,0.3786
"9",8,0.1818,0.4428,0.3754
"10",9,0.1681,0.4659,0.366
"11",10,0.1588,0.4827,0.3585
"12",11,0.1524,0.5048,0.3428
"13",12,0.1384,0.5336,0.328
"14",13,0.1265,0.5627,0.3108
"15",14,0.1156,0.588,0.2964
"16",15,0.1037,0.6085,0.2878
"17",16,0.0963,0.6285,0.2752
"18",17,0.0876,0.6483,0.2641
"19",18,0.0798,0.6638,0.2564
"20",19,0.0733,0.6861,0.2406
"21",20,0.072,0.7105,0.2175
"22",21,0.0698,0.7336,0.1966
"23",22,0.0707,0.7484,0.1809
"24",23,0.0706,0.7668,0.1626
"25",24,0.064,0.7845,0.1515
"26",25,0.0635,0.8006,0.1359
"27",26,0.0627,0.8152,0.1221
"28",27,0.0625,0.8291,0.1084
"29",28,0.0632,0.8382,0.0986
"30",29,0.0646,0.8438,0.0916
"31",30,0.0695,0.8479,0.0826
"32",31,0.0711,0.8576,0.0713
"33",32,0.0746,0.863,0.0624
"34",33,0.0819,0.8611,0.057
"35",34,0.0894,0.8569,0.0537
"36",35,0.0941,0.8564,0.0495
"37",36,0.0968,0.8553,0.0479
"38",37,0.1042,0.8492,0.0466
"39",38,0.1174,0.8367,0.0459
"40",39,0.1242,0.8328,0.043
"41",40,0.133,0.8308,0.0362
"42",41,0.1403,0.8247,0.035
"43",42,0.1508,0.8161,0.0331
"44",43,0.1664,0.8042,0.0294
"45",44,0.1797,0.7941,0.0262
"46",45,0.1921,0.7855,0.0224
"47",46,0.2088,0.7687,0.0225
"48",47,0.2281,0.7496,0.0223
"49",48,0.2503,0.7275,0.0222
"50",49,0.267,0.709,0.024
"51",50,0.2847,0.6921,0.0232
"52",51,0.3087,0.6717,0.0196
"53",52,0.3297,0.6493,0.021
"54",53,0.3483,0.6316,0.0201
"55",54,0.3648,0.6152,0.02
"56",55,0.38,0.5992,0.0208
"57",56,0.3969,0.5813,0.0218
"58",57,0.4103,0.5677,0.022
"59",58,0.427,0.5542,0.0188
"60",59,0.449,0.5327,0.0183
"61",60,0.4697,0.5121,0.0182
"62",61,0.4847,0.4981,0.0172
"63",62,0.5087,0.4742,0.0171
"64",63,0.5304,0.4547,0.0149
"65",64,0.5414,0.4421,0.0165
"66",65,0.563,0.4185,0.0185
"67",66,0.5823,0.4003,0.0174
"68",67,0.5964,0.3857,0.0179
"69",68,0.6131,0.3658,0.0211
"70",69,0.6308,0.3471,0.0221
"71",70,0.6412,0.3355,0.0233
"72",71,0.6575,0.317,0.0255
"73",72,0.6726,0.2998,0.0276
"74",73,0.6847,0.2861,0.0292
"75",74,0.6944,0.2747,0.0309
"76",75,0.704,0.261,0.035
"77",76,0.7131,0.2514,0.0355
"78",77,0.7256,0.237,0.0374
"79",78,0.7346,0.2276,0.0378
