"","Generation","strategy","prob","freq_media","freq_sd"
"1",0,"B",0.25,0.333302,0.00402055275359551
"2",0,"O",0.25,0.333422,0.00437960332136659
"3",0,"Y",0.25,0.333276,0.00472925816891855
"4",1,"B",0.25,0.339102,0.00641573161231142
"5",1,"O",0.25,0.322326,0.0066632964208355
"6",1,"Y",0.25,0.338572,0.00680861130325325
"7",2,"B",0.25,0.348831,0.00885295927240083
"8",2,"O",0.25,0.305846,0.00871619206077998
"9",2,"Y",0.25,0.345323,0.00879441805288382
"10",3,"B",0.25,0.358096,0.0100522465452286
"11",3,"O",0.25,0.288064,0.00928738168623744
"12",3,"Y",0.25,0.35384,0.0103342814814274
"13",4,"B",0.25,0.366816,0.0107309306552262
"14",4,"O",0.25,0.269224,0.0100736692481544
"15",4,"Y",0.25,0.36396,0.0115369586174786
"16",5,"B",0.25,0.37463,0.0116603489387641
"17",5,"O",0.25,0.249543,0.0112258562922812
"18",5,"Y",0.25,0.375827,0.0130079218675825
"19",6,"B",0.25,0.38075,0.01240243133544
"20",6,"O",0.25,0.230457,0.012006347269152
"21",6,"Y",0.25,0.388793,0.0136567536479948
"22",7,"B",0.25,0.383383,0.0131584750505735
"23",7,"O",0.25,0.212024,0.0131727076283741
"24",7,"Y",0.25,0.404593,0.0151454180489938
"25",8,"B",0.25,0.383677,0.0144392902187123
"26",8,"O",0.25,0.194395,0.0139236400601729
"27",8,"Y",0.25,0.421928,0.0168868491059544
"28",9,"B",0.25,0.381565,0.0149895746599044
"29",9,"O",0.25,0.177115,0.0141939905835839
"30",9,"Y",0.25,0.44132,0.0189261510064564
"31",10,"B",0.25,0.376902,0.015659933949833
"32",10,"O",0.25,0.161591,0.0144265264584572
"33",10,"Y",0.25,0.461507,0.0203736473430902
"34",11,"B",0.25,0.369615,0.0173777483110913
"35",11,"O",0.25,0.147368,0.0146834055995195
"36",11,"Y",0.25,0.483017,0.0224348441789403
"37",12,"B",0.25,0.360426,0.0190220850910756
"38",12,"O",0.25,0.133725,0.0147314367009035
"39",12,"Y",0.25,0.505849,0.0241561272524878
"40",13,"B",0.25,0.348063,0.0202283911641759
"41",13,"O",0.25,0.121431,0.0150518477338173
"42",13,"Y",0.25,0.530506,0.0258552685758882
"43",14,"B",0.25,0.335166,0.0202637369293878
"44",14,"O",0.25,0.109592,0.0146760141012126
"45",14,"Y",0.25,0.555242,0.0261393321037146
